date,frequency,period_1,june,sdr,end_of_period,gbp,eur,sf,100_hkd,100_jpy,cny,sgd,100_idr,100_thb
2011-06-01,Daily,425.19988754999997,1,4.84309175,3.0085,4.955,4.33885945,352.80002,38.6746386,3.7039091,0.46439295,2.44553855,0.035249,9.93068815
2011-06-02,Daily,431.67247633000005,2,4.83395273,3.0275,4.9437565,4.34673335,358.942485,38.9063816,3.7381161,0.4669726,2.44429285,0.0354695,9.9868161
2011-06-03,Daily,429.70773694999997,3,4.80828975,3.01425,4.9255862,4.36674425,357.22337500000003,38.75328705,3.7339738,0.46511895,2.44524295,0.03532255,9.93654645
2011-06-06,Daily,431.41236409999993,6,4.8515265,2.9975,4.92819005,4.3874409,359.132655,38.539177,3.7340402,0.46263075,2.4397691,0.035244,9.9041906
2011-06-07,Daily,433.06938279999997,7,4.86066875,3.0115,4.9224477,4.3967903,360.52925999999997,38.71171065,3.75498785,0.46481655,2.44618725,0.03534625,9.9356675
2011-06-08,Daily,432.61747935,8,4.8668301,3.0125,4.9451696,4.4146682,360.0025,38.7193385,3.76774485,0.4651145,2.44928675,0.0353601,9.93896675
2011-06-09,Daily,433.94625450000007,9,4.85968375,3.0195,4.95560365,4.4142078,361.249095,38.7985888,3.77178325,0.46607295,2.45188915,0.0354194,9.92441075
2011-06-10,Daily,431.4302116,10,4.88666625,3.0175,4.9305953,4.37959965,358.799075,38.77363585,3.76552165,0.4657642,2.4520568,0.0354375,9.9243594
2011-06-13,Daily,433.1046155,13,4.8409725,3.0475,4.94578825,4.36950625,359.99067,39.1490625,3.7854794,0.46985815,2.4618317,0.03572685,10.0082199
2011-06-14,Daily,434.9244291,14,4.86101025,3.0275,4.9679765,4.36732035,362.119535,38.90113205,3.7728212,0.467434,2.4567884,0.03547165,9.9474397
2011-06-15,Daily,431.7935093,15,4.8543825,3.0315,4.9607469,4.36839165,358.94859499999995,38.94502285,3.7702884,0.46786745,2.4604343,0.03551225,9.950768
2011-06-16,Daily,429.68028335,16,4.8322373,3.0435,4.9347312,4.32024855,356.82049,39.06154785,3.7611224,0.4694658,2.4570123,0.03546375,9.9444642
2011-06-17,Daily,431.55967986,17,4.84597436,3.047,4.91389705,4.31729475,358.66055,39.06610735,3.77922575,0.4712123,2.46053235,0.0354674,9.96241855
2011-06-20,Daily,429.90204754999996,20,4.8352077,3.0388,4.90675065,4.3315058,357.106835,38.9929692,3.7897367,0.4693744,2.45658935,0.0354297,9.93884905
2011-06-21,Daily,432.9510322000001,21,4.8433451,3.037,4.9235847,4.3526289,360.13292,38.9793755,3.78914565,0.46946615,2.45692185,0.035314,9.93133035
2011-06-22,Daily,432.54372005,22,4.8495148,3.0305,4.91562275,4.3542227,359.810115,38.90219,3.7760889,0.46875485,2.4572287,0.03526095,9.9442214
2011-06-23,Daily,433.00621419999993,23,4.8260967,3.0355,4.86909415,4.3416761,360.27544,38.9698759,3.7731513,0.46929595,2.4567021,0.0352863,9.9540957
2011-06-24,Daily,434.92536820000004,24,4.8595905,3.037,4.8657298,4.33045875,362.194505,38.99388915,3.77407755,0.4692558,2.458513,0.035314,9.90703465
2011-06-27,Daily,438.23018060000004,27,4.8492015,3.0575,4.87105635,4.31933055,365.20547,39.25710055,3.7884899,0.47213155,2.46195435,0.03546985,9.912476
2011-06-28,Daily,438.3087646,28,4.83371685,3.0525,4.87484265,4.3632438,365.37199999999996,39.20145915,3.77621125,0.4717091,2.4586205,0.03539955,9.86906175
2011-06-29,Daily,438.1636462,29,4.8243426,3.0395,4.85970495,4.36168265,365.456325,39.05406935,3.7513118,0.47004155,2.45407955,0.0352733,9.85731545
2011-06-30,Daily,435.94621495,30,4.8256061,3.0205,4.8648176,4.38199045,363.49965499999996,38.8089428,3.75380695,0.46728395,2.4576901,0.0351548,9.8307672
2011-07-01,Daily,430.3175903,1,4.8028004,3.01525,4.8370643,4.37015265,358.041955,38.7385024,3.73498105,0.4663635,2.4552162,0.0352331,9.8200717
2011-07-04,Daily,426.40876760000003,4,4.8148034,3.001,4.82665885,4.3700564,354.3094,38.5663263,3.7154893,0.4643031,2.45159815,0.0352437,9.8538884
2011-07-05,Daily,426.81733985000005,5,4.809202,3.0085,4.82894365,4.3591663,354.608785,38.66047405,3.71465645,0.4653699,2.4517161,0.035249,9.8752774
2011-07-06,Daily,430.18597625000007,6,4.7969307,3.005,4.8341436,4.344479,358.057955,38.615249,3.7158408,0.46468475,2.4510611,0.03522865,9.86540365
2011-07-07,Daily,430.7468519000001,7,4.7691261,3.0105,4.81695075,4.31284245,358.563715,38.67722795,3.7196517,0.46549205,2.4551469,0.03527865,9.92092035
2011-07-08,Daily,426.73974595,8,4.7759532,2.997,4.78126445,4.30054565,354.84266,38.5050242,3.6879351,0.4635839,2.4513343,0.0351761,9.89926905
2011-07-11,Daily,430.5479748,11,4.79781915,3.0045,4.8099042,4.2648882,358.46814,38.6036144,3.72074335,0.46470445,2.459279,0.0352641,9.91911795
2011-07-12,Daily,434.08769345000013,12,4.764669,3.0295,4.8079683,4.2300913,361.66662,38.87438215,3.78214815,0.46804995,2.4666189,0.03542445,9.96222125
2011-07-13,Daily,435.84686318,13,4.76558908,3.0225,4.81695855,4.2343716,363.45623,38.7848083,3.8054778,0.4671706,2.46916195,0.03533025,9.98926505
2011-07-14,Daily,442.7703915999999,14,4.78187235,3.00725,4.85385205,4.27345295,370.48792499999996,38.60323665,3.82382945,0.46559425,2.4688047,0.03523435,9.96933985
2011-07-15,Daily,440.57477395,15,4.79395935,3.0035,4.85140375,4.25656045,368.369485,38.54396635,3.7942147,0.4648014,2.4683609,0.03516985,9.9933522
2011-07-18,Daily,443.28585126999997,18,4.77325912,3.0145,4.8521395,4.2414018,370.92415,38.67421145,3.8150985,0.4661646,2.4714083,0.03523675,10.01828125
2011-07-19,Daily,440.72388785000004,19,4.7777877,3.0119,4.842985,4.2526523,368.36059,38.6363941,3.8079534,0.46573015,2.4762814,0.0351837,10.0564301
2011-07-20,Daily,436.19718935,20,4.7722377,3.0015,4.8397689,4.24832325,363.99473,38.51731155,3.79216705,0.46488755,2.470778,0.03514845,10.0603369
2011-07-21,Daily,436.4215794,21,4.7509254,2.9935,4.83674785,4.2670848,364.37230999999997,38.41514415,3.80344375,0.4639934,2.46662915,0.03505885,10.01674205
2011-07-22,Daily,436.94466644999994,22,4.77579425,2.9835,4.8638511,4.2923616,364.9765,38.2909911,3.797493,0.46280925,2.464685,0.0349971,10.00168405
2011-07-25,Daily,438.0014404,25,4.747476,2.9765,4.8515464,4.28020745,366.20327499999996,38.20262225,3.79704075,0.4616518,2.46297075,0.034915,9.983235
2011-07-26,Daily,440.87210060000007,26,4.7292219,2.96125,4.8382389,4.2872982,369.325425,38.01421175,3.79185675,0.4597322,2.45787805,0.03476875,9.9722191
2011-07-27,Daily,437.48341515,27,4.7535768,2.9385,4.82780865,4.2625884,366.37372,37.72337615,3.7748099,0.45630655,2.44915915,0.03461335,9.8889562
2011-07-28,Daily,439.72327285000006,28,4.7329377,2.954,4.8263934,4.2422396,368.37532500000003,37.911166,3.79447695,0.45859595,2.45563015,0.03473255,9.93777555
2011-07-29,Daily,440.80738215,29,4.7002605,2.9555,4.83194725,4.23818715,369.46064,37.92165605,3.81305715,0.45884665,2.45473515,0.03475015,9.9378021
2011-08-01,Daily,442.38162435000004,1,4.7515392,2.9395,4.8348899,4.22861795,371.289755,37.72095925,3.7953526,0.45677395,2.44723825,0.03466395,9.8823343
2011-08-02,Daily,448.1306017300001,2,4.75076953,2.952,4.8127933,4.20674775,376.84307,37.88330885,3.8119836,0.458499,2.45386595,0.034873,9.92269075
2011-08-03,Daily,459.6272625499999,3,4.7726752,2.97425,4.842228,4.22388125,387.87834499999997,38.14779505,3.84792045,0.46179705,2.4609053,0.0350737,9.98239155
2011-08-04,Daily,454.36196915,4,4.8041559,2.974,4.87334535,4.2516307,382.60674,38.140431,3.76503385,0.46199495,2.4613102,0.03507075,9.98825645
2011-08-05,Daily,466.07254604999997,5,4.8073475,3.0105,4.8938691,4.242999,393.684095,38.58799165,3.8301534,0.4671788,2.4647954,0.03521055,10.04840565
2011-08-08,Daily,468.83464304999995,8,4.8624576,3.0125,4.93854225,4.3125446,396.173145,38.59013225,3.8550141,0.468733,2.4755536,0.03525245,10.1107682
2011-08-09,Daily,476.61846739999993,9,4.82472415,3.036,4.9539934,4.3182547,403.56262999999996,38.8707523,3.9331523,0.4715311,2.48689455,0.03546735,10.12506755
2011-08-10,Daily,487.93869444999996,10,4.840485,3.0115,4.9045292,4.32150265,415.264845,38.58794955,3.91892875,0.4693552,2.4853521,0.0353173,10.0989297
2011-08-11,Daily,487.02433285,11,4.7900651,3.0125,4.8728696,4.28362475,414.459715,38.61659715,3.93225465,0.47106745,2.48187605,0.03524425,10.06851885
2011-08-12,Daily,466.26277189999996,12,4.77728915,2.9966,4.85569095,4.2503776,394.05625999999995,38.4416056,3.89979315,0.4685885,2.47111715,0.035089,10.0103608
2011-08-15,Daily,450.4498045,15,4.7627064,2.9845,4.85891545,4.26499995,378.455685,38.2871185,3.88429805,0.46693005,2.4714319,0.03494325,9.97827595
2011-08-16,Daily,451.1164371,16,4.7878389,2.97075,4.86237535,4.28649535,379.28514,38.13273785,3.8641393,0.4652119,2.4713013,0.03484755,9.9555996
2011-08-17,Daily,447.1456688,17,4.79841565,2.97955,4.89406025,4.2871256,375.11658,38.23686115,3.8839212,0.46631975,2.4745045,0.03493025,9.97340045
2011-08-18,Daily,448.31760105000006,18,4.801256,2.9765,4.9177736,4.28809495,376.31971000000004,38.20213195,3.88298325,0.46589345,2.4668499,0.03489245,9.9615155
2011-08-19,Daily,447.9013585999999,19,4.78192605,2.984,4.9194227,4.27204385,375.842405,38.25494005,3.8991253,0.4665781,2.45940915,0.0348802,9.9866282
2011-08-22,Daily,450.57780134999996,22,4.7870004,2.9755,4.9031779,4.27504985,378.682885,38.15330585,3.87611555,0.46519085,2.45827915,0.03478085,9.96651595
2011-08-23,Daily,449.25307845,23,4.7958315,2.972,4.8981536,4.2715075,377.420975,38.103054,3.8695404,0.46460735,2.4628136,0.034801,9.9597945
2011-08-24,Daily,446.3714855,24,4.8144173,2.9725,4.903288,4.28218375,374.48833,38.1236395,3.87776545,0.4652346,2.46619225,0.0347864,9.94314825
2011-08-25,Daily,447.8332148999999,25,4.81261165,2.9855,4.888458,4.3013592,375.723825,38.29822855,3.8782804,0.4670938,2.47144135,0.034792,9.97162495
2011-08-26,Daily,449.3233505,26,4.7953027,2.9905,4.87735635,4.3088623,377.183735,38.3579401,3.86794385,0.4678871,2.47722095,0.034895,9.96170715
2011-08-29,Daily,439.84525529999996,29,4.75497,2.9803,4.8774103,4.31711375,367.892965,38.2312765,3.88338095,0.46690115,2.4683624,0.0349268,9.93764845
2011-09-02,Daily,445.89324145000006,2,4.761374,2.97,4.80694535,4.23492335,374.24398,38.1363284,3.86316475,0.4652292,2.4665727,0.03480605,9.90991765
2011-09-05,Daily,448.68503045,5,4.7829875,2.974,4.81282455,4.21371215,376.956765,38.1668627,3.8746667,0.465637,2.46620875,0.0348448,9.9365213
2011-09-06,Daily,452.39952244999995,6,4.7619705,2.9875,4.8074853,4.2061014,380.452185,38.33470345,3.8897218,0.46754935,2.47248295,0.03486,9.9849627
2011-09-07,Daily,419.97351074999995,7,4.746438,2.985,4.7739109,4.19407435,348.16596,38.29967515,3.8683343,0.46700095,2.47000525,0.03483085,9.968281
2011-09-08,Daily,419.52226829999995,8,4.7590413,2.988,4.76840005,4.19948485,347.68449000000004,38.33669195,3.86096425,0.46786925,2.47074895,0.03486585,9.95171185
2011-09-09,Daily,415.7352919,9,4.7684267,2.9965,4.78915635,4.17277645,343.75368499999996,38.443528,3.867451,0.4691341,2.46463325,0.034965,9.97503605
2011-09-12,Daily,413.16231145,12,4.7779556,3.0245,4.79322775,4.10817865,340.76961,38.78608425,3.90283345,0.47343255,2.4531601,0.0351584,10.0381707
2011-09-13,Daily,419.2938475,13,4.83860025,3.046,4.83247935,4.1687559,346.313535,39.05378605,3.9553308,0.47622775,2.4675965,0.03535695,10.10617895
2011-09-14,Daily,422.84047435,14,4.86104745,3.0825,4.85694125,4.202681,349.153545,39.49796395,4.0076716,0.48202855,2.46728345,0.0353498,10.1934623
2011-09-15,Daily,425.69798785,15,4.9001931,3.0905,4.87294625,4.24155685,351.7129,39.64365145,4.02986095,0.4837713,2.47576825,0.0353605,10.2114792
2011-09-19,Daily,426.38829575,19,4.9288578,3.1065,4.8768945,4.2454986,352.151175,39.84965795,4.03940035,0.4865157,2.4699858,0.03518125,10.1986288
2011-09-20,Daily,429.08528055000005,20,4.88657925,3.139,4.91897045,4.27170865,354.26904,40.2670801,4.1013922,0.49147475,2.4688352,0.03476195,10.236438
2011-09-21,Daily,424.71591630000006,21,4.94565985,3.1095,4.8924877,4.2656125,350.287375,39.9211733,4.07402625,0.48752,2.46727075,0.03497755,10.2303134
2011-09-22,Daily,424.51891495,22,4.95270715,3.1495,4.8700721,4.2655257,349.536755,40.39711,4.10251595,0.4928448,2.44640475,0.034811,10.2706685
2011-09-23,Daily,426.8332003500001,23,4.97119035,3.1795,4.8972251,4.3024997,351.248395,40.76648015,4.1668316,0.4975199,2.4459582,0.0362132,10.32138715
2011-09-26,Daily,425.44065903,26,4.92331913,3.1885,4.9275082,4.2721121,349.827315,40.88135065,4.1720652,0.4992836,2.44488765,0.03538905,10.26892845
2011-09-27,Daily,424.17200540000005,27,4.9480122,3.15375,4.91086225,4.26686635,349.136605,40.4648583,4.1314612,0.493259,2.4478044,0.03527695,10.18324975
2011-09-28,Daily,427.23731865999997,28,5.00236536,3.1645,4.9437405,4.2910625,351.924125,40.5853427,4.1309329,0.49515725,2.4517715,0.03530835,10.2130126
2011-09-29,Daily,430.86322214999996,29,5.0009352,3.1848,4.9757726,4.33515015,355.14923999999996,40.85827085,4.16204955,0.49784285,2.4574084,0.0356841,10.20606845
2011-09-30,Daily,430.08414565,30,5.0119552,3.191,4.97381205,4.31598745,354.26041000000004,40.9401745,4.16634105,0.49879645,2.45367245,0.0362202,10.2357763
2011-10-03,Daily,428.2732497,3,4.99356135,3.2095,4.98339085,4.2773011,352.208595,41.1992008,4.16953625,0.503451,2.44365865,0.03596115,10.24909355
2011-10-04,Daily,425.32703174999995,4,4.93128595,3.2115,4.9572717,4.2383775,349.303945,41.23651915,4.18900465,0.5037647,2.4394235,0.0358427,10.2800969
2011-10-05,Daily,421.35345459999996,5,4.950764,3.1895,4.92092045,4.23836745,345.68921,40.98007915,4.161394,0.50031375,2.43827005,0.03559715,10.2490386
2011-10-06,Daily,420.04362365,6,4.90925655,3.185,4.9134997,4.2457644,344.51062,40.91700365,4.15010835,0.49960785,2.44257845,0.0356068,10.2345779
2011-10-07,Daily,418.62891204999994,7,4.8952485,3.1585,4.8863577,4.2439186,343.539335,40.58621055,4.1209481,0.495451,2.4410697,0.03522165,10.22665125
2011-10-10,Daily,415.27601689999995,10,4.86329925,3.141,4.90262995,4.2271581,340.58017,40.3595224,4.0935752,0.4940311,2.4342236,0.03505585,10.14535145
2011-10-11,Daily,419.48814842,11,4.94466187,3.1205,4.8753134,4.2523055,345.05453,40.10049245,4.07030695,0.49129355,2.4394155,0.03489515,10.10443405
2011-10-12,Daily,421.64240885000004,12,4.9295884,3.1561,4.913259,4.29687245,346.51961,40.5553703,4.11540005,0.4948572,2.4500087,0.0352934,10.17604935
2011-10-13,Daily,423.7204313,13,4.9378056,3.1295,4.9275546,4.3166762,348.982545,40.2306261,4.06191335,0.49075575,2.45547385,0.03509395,10.1524869
2011-10-14,Daily,424.18772877999993,14,4.91642653,3.1395,4.94188745,4.3199525,349.26034000000004,40.36488695,4.08124875,0.49194205,2.46767565,0.0354346,10.1684343
2011-10-17,Daily,423.34448160000005,17,4.9084875,3.12055,4.9287531,4.3204018,348.74279,40.12356465,4.04347315,0.48958255,2.46527975,0.03528045,10.16631865
2011-10-18,Daily,422.73184284999996,18,4.8858546,3.1165,4.92952425,4.2953165,348.23181999999997,40.07149005,4.0563585,0.4886328,2.4597483,0.0351948,10.16140305
2011-10-19,Daily,421.1993012,19,4.9378608,3.10805,4.8920711,4.29019715,346.82261,39.965669,4.0527465,0.48712465,2.4590959,0.03512915,10.14874695
2011-10-20,Daily,420.00293715,20,4.9795344,3.128,4.92441075,4.29364945,345.29206999999997,40.2123762,4.07530565,0.49028985,2.46202345,0.03538465,10.10989275
2011-10-21,Daily,430.36112840000004,21,4.92778125,3.158,4.988851,4.3499872,355.070905,40.5925649,4.1127826,0.49480595,2.46574355,0.0355531,10.16415385
2011-10-24,Daily,428.44731629,24,4.94237469,3.12875,4.9948934,4.3433311,353.63105,40.22175875,4.101935,0.49089985,2.4643598,0.0352139,10.0927498
2011-10-25,Daily,430.07023755,25,4.96499325,3.1267,5.00068785,4.3486145,355.165635,40.2103957,4.10921355,0.4914611,2.4763002,0.03531,10.1409264
2011-10-27,Daily,431.3425609,27,4.88963115,3.1315,5.013062,4.37454915,356.33824500000003,40.3003709,4.1166039,0.49287795,2.4783352,0.03521905,10.1721666
2011-10-28,Daily,430.65755685000005,28,4.90807215,3.0735,4.9424958,4.3546888,356.72009,39.55853195,4.0502089,0.483932,2.4673877,0.03479565,10.0638539
2011-10-31,Daily,425.82549135000005,31,4.91073935,3.0735,4.9083798,4.30751055,352.2031,39.5702452,3.88141795,0.48390145,2.4584075,0.0347878,9.99350175
2011-11-01,Daily,426.52487955,1,4.910175,3.0965,4.97808855,4.28694955,352.395655,39.8648224,3.9619988,0.48739605,2.45978515,0.03481955,10.0486895
2011-11-02,Daily,427.7992190999999,2,4.9574691,3.1275,4.9964943,4.2899919,353.03087,40.24811695,4.0019197,0.49215545,2.45737435,0.0348471,10.16248025
2011-11-03,Daily,430.36483130000005,3,4.92324575,3.147,5.00703465,4.31217685,355.25211,40.4982831,4.0322903,0.49566085,2.4593633,0.0350349,10.2026316
2011-11-04,Daily,429.72783125,4,4.9225122,3.1225,5.00068425,4.31076775,354.99111,40.2016214,4.00320695,0.49169385,2.46292905,0.03485905,10.18594675
2011-11-08,Daily,420.65935765000006,8,4.9002817,3.126,5.01598,4.3005948,345.911365,40.23399245,4.005896,0.4925433,2.45861065,0.0349958,10.17909795
2011-11-09,Daily,421.8878582,9,4.94690955,3.1105,5.0082165,4.30259945,347.347915,40.0378446,4.00941005,0.4908629,2.45017755,0.03496915,10.14845345
2011-11-10,Daily,419.824584,10,4.9360575,3.1515,5.0179761,4.2663432,344.671195,40.52594495,4.052857,0.4962758,2.43754435,0.0350752,10.2338149
2011-11-11,Daily,422.53877359999996,11,4.91551555,3.149,5.0168295,4.2901977,347.43757999999997,40.47870135,4.06060715,0.49642145,2.44316925,0.03500835,10.2157433
2011-11-14,Daily,422.59689725,14,4.940796,3.1315,5.0316945,4.31223245,347.71272999999997,40.2547834,4.05924015,0.4938418,2.44467005,0.0349771,10.1804318
2011-11-15,Daily,420.28454478,15,4.95724793,3.143,4.99532735,4.2810805,345.270855,40.39171015,4.07441055,0.49488275,2.43983955,0.03494165,10.20124935
2011-11-16,Daily,419.6012731,16,4.934358,3.16575,4.993971,4.2622078,344.234295,40.6647419,4.1078971,0.49853155,2.4427092,0.0350582,10.26175335
2011-11-17,Daily,418.53928662999994,17,4.93692413,3.159,4.9694233,4.25564715,343.332275,40.5769941,4.10153455,0.49742555,2.44353355,0.03494475,10.23158455
2011-11-18,Daily,419.4040779,18,4.978287,3.16125,4.98845275,4.2653169,344.13784,40.5897317,4.1111257,0.49756045,2.4403661,0.03491175,10.19923555
2011-11-21,Daily,421.6185051,21,4.97328,3.1725,4.9960533,4.29271005,346.11613,40.7326095,4.1316674,0.4992211,2.4420755,0.03497815,10.2272801
2011-11-22,Daily,423.1099270000001,22,4.97838475,3.188,4.9830037,4.2991779,347.39027500000003,40.9247887,4.13650025,0.5008917,2.44591165,0.0352071,10.22778625
2011-11-23,Daily,423.01887905,23,4.9588313,3.1825,4.96931485,4.2866686,347.491475,40.84160145,4.13231295,0.5007159,2.43795085,0.035127,10.18238115
2011-11-24,Daily,422.5885335,24,4.9673904,3.1865,4.95676045,4.26385595,347.05665,40.8855885,4.13509035,0.50071895,2.43839995,0.03492085,10.1626581
2011-11-25,Daily,421.84568459999997,25,4.947159,3.192,4.936109,4.24839265,346.2604,40.94985265,4.1232321,0.501154,2.4327422,0.03531955,10.21932345
2011-11-29,Daily,420.64325645,29,4.93165125,3.1835,4.93394785,4.2455159,345.28202,40.84657065,4.07566285,0.49895385,2.45120325,0.0346602,10.15957065
2011-11-30,Daily,419.66770595,30,4.88024325,3.1725,4.94672085,4.2252942,344.5,40.7289498,4.0693959,0.49812765,2.44848425,0.0345967,10.16339335
2011-12-01,Daily,419.0084592,1,4.8844421,3.1455,4.93513245,4.230855,344.165505,40.4576332,4.0490453,0.49435005,2.4499574,0.03450915,10.16152955
2011-12-02,Daily,415.90450410000005,2,4.89856185,3.13025,4.90698015,4.2131602,341.35771,40.27521395,4.0216485,0.4919458,2.43618255,0.03437965,10.13847145
2011-12-05,Daily,415.32068595000004,5,4.8850875,3.1395,4.8998181,4.21163945,340.5838,40.3996871,4.0262907,0.49324435,2.44719095,0.0346142,10.1998136
2011-12-06,Daily,414.9216918000001,6,4.8668552,3.1375,4.90359905,4.19703405,340.29289500000004,40.35966745,4.0317402,0.4927368,2.4431561,0.03455405,10.1619539
2011-12-07,Daily,412.51819,7,4.87102575,3.128,4.88140065,4.19730705,338.05255999999997,40.24160445,4.02392785,0.49161135,2.4387969,0.0344589,10.1574971
2011-12-08,Daily,413.3567084499999,8,4.917006,3.1335,4.92257205,4.19857695,338.70198999999997,40.2978454,4.03489605,0.4926502,2.4362471,0.03449095,10.18693375
2011-12-09,Daily,415.7015404500001,9,4.9075158,3.158,4.9291646,4.2058248,340.65053500000005,40.58708795,4.06592155,0.4962522,2.42979245,0.03480875,10.23663735
2011-12-12,Daily,415.12996735,12,4.924271,3.1515,4.92894615,4.2072528,340.206255,40.50511035,4.05807575,0.4955033,2.43415545,0.0346892,10.18420835
2011-12-13,Daily,414.5623879,13,4.9310625,3.179,4.9630551,4.1951676,339.18385,40.85304405,4.0832318,0.499458,2.4438815,0.0349918,10.19564555
2011-12-14,Daily,412.6731048,14,4.909824,3.1875,4.93600335,4.15426905,337.248205,40.97254465,4.0881129,0.5003571,2.44122005,0.0350661,10.2000026
2011-12-15,Daily,410.79048109999997,15,4.8817782,3.1965,4.94418675,4.15353225,335.291405,41.06606105,4.0944028,0.5015101,2.43989085,0.03478245,10.18643165
2011-12-16,Daily,413.76946390000006,16,4.889537,3.177,4.9334047,4.1407432,338.609265,40.8307525,4.0788299,0.50027575,2.43728505,0.0351634,10.1372074
2011-12-19,Daily,413.25408325,19,4.905451,3.1775,4.91670485,4.12646075,338.121995,40.8148849,4.0705881,0.5001811,2.4319777,0.03495605,10.1533838
2011-12-20,Daily,415.7930419,20,4.88641815,3.1895,4.95026385,4.1477855,340.37678,40.98034315,4.08989015,0.50282995,2.4409753,0.0348961,10.19335975
2011-12-21,Daily,416.11452253,21,4.90204293,3.1695,4.9670823,4.15679955,340.971505,40.73488695,4.0720766,0.4998108,2.45051825,0.0348872,10.15541295
2011-12-22,Daily,414.54463345,22,4.863396,3.17675,4.9770146,4.14359415,339.36017,40.8243928,4.0711914,0.50112,2.4523322,0.03501515,10.13965715
2011-12-23,Daily,412.5487284,23,4.87100115,3.156,4.95207995,4.12662805,337.77499,40.56190455,4.04097515,0.49780755,2.44442745,0.03500835,10.0879062
2011-12-27,Daily,412.4938522999999,27,4.8924928,3.1595,4.93371745,4.1308885,337.67972,40.61680605,4.0545407,0.49943095,2.43948645,0.03475805,10.05251135
2011-12-28,Daily,414.69705577999997,28,4.90090813,3.172,4.96687635,4.14596285,339.59639,40.79506695,4.0765971,0.50142665,2.44375985,0.03461005,10.06345785
2011-12-29,Daily,412.17083720000005,29,4.8620808,3.17725,4.9110758,4.10929685,337.16255,40.87073575,4.08465665,0.50237175,2.44272345,0.0346862,10.01340995
2011-12-30,Daily,412.55055125000007,30,4.839718,3.177,4.89623385,4.11183275,337.54787,40.89013735,4.097505,0.5034107,2.4427192,0.03466465,10.00945975
2012-01-03,Daily,410.25073213000013,3,4.84354883,3.1525,4.8953598,4.0895808,335.62238,40.5800275,4.10108,0.50087385,2.4388831,0.03441615,9.9920821
2012-01-04,Daily,410.82162095000007,4,4.8335742,3.13925,4.910886,4.0927973,336.39633,40.4063491,4.09262875,0.4985865,2.4400532,0.03419665,9.97696925
2012-01-05,Daily,407.57472155,5,4.82877135,3.1395,4.8998178,4.05890265,333.20956,40.42465665,4.09082135,0.498278,2.4376901,0.03426475,9.9524589
2012-01-06,Daily,405.31035360000004,6,4.8366461,3.1505,4.88563795,4.0313801,330.83064,40.5649877,4.0814886,0.4994689,2.43790165,0.03435665,9.95734595
2012-01-09,Daily,405.0351933,9,4.80106,3.161,4.86999505,4.0102029,330.47574000000003,40.70988075,4.10786435,0.5003047,2.4322871,0.03440555,9.9324529
2012-01-10,Daily,405.10447034999993,10,4.810234,3.14,4.8575802,4.0091523,330.909495,40.42172615,4.0874775,0.49742575,2.4318466,0.0341676,9.90536525
2012-01-11,Daily,404.9152339,11,4.7918642,3.146,4.86292975,4.00910535,330.63592,40.49792185,4.0915615,0.4979661,2.4344201,0.0341957,9.91334935
2012-01-12,Daily,403.70070505,12,4.7868716,3.142,4.8152724,3.9961532,329.592005,40.44851355,4.08821935,0.49723845,2.43047875,0.0343014,9.86965135
2012-01-13,Daily,405.7604824,13,4.80942525,3.134,4.80661615,4.0176314,331.74561,40.34422645,4.0807295,0.4961373,2.43351395,0.0341395,9.8584529
2012-01-16,Daily,403.92483300000004,16,4.78649775,3.1465,4.8179211,3.9801654,329.76999,40.5046188,4.0964721,0.49824625,2.43433555,0.034164,9.85592205
2012-01-17,Daily,403.3043885,17,4.7652394,3.1315,4.8107671,3.9865563,329.42357000000004,40.3148986,4.0817261,0.49596925,2.4358279,0.0340104,9.82432345
2012-01-18,Daily,403.13818113,18,4.75091013,3.118,4.7875334,3.9862072,329.49388,40.16747285,4.06571955,0.4939719,2.432328,0.0340394,9.8081187
2012-01-19,Daily,403.9624400999999,19,4.7626311,3.10375,4.79219035,3.9926642,330.55544499999996,39.9769452,4.0439743,0.49163255,2.42879035,0.03420115,9.7802159
2012-01-20,Daily,406.38774194999996,20,4.74119755,3.1035,4.8068562,4.02353265,332.904335,39.9822221,4.02581475,0.49129335,2.43755975,0.0346566,9.836774
2012-01-25,Daily,404.56910450000004,25,4.66990395,3.0805,4.810355,4.0109651,331.628895,39.6930734,3.9516404,0.4863436,2.43171855,0.0340952,9.7716143
2012-01-26,Daily,401.9317863,26,4.7016901,3.0405,4.76020695,3.98487945,329.7186,39.1837216,3.9101088,0.4800285,2.41654755,0.0338416,9.70166175
2012-01-27,Daily,402.35114955,27,4.70705175,3.041,4.7657034,3.9847746,330.077115,39.19774315,3.93021015,0.4801074,2.4179066,0.0338755,9.715662
2012-01-30,Daily,405.12236095000003,30,4.7126067,3.0425,4.780985,4.011689,332.65916,39.222638,3.9677893,0.4816369,2.42652655,0.0338621,9.7829674
2012-01-31,Daily,405.7726353,31,4.6799627,3.0455,4.7913331,4.0159488,333.22398999999996,39.2653622,3.9940987,0.4820241,2.42746735,0.0338295,9.81311885
2012-02-02,Daily,402.30132920999995,2,4.68555701,3.0205,4.788701,3.9823786,330.19967,38.95032145,3.967296,0.47938365,2.42328245,0.0338907,9.77034835
2012-02-03,Daily,401.25835494999995,3,4.650192,3.02255,4.7781984,3.96800395,329.200095,38.9679638,3.9679034,0.4793324,2.4214302,0.0336026,9.7690832
