date,frequency,bank,less_than_500k,500k_to_1m,1m_to_5m,more_than_5m,total_outstanding
2025-11-01,Monthly,Bank-bank perdagangan / Commercial banks,35007.03048132997,25476.06899784,79710.42421433996,113953.89883244998,254147.42252596
2025-11-01,Monthly,Bank-bank Islam / Islamic banks,17381.701024110003,16442.82661472999,51522.371817710016,70351.6954869,155698.59494345004
2025-11-01,Monthly,Bank-bank pelaburan / Investment banks,2.83712986,3.86702567,161.25754618,1532.7131148500002,1700.6748165600002
2025-11-01,Monthly,Institusi kewangan pembangunan / Development financial institutions,5468.034276810001,1852.1948790000001,4623.389509740001,12385.801637210001,24329.42030276
2025-11-01,Monthly,Jumlah / Total,57859.602912109985,43774.95751723998,136017.44308797002,198224.10907141,435876.1125887299
2025-12-01,Monthly,Bank-bank perdagangan / Commercial banks,34714.11717890001,25394.755936809994,80047.41368368003,113623.26557771,253779.55237710002
2025-12-01,Monthly,Bank-bank Islam / Islamic banks,17306.10209618001,16500.129834269992,51992.92316486998,72348.56113689001,158147.71623221
2025-12-01,Monthly,Bank-bank pelaburan / Investment banks,2.84942195,3.80449252,161.16567372999998,1666.13209643,1833.95168463
2025-12-01,Monthly,Institusi kewangan pembangunan / Development financial institutions,5427.082531710001,1848.1771082100008,4656.802659679999,12217.542830749997,24149.60513035
2025-12-01,Monthly,Jumlah / Total,57450.15122874002,43746.86737180998,136858.30518196,199855.50164178,437910.8254242899
2026-01-01,Monthly,Bank-bank perdagangan / Commercial banks,34840.21465671998,25367.65905079002,80016.76698074996,113153.17258904001,253377.81327729992
2026-01-01,Monthly,Bank-bank Islam / Islamic banks,17220.046541840005,16419.494433529995,52072.417349409996,73466.30244967,159178.26077444997
2026-01-01,Monthly,Bank-bank pelaburan / Investment banks,2.83806901,4.335562060000001,161.44742158999998,1670.9685683699997,1839.5896210299998
2026-01-01,Monthly,Institusi kewangan pembangunan / Development financial institutions,5389.189037159998,1831.4322344100003,4636.768215950001,12218.199849859999,24075.589337380003
2026-01-01,Monthly,Jumlah / Total,57452.288304729984,43622.92128079001,136887.3999677,200508.64345694002,438471.25301015965
2026-02-01,Monthly,Bank-bank perdagangan / Commercial banks,34588.279654640006,25310.86388815,80247.77962593002,113336.09261656995,253483.01578529
2026-02-01,Monthly,Bank-bank Islam / Islamic banks,17164.25652771999,16411.92712866001,52381.853651759986,75593.16887140997,161551.20617954998
2026-02-01,Monthly,Bank-bank pelaburan / Investment banks,2.79949244,3.82797542,166.21449737,1669.59847263,1842.44043786
2026-02-01,Monthly,Institusi kewangan pembangunan / Development financial institutions,5363.30657078,1813.6002397499997,4620.61438659,11860.680694570001,23658.20189169
2026-02-01,Monthly,Jumlah / Total,57118.64224557999,43540.21923198001,137416.46216165,202459.54065518,440534.86429439014
2026-03-01,Monthly,Bank-bank perdagangan / Commercial banks,34426.947893599994,25232.804980449997,80702.71744197003,115599.38428851002,255961.85460453
2026-03-01,Monthly,Bank-bank Islam / Islamic banks,17157.400483280002,16513.193817050003,52996.410938130015,75722.39041761999,162389.39565608
2026-03-01,Monthly,Bank-bank pelaburan / Investment banks,2.8390013,3.8477715599999995,168.94213061000002,1621.01543924,1796.6443427099998
2026-03-01,Monthly,Institusi kewangan pembangunan / Development financial institutions,5339.398444840002,1801.3004723100003,4590.321536140003,11623.558603529998,23354.57905682
2026-03-01,Monthly,Jumlah / Total,56926.58582301998,43551.14704136999,138458.39204685003,204566.34874890003,443502.47366014
2026-04-01,Monthly,Bank-bank perdagangan / Commercial banks,34327.184803049975,25164.73364335001,80703.10288315002,115705.02507313999,255900.04640268997
2026-04-01,Monthly,Bank-bank Islam / Islamic banks,17093.80377568,16453.990539910006,53072.131000880036,73697.05899461001,160316.98431108007
2026-04-01,Monthly,Bank-bank pelaburan / Investment banks,2.84431558,4.24082833,163.11822495999994,1565.9636037699997,1736.1669726399998
2026-04-01,Monthly,Institusi kewangan pembangunan / Development financial institutions,5324.65997975,1818.6718452999987,4577.754403630001,11609.310263359996,23330.396492039996
2026-04-01,Monthly,Jumlah / Total,56748.49287405997,43441.636856890014,138516.10651262006,202577.35793487998,441283.5941784502
