date,frequency,purpose,purchase_of_securities,fixed_assets_non_property_total,transport_vehicles_total,purchase_of_passenger_cars,transport_vehicles_others,fixed_assets_non_property_others,purchase_of_residential_property,purchase_of_non_residential_property,construction,working_capital,other_purposes,financing,memo_item_credit_card
2021-09-01,Monthly,Bank-bank perdagangan / Commercial banks,2210.0588123599996,17788.512836170008,15154.533785220008,9791.60971327001,5362.92407195,2633.97905095,5335.34745808,76790.82220544996,12658.873814860002,91876.81328873006,8635.40567486,215295.8340905093,412.1633653899998
2021-09-01,Monthly,Bank-bank Islam / Islamic banks,857.89255489,5069.991114059999,3727.650285649999,2523.5418814099994,1204.1084042399998,1342.3408284099996,1645.36139269,31007.467696230004,4639.97567582,45916.696577330025,3924.189567110001,93061.57457813005,3.3479472699999993
2021-09-01,Monthly,Bank-bank pelaburan / Investment banks,904.1665699700001,0.32200717999999995,0.32200717999999995,0.0,0.32200717999999995,0.0,43.46091562,129.96203368000002,124.94528512000001,144.10135800000003,281.61732213,1628.5754917000004,0.0
2021-09-01,Monthly,Institusi kewangan pembangunan / Development financial institutions,16.558541820000002,1154.8306421900002,306.28399635000005,10.35740475,295.92659160000005,848.54664584,72.9940864,1910.7316914199996,3754.0477708599997,5615.263360050004,6623.720210189999,19148.317274780005,0.0
2021-09-01,Monthly,Jumlah / Total,3988.6764790399993,24013.65659960001,19188.79007440001,12325.508999430009,6863.281074970001,4824.8665252,7097.1638527899995,109838.98362677997,21177.842546660002,143552.8745841101,19464.932774290002,329134.30143511936,415.5113126599999
2021-10-01,Monthly,Bank-bank perdagangan / Commercial banks,2193.25250959,17866.374897150006,15243.405654090004,9823.820210090005,5419.585443999999,2622.969243059999,5319.79054949,76502.51787435,12491.98067629,91995.01776242992,8393.1912982,214762.1255674996,492.52440266999946
2021-10-01,Monthly,Bank-bank Islam / Islamic banks,1041.53358446,5191.69121565,3810.2520483900003,2586.1475734000005,1224.10447499,1381.4391672599997,1661.6552507999997,31420.819499700003,4670.669224769998,46403.55554658001,3808.7146226899995,94198.63894464995,4.479021670000001
2021-10-01,Monthly,Bank-bank pelaburan / Investment banks,909.0921275099998,0.35697904,0.35697904,0.0,0.35697904,0.0,43.60760213999999,129.12974518,125.41916963,139.47511007,237.81146035,1584.8921939199997,0.0
2021-10-01,Monthly,Institusi kewangan pembangunan / Development financial institutions,16.42790884,1160.8506761099998,306.68050678,10.289214419999999,296.39129236,854.1701693299997,72.82956429000001,1904.6923534500002,3760.90822266,5697.6883517800015,6512.31723655,19125.882850379992,0.0
2021-10-01,Monthly,Jumlah / Total,4160.3061304,24219.27376795001,19360.695188300004,12420.256997910008,6940.438190389999,4858.578579649999,7097.882966719999,109957.15947268002,21048.97729335,144235.73677085995,18952.03461779,329671.5395564496,497.00342433999947
2021-11-01,Monthly,Bank-bank perdagangan / Commercial banks,3585.35220401,18030.93574402002,15367.99868572002,9896.260636860017,5471.738048860003,2662.9370583,5268.2536400300005,76606.01918768001,12511.60951493,91892.84971298007,8240.000356419998,216135.0203600694,445.6116489699999
2021-11-01,Monthly,Bank-bank Islam / Islamic banks,1023.0581066,5325.987228940001,3932.8783009500003,2666.1270768600007,1266.7512240899996,1393.1089279900002,1669.35348845,31994.17888925,4803.24677668,46972.397932269996,3905.1781099100017,95693.40053210007,5.22832233
2021-11-01,Monthly,Bank-bank pelaburan / Investment banks,939.7105877800001,0.34917623000000003,0.34917623000000003,0.0,0.34917623000000003,0.0,43.749556850000005,128.56223069,125.87639794,139.56152484999998,237.73630411,1615.5457784499995,0.0
2021-11-01,Monthly,Institusi kewangan pembangunan / Development financial institutions,16.33802309,1186.9633124799996,270.8266915599999,9.943113739999996,260.88357781999997,916.1366209199997,51.87021243,1907.1730566800002,3761.7898674499997,5650.132799910005,6631.304479109996,19205.74083668,0.0
2021-11-01,Monthly,Jumlah / Total,5564.458921480001,24544.235461670018,19572.052854460017,12572.330827460019,6999.722027000003,4972.182607209999,7033.22689776,110635.93336429998,21202.522557,144654.94197001008,19014.219249549995,332649.70750729943,450.83997129999983
2021-12-01,Monthly,Bank-bank perdagangan / Commercial banks,3264.2134625099993,18189.28089829001,15491.750666570008,9968.096226270007,5523.654440300001,2697.53023172,5280.21703352,77109.97722928002,12586.66918733,92926.52582007008,8333.821503929998,217690.70513492945,481.12555054000006
2021-12-01,Monthly,Bank-bank Islam / Islamic banks,1033.26163151,5525.111328870001,4043.233223269999,2746.798266419999,1296.4349568500002,1481.8781056000005,1677.1056406100004,32501.19103648,4804.542422099999,48098.13872269,3885.9681059000013,97525.31888815998,5.37593434
2021-12-01,Monthly,Bank-bank pelaburan / Investment banks,878.45665588,0.34196584999999996,0.34196584999999996,0.0,0.34196584999999996,0.0,43.89624338,126.07966651000001,127.85853592000001,139.44706812,237.74199818,1553.8221338400003,0.0
2021-12-01,Monthly,Institusi kewangan pembangunan / Development financial institutions,16.21074145,1165.9862343599998,246.25062196000002,9.867605350000002,236.38301661000003,919.7356123999998,50.85355641,1891.9704447500005,3721.739651579999,5774.44121467,6657.868372210001,19279.23685027001,0.0
2021-12-01,Monthly,Jumlah / Total,5192.14249135,24880.72042737001,19781.57647765001,12724.762098040004,7056.814379610001,5099.143949719999,7052.07247392,111629.21837702002,21240.809796929996,146938.5528255501,19115.399980219994,336049.08300719946,486.50148488000013
2022-01-01,Monthly,Bank-bank perdagangan / Commercial banks,3426.73263299,18481.97456991002,15663.078963050019,10057.255503570017,5605.823459480001,2818.8956068600005,5272.7930971999995,77472.26164176002,12558.550185320008,93625.54540624002,8311.865802020004,219149.72333543928,453.5183362599998
2022-01-01,Monthly,Bank-bank Islam / Islamic banks,1032.30406646,5679.105711530001,4117.977250300001,2814.816266120001,1303.1609841800005,1561.1284612299996,1683.1665293999997,33060.217576110015,4804.10839204,48196.507469169934,3921.2711804,98376.68092511,26.91435945
2022-01-01,Monthly,Bank-bank pelaburan / Investment banks,880.01013373,0.34076227,0.34076227,0.0,0.34076227,0.0,44.04361004,125.49132440999998,126.98350713,137.54720797000002,237.68315112,1552.0996966700002,0.0
2022-01-01,Monthly,Institusi kewangan pembangunan / Development financial institutions,16.4270871,1184.4725266500004,246.5915727699999,9.79079231,236.8007804599999,937.8809538800004,50.91880514,1886.5892198300003,3725.3628532500006,5846.295060669999,6675.899113059998,19386.128842059992,0.0
2022-01-01,Monthly,Jumlah / Total,5355.473920280001,25345.893570360015,20027.988548390018,12881.862562000017,7146.125986390001,5317.905021970001,7050.922041780001,112544.55976211002,21215.004937740006,147805.89514404992,19146.7192466,338464.6327992793,480.4326957099998
2022-02-01,Monthly,Bank-bank perdagangan / Commercial banks,3395.6585584199997,18430.563729640024,15669.758822020023,10065.959780320021,5603.799041700002,2760.8049076200004,5252.59637989,77458.31170508993,12434.053915919996,94565.98441950003,8425.8400845,219963.0087929593,425.58485605000016
2022-02-01,Monthly,Bank-bank Islam / Islamic banks,1019.53160762,5727.374694399998,4146.984648759999,2833.296016759999,1313.6886319999999,1580.3900456399997,1680.06444706,33307.99843566,4808.743495090001,48143.932350750016,3976.2638710700007,98663.90890165004,18.305204979999996
2022-02-01,Monthly,Bank-bank pelaburan / Investment banks,883.3616190800002,0.33112771999999996,0.33112771999999996,0.0,0.33112771999999996,0.0,44.00779125,124.14756328,129.14805947,137.26888326999998,237.48801534999996,1555.7530594200002,0.0
2022-02-01,Monthly,Institusi kewangan pembangunan / Development financial institutions,16.05467611,1154.67889738,249.22239290999994,9.73068228,239.49171062999994,905.4565044700003,55.03095087999999,1884.6360751700001,3710.2234385600004,5878.870674309997,6632.739719449999,19332.39608933,0.0
2022-02-01,Monthly,Jumlah / Total,5314.60646123,25312.948449140018,20066.29699141002,12908.98647936002,7157.31051205,5246.65145773,7031.6995690799995,112775.09377919995,21082.168909039992,148726.05632783,19272.33169037,339515.0668433593,443.89006103000014
2022-03-01,Monthly,Bank-bank perdagangan / Commercial banks,3443.2226111799996,18336.428839260014,15669.911516390015,10104.805546900016,5565.105969490001,2666.5173228700005,5240.54242443,77806.71897060999,12199.766112440002,94489.99867016,8321.280321410004,219837.95794948953,418.5576245499999
2022-03-01,Monthly,Bank-bank Islam / Islamic banks,1005.0491342300002,5814.88651961,4225.43736971,2891.30218489,1334.1351848200002,1589.4491499,1724.4016176800003,33989.426860370004,4869.900671310002,48612.28637438001,4237.697543370001,100253.64872095003,30.408081209999978
2022-03-01,Monthly,Bank-bank pelaburan / Investment banks,890.9960984900002,0.33313009,0.33313009,0.0,0.33313009,0.0,43.994832990000006,125.11658426000001,117.58042707999999,138.36885623999999,177.25380163,1493.6437307800002,0.0
2022-03-01,Monthly,Institusi kewangan pembangunan / Development financial institutions,15.843273850000001,1148.5887672700003,244.81851015000007,9.500941959999999,235.3175681900001,903.7702571200001,49.90038903,1885.21779781,3716.3386812100007,5947.918225349998,6667.026415020004,19430.992732729996,0.0
2022-03-01,Monthly,Jumlah / Total,5355.11111775,25300.237256230015,20140.500526340016,13005.608673750015,7134.891852590002,5159.73672989,7058.83926413,113806.48021304999,20903.58589204001,149188.57212613005,19403.258081430005,341016.2431339496,448.96570576000005
2022-04-01,Monthly,Bank-bank perdagangan / Commercial banks,3520.2409286500006,18461.361458100026,15788.032083590026,10188.563398950026,5599.46868464,2673.32937451,5227.989114459999,77274.98718785001,12166.018685829999,93678.08637645,8289.561359899999,218618.24511123946,374.65005110999994
