date,frequency,sector,agriculture_forestry_and_fishing,mining_and_quarrying,manufacturing,electricity_gas_steam_and_air_conditioning_supply,water_supply_sewerage_waste_management_and_remediation_activities,construction,wholesale_retail_motor_trade_total,wholesale_trade_except_of_motor_vehicles_and_motorcycles,retail_trade_except_of_motor_vehicles_and_motorcycles,wholesale_retail_motor_trade_others,accommodation_and_food_service_activities,transportation_storage,information_communication,financial_and_insurance_takaful_activities,real_estate_activities,professional_scientific_and_technical_activities,administrative_and_support_service_activities,education_health_and_others,other_sector,total_outstanding_loan_financing
2021-11-01,Monthly,Bank-bank pelaburan / Investment banks,1.64399692,60.88560453,39.70202054,9.62709697,15.702545800000001,36.04031021000001,13.39050634,13.39050634,0.0,0.0,4.75891346,2.2877441899999997,12.599269529999999,359.65213162,321.80748208000006,498.41116346,29.75497256,172.88020141,36.401818829999684,1615.5457784499995
2021-11-01,Monthly,Institusi kewangan pembangunan / Development financial institutions,2866.838437069999,61.066279120000004,2353.9446064500003,71.87845220999999,45.93023541,5058.153626870001,2934.6259499000003,1446.74885069,1042.5553647699999,445.32173444000045,1483.3720351600005,873.25893112,315.55688968000004,248.01696407000006,598.8194309099999,445.3123254699999,289.36115176,1340.4542764000003,219.15124507999644,19205.74083668
2021-11-01,Monthly,Jumlah / Total,13005.154653080002,1590.7670523099996,49394.755698930014,2808.48224955,1803.5135431799997,44473.67365989999,91899.21438403001,53095.916959910006,24022.26662976002,14781.030794359991,11238.393711999997,12799.86298988,3584.2208218000005,6756.43579149,55955.01491737,19484.140571639997,4933.152868559999,11937.717978809998,985.2066147694713,332649.70750729943
2021-12-01,Monthly,Bank-bank perdagangan / Commercial banks,5965.4214409199985,1324.6889968599999,33482.48532839,1188.2945861300002,1231.3902726400004,27718.017071439994,63480.53728389,37900.429857690004,15877.884842620002,9702.222583579998,7977.636668070001,7791.30567795,2100.34750428,4724.8512523399995,39732.85346846998,11326.963469400001,2787.664165289999,6384.16079343,474.08715542941354,217690.70513492942
2021-12-01,Monthly,Bank-bank Islam / Islamic banks,4253.907562469999,450.36302365999995,14216.287119059998,1822.1443344800005,558.8866942,11643.75689874,26780.47396428,14640.476956370005,7394.999746949999,4744.997260959997,1709.9963029499997,4233.0989137199995,1388.9988604,1271.4600406999996,15597.43075383,7288.463458069999,1864.89516271,4170.1942412299995,274.9615576599899,97525.31888815998
2021-12-01,Monthly,Bank-bank pelaburan / Investment banks,1.57525052,61.115579870000005,39.38517299,9.71101907,15.618796660000001,33.876317949999994,15.79132582,15.70467824,0.08664758,0.0,6.2428466,2.4975153199999998,12.641814620000002,297.7943621200001,319.71245686000003,498.8601796700001,29.85582515,172.74324299,36.40042762999997,1553.8221338400003
2021-12-01,Monthly,Institusi kewangan pembangunan / Development financial institutions,2907.6725727400008,69.04906356000002,2320.284032469999,72.27619561,49.53785424,5096.036032830001,2987.3484335299995,1428.9453419099996,1054.3771744700002,504.0259171499997,1446.14771639,872.54091462,322.9152536699999,250.83517715,600.4746366700001,440.44189614000004,315.97145699999993,1307.1134327400002,220.59218091000002,19279.23685027
2021-12-01,Monthly,Jumlah / Total,13128.576826649998,1905.21666395,50058.44165290999,3092.4261352900003,1855.4336177399998,44491.68632095999,93264.15100752002,53985.55683421002,24327.348411619994,14951.245761690006,11140.02353401,12899.443021610003,3824.90343297,6544.94083231,56250.471315829986,19554.729003279997,4998.386610149999,12034.21171039,1006.0413216293673,336049.08300719934
2022-01-01,Monthly,Bank-bank perdagangan / Commercial banks,6135.224979019998,1362.6081471700002,33917.049952479996,1186.7102051,1243.6301770399998,27706.958459030004,63921.573010160006,38415.47113501,15782.576433540007,9723.52544161,7992.594481260003,8108.527438029998,2179.93970144,4636.145256399998,39765.72547951,11305.906762840003,2823.4124172600004,6376.09733976,487.6195289392781,219149.72333543922
2022-01-01,Monthly,Bank-bank Islam / Islamic banks,4232.864767289999,448.33945475999997,14170.667762349998,1854.4910455600002,596.78729377,11813.225598930001,27152.728404119996,14813.515703239998,7531.749341289999,4807.463359589998,1650.7566843199993,4266.888580290001,1458.2414086199997,1278.6406533500003,15574.324369329997,7402.67310183,1870.87614224,4340.43920133,264.7364570200152,98376.68092511
2022-01-01,Monthly,Bank-bank pelaburan / Investment banks,1.56910967,59.98996343,39.54357657,9.770226289999998,15.53291989,32.67433791,15.12116107,15.03553385,0.08562722,0.0,6.158323170000001,2.28947975,12.68384681,301.73088945000006,320.5887089500001,497.59498604000004,29.703072229999997,172.76409604,34.384999399999515,1552.0996966699997
2022-01-01,Monthly,Institusi kewangan pembangunan / Development financial institutions,2911.21969241,71.24244470000001,2323.7307946400006,71.42352283,49.66046823999999,5184.816215059999,3009.631388760001,1439.3928546100003,1069.92084137,500.31769278000047,1452.02300434,876.36013548,308.68645761000005,250.11060838999995,600.66507644,436.79929720000007,313.62357903000003,1304.03259188,222.10356504999072,19386.128842059992
2022-01-01,Monthly,Jumlah / Total,13280.878548389997,1942.1800100599999,50450.992086039994,3122.39499978,1905.61085894,44737.67461093001,94099.05396411,54683.41522670999,24384.332243420005,15031.30649398001,11101.53249309,13254.065633549995,3959.5514144799995,6466.627407589999,56261.30363423,19642.97414791,5037.615210760001,12193.33322901,1008.8445504092961,338464.63279927924
2022-02-01,Monthly,Bank-bank perdagangan / Commercial banks,6006.429059299999,1414.6249943900002,34122.42717539999,1248.32375153,1203.07848845,27604.206256540005,64940.068134949994,39342.83435992999,15725.66920697001,9871.564568049995,7990.73503731,8277.403697739997,2143.4154834200003,4725.33921406,39786.606525489995,10752.151287490002,2985.31856101,6267.34380038,495.5373254992883,219963.00879295927
2022-02-01,Monthly,Bank-bank Islam / Islamic banks,4245.78360434,449.0594571,14444.542177219999,1605.82510194,603.90191537,11921.54218819,27557.398890069995,14991.574428,7696.178736389999,4869.645725679995,1647.93484274,4275.128331079999,1485.33456488,1913.8775688500002,15637.589600570003,6418.47232068,1870.1768015700002,4327.4639623,259.87757475004764,98663.90890165004
2022-02-01,Monthly,Bank-bank pelaburan / Investment banks,1.5042008,60.20892258000001,39.32289994999999,9.82269101,14.83900464,31.227149280000003,14.831254569999999,14.745266149999999,0.08598842,0.0,6.14044258,2.2982763900000003,16.09106421,310.5424405,317.47323016,494.39773669,29.61320955,173.08192934,34.358607170000596,1555.7530594200005
2022-02-01,Monthly,Institusi kewangan pembangunan / Development financial institutions,2899.44146288,73.33256870999998,2210.61060901,71.34534347,50.11110258,5184.287496460001,3040.9002862800007,1471.6321603200004,1072.1867036500003,497.0814223100001,1460.7487522500003,883.1367962,323.36801203000005,250.61104983999996,601.3696480300001,435.30160251,318.5291198800001,1307.0387743899998,222.26346481000292,19332.396089330006
2022-02-01,Monthly,Jumlah / Total,13153.158327320001,1997.2259427799997,50816.90286158001,2935.3168879499995,1871.93051104,44741.263090470005,95553.19856587001,55820.7862144,24494.12063543001,15238.29171604001,11105.559074879999,13437.967101409997,3968.20912454,7200.37027325,56343.03900425,18100.32294737,5203.637692009998,12074.92846641,1012.0369722292526,339515.0668433593
2022-03-01,Monthly,Bank-bank perdagangan / Commercial banks,5810.35021335,959.5867056,33967.76532263999,1179.7790781399997,1223.5034242899997,27577.05208854,65678.21799284,39742.89253104999,15909.105040780007,10026.220421010003,7988.622310320002,8036.8000807,2159.33140525,4715.82005996,40195.13200704,10705.03189465,3069.22899014,6063.919402970001,507.8169730595546,219837.95794948953
2022-03-01,Monthly,Bank-bank Islam / Islamic banks,4323.68734828,457.51888125,14716.187754030001,1614.9023854299994,610.99041598,12027.056791199999,28186.53916767,15459.482640780003,7897.448259419999,4829.608267469997,1676.8180273500002,4350.3482945099995,1603.8500198399997,1817.4061856699993,15880.601500120001,6495.26494734,1899.1822066500004,4331.868839090001,261.425956540028,100253.64872095003
