date,frequency,sector,agriculture_forestry_and_fishing,mining_and_quarrying,manufacturing,electricity_gas_steam_and_air_conditioning_supply,water_supply_sewerage_waste_management_and_remediation_activities,construction,wholesale_retail_motor_trade_total,wholesale_trade_except_of_motor_vehicles_and_motorcycles,retail_trade_except_of_motor_vehicles_and_motorcycles,wholesale_retail_motor_trade_others,accommodation_and_food_service_activities,transportation_storage,information_communication,financial_and_insurance_takaful_activities,real_estate_activities,professional_scientific_and_technical_activities,administrative_and_support_service_activities,education_health_and_others,other_sector,total_outstanding_loan_financing
2021-09-01,Monthly,Bank-bank perdagangan / Commercial banks,6217.647047839998,1066.98535923,32854.31345396,1174.8257680800002,1208.1288096800008,28178.71123203,62487.66867424001,37096.264699390005,15797.988988280003,9593.414986570002,8081.3835002099995,6316.514817460001,2027.5827499499999,4478.197615979999,39862.31225026,11495.323194379998,2849.93641083,6543.1206734,453.18253297923366,215295.83409050928
2021-09-01,Monthly,Bank-bank Islam / Islamic banks,4104.47914492,478.51340734999997,13415.78399761,1444.4818993999997,521.3430390499999,11368.42183295,25245.57392526,13766.829704410002,6986.841678159999,4491.902542690001,1817.4359947100004,3993.3315653300006,1242.2526434299998,1363.0156260400001,15131.624730870004,6936.799932449997,1690.1836769499998,4034.2388280799987,274.0943337300414,93061.57457813004
2021-09-01,Monthly,Bank-bank pelaburan / Investment banks,1.88644452,60.4049272,39.194469240000004,9.513989539999999,16.075656350000003,83.39757022,13.88512686,13.88512686,0.0,0.0,4.636899850000001,2.4268975299999997,12.96207838,328.25216124,324.29683186,492.56130539000003,29.77162559,171.43312704,37.87638089000029,1628.5754917000004
2021-09-01,Monthly,Institusi kewangan pembangunan / Development financial institutions,2899.2972974299987,58.98380259,2298.1524817199993,70.48885427,42.129929450000006,5011.224105679999,2851.2012258100003,1427.2317007500005,1008.8014994399999,415.16802561999975,1466.0410403499998,871.20940979,311.60380268999995,263.0391113800001,721.6740574500001,450.56926943999997,278.24876462000003,1339.0695357500003,215.3845863600036,19148.31727478
2021-09-01,Monthly,Jumlah / Total,13223.309934709998,1664.8874963700002,48607.44440252999,2699.3105112899993,1787.6774345300007,44641.75474087999,90598.32895217,52304.21123141,23793.63216588,14500.485554879997,11369.497435119996,11183.482690110002,3594.4012744499996,6432.504514640001,56039.90787044001,19375.253701660004,4848.140477989999,12087.86216427,980.5378339592717,329134.3014351193
2021-10-01,Monthly,Bank-bank perdagangan / Commercial banks,5985.981019089998,1079.8157980200006,33009.19401803,1174.08674107,1208.7217946400003,27809.6580264,62659.48968754,37325.190778079996,15705.596832720004,9628.702076740003,7950.533458039998,6406.30463321,2025.1458795400004,4609.234819740001,39808.77174897,11317.510471770005,2776.8327400599997,6473.409930340001,467.4348010396061,214762.12556749964
2021-10-01,Monthly,Bank-bank Islam / Islamic banks,4264.5745708099985,448.78508790999996,13299.146811479999,1511.0332933500006,520.30368886,11412.323268419997,25687.69756472001,14003.499749550007,7116.5803201,4567.617495070001,1805.93479363,4056.8344663699995,1245.2347631300004,1527.2730341999995,15165.08299247,7080.856698970001,1741.4853696699995,4161.39525022,270.6772904399695,94198.63894464997
2021-10-01,Monthly,Bank-bank pelaburan / Investment banks,1.83981809,60.693663099999995,39.71853176,9.57202507,15.79070757,38.80314502,13.854228390000001,13.854228390000001,0.0,0.0,4.61733966,2.27838089,12.559408309999998,331.24455363,322.43690562999996,491.9346508,29.978113069999996,173.15604526,36.414677670000174,1584.8921939200002
2021-10-01,Monthly,Institusi kewangan pembangunan / Development financial institutions,2894.744458310001,60.20992667,2325.789212,71.35142626000001,44.61241484999999,5019.744277790001,2902.243231049999,1424.2297773299995,1029.8013383299995,448.2121153899998,1474.75398054,869.4726978500001,315.03536866,256.1190296600001,597.7835479600001,442.6159909800001,283.82815579000004,1349.8548107499998,217.7243212599933,19125.882850379996
2021-10-01,Monthly,Jumlah / Total,13147.139866299998,1649.5044757000003,48673.84857327001,2766.043485750001,1789.42860592,44280.528717630004,91263.2847117,52766.77453335,23851.978491150006,14644.531687199997,11235.83957187,11334.890178319998,3597.9754196400004,6723.871437229999,55894.075195030004,19332.917812520005,4832.124378590001,12157.816036569999,992.2510904096416,329671.5395564497
2021-11-01,Monthly,Bank-bank perdagangan / Commercial banks,5902.7999629000005,1033.82561102,33171.750958059994,1193.50710027,1216.6542467199997,27793.918668770002,62862.35347269002,37446.10117824,15716.35779719001,9699.894497260007,7918.078504719997,7775.4323172700015,2033.54119705,4622.927726269999,39587.538328139985,11304.85319086,2806.8387061899994,6448.728059869999,462.27230926937773,216135.02036006938
2021-11-01,Monthly,Bank-bank Islam / Islamic banks,4233.87225619,434.98955764,13829.358113879996,1533.4696001,525.22651525,11585.561054049998,26088.8444551,14189.676424639996,7263.353467800003,4635.814562660002,1832.1842586600005,4148.8839972999995,1222.5234655400002,1525.8389695300002,15446.84967624,7235.563891849998,1807.19803805,3975.655441130001,267.38124159007566,95693.40053210009
