date,frequency,usd_rm_spot,usd_rm_swap,bank_of_interbank_transactions_in_the_foreign_exchange_market_usd_rm_total,usd_sgd_spot,usd_sgd_swap,bank_of_interbank_transactions_in_the_foreign_exchange_market_usd_sgd_total,usd_jpy_spot,usd_jpy_swap,bank_of_interbank_transactions_in_the_foreign_exchange_market_usd_jpy_total,gbp_usd_spot,gbp_usd_swap,bank_of_interbank_transactions_in_the_foreign_exchange_market_gbp_usd_total,usd_spot,usd_swap,bank_of_interbank_transactions_in_the_foreign_exchange_market_usd_total,usd_spot_1,usd_swap_1,bank_of_interbank_transactions_in_the_foreign_exchange_market_rm_million_total
2007-05-01,Monthly,74635.39201277,41024.377420200006,115659.76943297,1500.642376,0.0,1500.642376,2491.8291174,0.0,2491.8291174,1636.8889117156,0.0,1636.8889117156,1724.3901139288,0.0,1724.3901139288,24.675522327854,0.0,24.675522327854
2007-06-01,Monthly,66413.25651461347,44635.95073725,111049.20725186347,3082.7279718248674,0.0,3082.7279718248674,2598.2467515,0.0,2598.2467515,1708.1227136413734,0.0,1708.1227136413734,1548.1837276337762,0.0,1548.1837276337762,0.0,0.0,0.0
2007-07-01,Monthly,66043.1523269224,45555.06,111598.2123269224,2839.3759999999997,0.0,2839.3759999999997,4280.2272268895995,0.0,4280.2272268895995,1720.659792,0.0,1720.659792,2875.48647808,0.0,2875.48647808,0.0,0.0,0.0
2007-08-01,Monthly,80998.43572898961,56616.900694464,137615.3364234536,1775.2280678,0.0,1775.2280678,2287.359954,0.0,2287.359954,517.0094833425642,0.0,517.0094833425642,1420.5258052122706,0.0,1420.5258052122706,0.0,0.0,0.0
2007-09-01,Monthly,46179.28593004027,43571.237088431364,89750.52301847163,2598.637085483829,0.0,2598.637085483829,2154.4692989,0.0,2154.4692989,1978.7190966360001,0.0,1978.7190966360001,1977.8956534000001,0.0,1977.8956534000001,0.0,0.0,0.0
2007-10-01,Monthly,58304.40005524695,34008.56353020181,92312.96358544877,1601.77631453946,0.0,1601.77631453946,1727.744,0.0,1727.744,992.6882192879999,0.0,992.6882192879999,1176.9628602357893,0.0,1176.9628602357893,16.8725,0.0,16.8725
2007-11-01,Monthly,64940.52629971489,36211.49077456652,101152.01707428141,2328.9797380817945,51.315411708908584,2380.295149790703,1893.575504137209,0.0,1893.575504137209,1481.4048906567205,0.0,1481.4048906567205,1047.4528203265672,0.0,1047.4528203265672,0.0,0.0,0.0
2007-12-01,Monthly,40362.74513032883,40218.590225,80581.33535532883,1928.2120799999998,0.0,1928.2120799999998,1162.46119,0.0,1162.46119,559.6015494,0.0,559.6015494,644.3534648550745,0.0,644.3534648550745,0.0,0.0,0.0
2008-01-01,Annual,888599.7859899999,749240.74567,1637840.53165,14947.963910399998,138.52175577699998,15086.4856674,15476.2316308,12.929419294,15489.161050100001,10693.1338261,227.26969561,10920.4035218,26628.5426029,2.28458765,26630.8271909,338.20141838499995,0.0,338.20141838499995
2008-01-01,Monthly,87003.28,42727.48,129730.76,672.2,,672.2,1260.87,,1260.87,817.44,,817.44,1354.68,,1354.68,26.14,,26.14
2008-02-01,Monthly,70363.08266,45624.02752,115987.1102,1194.559734,0.0,1194.559734,1278.503312,0.0,1278.503312,514.1986005,42.46955896,556.6681594,1662.900633,0.0,1662.900633,33.14588734,0.0,33.14588734
2008-03-01,Monthly,79781.94704,60350.33501,140132.2821,1340.205189,0.0,1340.205189,1149.367105,0.0,1149.367105,867.601783,42.70760375,910.3093868,1056.703665,0.0,1056.703665,76.4036129,0.0,76.4036129
2008-04-01,Monthly,78840.25631,66822.54624,145662.8025,2110.027537,84.74616387,2194.773701,923.4850237,0.0,923.4850237,1601.979159,0.0,1601.979159,1953.210781,0.0,1953.210781,89.33850625,0.0,89.33850625
2008-05-01,Monthly,93641.98044,66780.05036,160422.0308,1183.60608,0.0,1183.60608,1256.54772,0.0,1256.54772,1141.236386,142.0925329,1283.328919,1952.550674,0.0,1952.550674,0.61222562,0.0,0.61222562
2008-06-01,Monthly,66047.60561,75106.21739,141153.823,894.6822721,0.0,894.6822721,1785.734644,0.0,1785.734644,1505.897378,0.0,1505.897378,2750.405376,0.0,2750.405376,0.0,0.0,0.0
2008-07-01,Monthly,65515.67096,79331.03291,144846.7039,1439.117069,27.28768464,1466.404754,2515.897837,0.0,2515.897837,1152.316761,0.0,1152.316761,3894.261474,0.0,3894.261474,9.751669355,0.0,9.751669355
2008-08-01,Monthly,93083.30696,73956.75707,167040.064,1360.517915,5.900269457,1366.418185,1575.698848,0.0,1575.698848,1118.59924,0.0,1118.59924,5624.445862,0.0,5624.445862,16.64879032,0.0,16.64879032
2008-09-01,Monthly,81325.25391,64198.13792,145523.3918,569.2339519,0.0,569.2339519,1642.309963,0.0,1642.309963,1044.034551,0.0,1044.034551,2730.440845,0.0,2730.440845,44.77113333,0.0,44.77113333
2008-10-01,Monthly,86450.64061,68186.80148,154637.4421,1050.033577,0.0,1050.033577,1014.276545,0.0,1014.276545,219.721997,0.0,219.721997,971.2869994,0.0,971.2869994,41.38959327,0.0,41.38959327
2008-11-01,Monthly,46313.46148,49042.9933,95356.45478,2202.454508,20.58763781,2223.042146,849.1391685,11.15623381,860.2954023,230.1529002,0.0,230.1529002,1789.517506,2.28458765,1791.802094,0.0,0.0,0.0
2008-12-01,Monthly,40233.30001,57114.36647,97347.66647,931.3260774,0.0,931.3260774,224.4014646,1.773185484,226.1746501,479.9550704,0.0,479.9550704,888.1387875,0.0,888.1387875,0.0,0.0,0.0
2009-01-01,Annual,624590.0516975963,614733.2750146448,1239323.3267122414,19581.88964798076,725.4850574562104,20307.37470543697,5665.177971775437,85.56397123092151,5750.741943006357,2809.145130906769,163.13856766165074,2972.2836985684194,10255.216695580837,154.6005844713909,10409.817280052228,91.10955340411056,0.0,91.10955340411056
2009-01-01,Monthly,41575.24590799036,53784.21501750929,95359.46092549965,886.9050306560038,0.0,886.9050306560038,540.9719850806453,65.95697580645162,606.9289608870969,98.46059004499483,0.0,98.46059004499483,1041.3853378734293,0.0,1041.3853378734293,0.0,0.0,0.0
2009-02-01,Monthly,42235.762521565186,48808.217558246826,91043.98007981201,1324.8854797474469,0.0,1324.8854797474469,873.4533598214288,18.170446428571434,891.6238062500001,305.05317695280047,0.0,305.05317695280047,1647.9133264526247,0.0,1647.9133264526247,47.24316071428572,0.0,47.24316071428572
2009-03-01,Monthly,63277.76962261273,57149.506626790564,120427.2762494033,2146.181203105032,7.060870830699311,2153.2420739357317,826.9287858497622,1.1297165237860345,828.0585023735482,73.4875141754804,0.0,73.4875141754804,1538.4949450526483,0.1016712643537188,1538.596616317002,36.79603448275862,0.0,36.79603448275862
2009-04-01,Monthly,62072.77311966998,48358.14998553588,110430.92310520586,1167.2114965316057,12.572246698951654,1179.7837432305573,290.5345865657337,0.30683247211241377,290.84141903784615,134.48644995496977,52.989144978317476,187.47559493328725,597.143279990857,0.3832953975023542,597.5265753883593,0.0,0.0,0.0
2009-05-01,Monthly,59154.94062125635,46430.582371988225,105585.52299324458,1253.0136453627254,3.6182850342348396,1256.6319303969601,239.48948627578847,0.0,239.48948627578847,204.3731735305344,0.0,204.3731735305344,494.55031381843514,0.12738398965993758,494.6776978080951,0.0,0.0,0.0
2009-06-01,Monthly,55653.086010242274,50491.588694588696,106144.67470483098,1174.384433702053,1.3952492451079248,1175.7796829471608,462.6334626246628,0.0,462.6334626246628,309.1004791922901,0.0,309.1004791922901,1210.3316670579402,0.3799720065603,1210.7116390645006,0.08127487373287498,0.0,0.08127487373287498
2009-07-01,Monthly,55098.51219080576,53537.38593625691,108635.89812706268,1956.3744872579728,346.32720080641656,2302.701688064389,338.64086789730703,0.0,338.64086789730703,180.0075997069867,0.0,180.0075997069867,705.6258198104201,0.0,705.6258198104201,0.0,0.0,0.0
2009-08-01,Monthly,38709.21659490573,65271.78565147521,103981.00224638094,2274.3736654638433,0.0,2274.3736654638433,647.9688682458349,0.0,647.9688682458349,316.85432335146857,0.0,316.85432335146857,790.4011670200521,112.93058537220347,903.3317523922556,0.0,0.0,0.0
2009-09-01,Monthly,46563.18680525528,40181.276703212345,86744.46350846763,1224.3500879434023,319.10233948823594,1543.4524274316382,424.1499947916668,0.0,424.1499947916668,338.8781903656792,0.0,338.8781903656792,707.1254731236104,40.677676441111124,747.8031495647215,6.989083333333336,0.0,6.989083333333336
2009-10-01,Monthly,65040.68619657417,47879.55860427403,112920.2448008482,1421.150809119914,18.726583333333323,1439.8773924532472,689.7517577252905,0.0,689.7517577252905,356.91166684967067,110.14942268333326,467.06108953300395,476.71881295629225,0.0,476.71881295629225,0.0,0.0,0.0
2009-11-01,Monthly,49896.55991423817,37303.52561655899,87200.08553079717,2162.6965869181868,0.0,2162.6965869181868,179.28313584638983,0.0,179.28313584638983,316.68443359374993,0.0,316.68443359374993,528.0667542574479,0.0,528.0667542574479,0.0,0.0,0.0
2009-12-01,Monthly,45312.31219248034,65537.48224820787,110849.79444068822,2590.362722172573,16.682282019230772,2607.0450041918034,151.3716810509268,0.0,151.3716810509268,174.84753318814353,0.0,174.84753318814353,517.4597981670792,0.0,517.4597981670792,0.0,0.0,0.0
2010-01-01,Annual,734624.4757872436,814605.4107485651,1549229.886535809,14730.66379726177,501.0611268079707,15231.72492406974,2312.800016410113,0.0,2312.800016410113,2296.164835477492,4.854948686389029,2301.019784163881,17118.432287497126,4.431766488101041,17122.864053985228,25.76187500287051,0.0,25.76187500287051
2010-01-01,Monthly,67536.06463178484,69903.38807528949,137439.45270707435,2109.2672241961895,0.0,2109.2672241961895,186.15572763731345,0.0,186.15572763731345,221.70575935580555,0.6838549023929844,222.38961425819855,416.6914069177348,0.0,416.6914069177348,10.183886907632415,0.0,10.183886907632415
2010-02-01,Monthly,42348.03639624365,49861.46057045977,92209.49696670342,2237.714647884445,85.36944444444443,2323.0840923288897,117.10462882731443,0.0,117.10462882731443,167.11869088541667,1.3369495270833331,168.4556404125,441.3270162198781,0.0,441.3270162198781,0.0,0.0,0.0
2010-03-01,Monthly,70758.89773517707,83530.2375050278,154289.13524020487,1649.7109329885889,0.0,1649.7109329885889,311.33460629639075,0.0,311.33460629639075,20.952485632555657,1.0013135308270324,21.95379916338269,297.7946885518004,0.0,297.7946885518004,0.0,0.0,0.0
2010-04-01,Monthly,70611.9055763668,57236.95594663765,127848.86152300445,1443.8560690618983,0.0,1443.8560690618983,630.7319310262799,0.0,630.7319310262799,141.58015700295067,1.474588498155992,143.05474550110665,1323.1834173317154,0.0,1323.1834173317154,0.0,0.0,0.0
2010-05-01,Monthly,81756.48422748297,70249.54788936414,152006.0321168471,2711.136286434533,0.0,2711.136286434533,138.4780884632626,0.0,138.4780884632626,88.85601393416012,0.35824222792968735,89.21425616208981,1748.981043120766,3.6869283543093743,1752.6679714750753,0.0,0.0,0.0
2010-06-01,Monthly,64750.49499004412,62042.8056366892,126793.30062673331,650.2035829589643,0.0,650.2035829589643,127.31594318181817,0.0,127.31594318181817,87.83230038897369,0.0,87.83230038897369,1589.5057245246385,0.0,1589.5057245246385,0.0,0.0,0.0
2010-07-01,Monthly,51412.67394009697,60199.23423899582,111611.90817909279,461.39523964967594,0.0,461.39523964967594,146.266148437415,0.0,146.266148437415,225.00128647487122,0.0,225.00128647487122,1041.7738808099107,0.0,1041.7738808099107,0.0,0.0,0.0
2010-08-01,Monthly,45514.69344206189,81707.9078542089,127222.60129627079,607.8724451400004,58.65551089339357,666.527956033394,141.14831217615762,0.0,141.14831217615762,234.7868909371377,0.0,234.7868909371377,1248.8847557989604,0.0,1248.8847557989604,0.0,0.0,0.0
2010-09-01,Monthly,62123.92198658102,80020.05627566094,142143.97826224196,567.1957359400274,64.73077910108509,631.9265150411125,53.88164499078613,0.0,53.88164499078613,272.7511790192398,0.0,272.7511790192398,1096.6234726931007,0.0,1096.6234726931007,0.0,0.0,0.0
2010-10-01,Monthly,58807.14796677493,69884.40372734952,128691.55169412444,1298.0285766819377,48.75592410714287,1346.7845007890805,166.51092477863037,0.0,166.51092477863037,525.8355889484822,0.0,525.8355889484822,3211.1844916268974,0.0,3211.1844916268974,0.0,0.0,0.0
2010-11-01,Monthly,67353.34557030271,74893.51871364357,142246.86428394628,437.94999273639314,242.76736647619052,680.7173592125837,154.38393628639554,0.0,154.38393628639554,163.26096632905507,0.0,163.26096632905507,2506.512320678402,0.7448381337916667,2507.2571588121937,15.577988095238098,0.0,15.577988095238098
2010-12-01,Monthly,51650.80932432665,55075.894315238336,106726.70363956498,556.3330635891156,0.7821017857142858,557.1151653748299,139.48812430834923,0.0,139.48812430834923,146.48351656884373,0.0,146.48351656884373,2195.970069223323,0.0,2195.970069223323,0.0,0.0,0.0
2011-01-01,Annual,993660.5146493718,984137.3932365156,1977797.9078858874,7640.325210249979,114.76273436663509,7755.087944616615,1325.4070973177159,135.51158860413668,1460.9186859218528,1483.2888093357908,114.35358993946967,1597.6423992752605,22656.659096245,6033.545692151446,28690.20478839644,75.58451053800741,0.0,75.58451053800741
2011-01-01,Monthly,52533.17741517034,64671.34566053168,117204.52307570202,416.00180144721753,45.63410878157249,461.63591022879,150.69919231886283,0.0,150.69919231886283,164.0892719678828,55.45185505820313,219.54112702608595,1551.8425782235227,0.0,1551.8425782235227,12.688341968277498,0.0,12.688341968277498
2011-02-01,Monthly,43589.506576225554,48254.85767010527,91844.36424633084,226.29082621688812,36.9864984375,263.2773246543881,50.19275446380844,22.11264899032406,72.3054034541325,23.18838077976562,0.0,23.18838077976562,1394.1681517215088,0.0,1394.1681517215088,0.0,0.0,0.0
2011-03-01,Monthly,71189.06007301703,93943.86908718095,165132.92916019796,640.9512484913408,3.9478710869565212,644.8991195782974,153.06210465297838,0.0,153.06210465297838,137.56009333729125,58.90173488126654,196.4618282185578,1562.7852909690437,0.0,1562.7852909690437,0.6073647826086955,0.0,0.6073647826086955
2011-04-01,Monthly,111449.43949989657,105115.69875481781,216565.13825471437,913.7026858798012,0.0,913.7026858798012,62.581280780801194,0.0,62.581280780801194,36.420675449904365,0.0,36.420675449904365,2602.739502675576,0.0,2602.739502675576,15.364964285714285,0.0,15.364964285714285
2011-05-01,Monthly,97119.0871992279,86644.52264363051,183763.6098428584,672.0515606620364,0.0,672.0515606620364,164.94275558337438,0.0,164.94275558337438,150.37291633732386,0.0,150.37291633732386,2242.264662461367,825.2534223767251,3067.5180848380924,1.7476299000000002,0.0,1.7476299000000002
2011-06-01,Monthly,86687.83244810982,78544.1902906303,165232.02273874014,626.5741169679679,1.9693389772727268,628.5434559452407,215.57271241598485,9.412290399186043,224.9850028151709,135.35422599248975,0.0,135.35422599248975,2772.433151733918,5004.655641380586,7777.0887931145035,6.059504545454544,0.0,6.059504545454544
2011-07-01,Monthly,83912.66777281527,87844.32608217139,171756.99385498668,211.3547924020037,0.0,211.3547924020037,82.78313990399614,0.0,82.78313990399614,99.69537980232857,0.0,99.69537980232857,2551.776715937575,25.695278709795918,2577.4719946473706,14.975035714285715,0.0,14.975035714285715
2011-08-01,Monthly,94590.66028326105,78005.2922369348,172595.95252019586,421.3329939897678,9.254378333333335,430.58737232310114,65.1468544429165,0.0,65.1468544429165,82.82780450907246,0.0,82.82780450907246,1552.3741644913086,47.036458267420656,1599.4106227587292,22.986681666666673,0.0,22.986681666666673
2011-09-01,Monthly,116950.02557986473,86179.34206610122,203129.36764596595,412.31143886642417,16.97053875,429.2819776164242,68.33422500504713,103.98664921462658,172.32087421967373,126.58595741992855,0.0,126.58595741992855,1082.1551272069123,29.683161613743756,1111.838288820656,0.49368839999999997,0.0,0.49368839999999997
2011-10-01,Monthly,92882.08338828484,89159.2210185741,182041.30440685892,893.8402462485806,0.0,893.8402462485806,181.84342481108405,0.0,181.84342481108405,103.2259363338566,0.0,103.2259363338566,2200.2004287370983,30.08321548785001,2230.283644224948,0.21981977500000002,0.0,0.21981977500000002
2011-11-01,Monthly,80078.42455886873,78841.95863650064,158920.3831953694,1058.2638386947551,0.0,1058.2638386947551,60.4341747319365,0.0,60.4341747319365,33.4668943098875,0.0,33.4668943098875,1952.4235435885382,29.962220336125004,1982.3857639246633,0.4414795000000001,0.0,0.4414795000000001
2011-12-01,Monthly,62678.54985463007,86932.76908933686,149611.31894396694,1147.6496603831963,0.0,1147.6496603831963,69.8144782069256,0.0,69.8144782069256,390.5012730960594,0.0,390.5012730960594,1191.4957784986275,41.17629397919997,1232.6720724778274,0.0,0.0,0.0
2012-01-01,Annual,849092.6175371773,1211812.9322768229,2060905.5498140005,7099.118131602549,4233.697504954446,11332.815636556994,2647.925207910815,155.6781132142857,2803.603321125101,3911.4502763496416,190.00003409718738,4101.4503104468295,16256.119776173406,1036.4866025320812,17292.506378705486,32.97054589900889,0.0,32.97054589900889
2012-01-01,Monthly,63869.79873285629,78348.70716091912,142218.5058937754,528.0959184978168,0.0,528.0959184978168,74.98682389265156,0.0,74.98682389265156,377.4186517401108,0.0,377.4186517401108,691.4745580250741,88.35093259778391,779.825490622858,0.7783947368421051,0.0,0.7783947368421051
2012-02-01,Monthly,72528.58961416098,78031.81455287371,150560.4041670347,669.0087165046413,93.73125555555555,762.7399720601968,216.5413097828373,0.0,216.5413097828373,56.75666689769999,0.0,56.75666689769999,853.9061553777606,16.024886729382715,869.9310421071433,3.537599,0.0,3.537599
2012-03-01,Monthly,87892.64642782319,112608.78918943359,200501.4356172568,1012.7290217622021,29.10694343181818,1041.8359651940202,248.6725568515395,0.0,248.6725568515395,102.7715160494194,110.8178560307851,213.5893720802045,1326.6538415906452,44.26852224431818,1370.9223638349633,0.4566511363636363,0.0,0.4566511363636363
2012-04-01,Monthly,60277.98579849334,96065.41557087212,156343.40136936546,405.6768110043288,0.0,405.6768110043288,388.90472387349143,0.0,388.90472387349143,352.26366219570383,0.0,352.26366219570383,1077.3638840647097,80.61917491031745,1157.9830589750272,0.0,0.0,0.0
2012-05-01,Monthly,76634.93092803343,106724.31716077386,183359.24808880728,868.235183421465,0.29203248039867047,868.5272159018637,204.5607501058575,0.0,204.5607501058575,327.0196126700383,0.0,327.0196126700383,1661.3009690503852,66.44117149785848,1727.7421405482437,1.5514852272727273,0.0,1.5514852272727273
2012-06-01,Monthly,73188.57877903817,100845.81459726347,174034.39337630162,627.3988251528679,63.746498282024994,691.1453234348928,497.3336248238521,152.5902857142857,649.9239105381378,232.96917090111563,74.16251195918366,307.1316828602993,2139.763501877371,66.58718493627042,2206.350686813641,0.6357928571428572,0.0,0.6357928571428572
2012-07-01,Monthly,78456.50802585782,119788.87294546148,198245.3809713193,703.5269923363471,652.323956818182,1355.8509491545292,119.58695999019253,0.0,119.58695999019253,564.6068577022035,0.0,564.6068577022035,1795.94136727215,68.2535131649494,1864.1948804370995,5.385870454545456,0.0,5.385870454545456
2012-08-01,Monthly,64507.480317799425,140062.86012769007,204570.3404454895,449.5884639815352,362.71902273144536,812.3074867129806,46.618119034906684,1.5585837500000004,48.17670278490668,404.20460959526133,0.0,404.20460959526133,1745.8659835338772,444.0419297772212,2189.907913311098,0.9351502500000002,0.0,0.9351502500000002
2012-09-01,Monthly,76795.9466158558,105979.3206995962,182775.267315452,469.62700539526105,732.391634189025,1202.0186395842861,71.05574760362194,0.0,71.05574760362194,585.2854431895129,0.0,585.2854431895129,1408.2750144645597,37.61565098585527,1445.8906654504149,17.877904736842105,0.0,17.877904736842105
2012-10-01,Monthly,78753.5,94655.8,173409.3,694.2,1679.8,2374.0,310.1,0.0,310.1,207.4,2.0,209.4,1225.4,47.4,1272.8,1.2,0.0,1.2
2012-11-01,Monthly,61030.55229725903,78356.9202719393,139387.47256919835,337.33119354608374,159.4861614659962,496.81735501207993,103.26459195186465,1.5292437500000005,104.79383570186465,329.75408540857563,3.019666107218621,332.77375151579423,1240.874500916874,58.68363568812423,1299.5581366049983,0.6116975000000002,0.0,0.6116975000000002
2013-01-01,Annual,969135.7856716833,1206043.8067633922,2175179.5924350754,9110.641580246269,3198.137094704082,12308.878674950352,7520.628026459368,608.976901557507,8129.704928016874,5378.298680103721,903.1795192026738,6281.478199306397,13886.698001691448,4711.873985512335,18598.571987203788,27.045944635779374,0.0,27.045944635779374
2013-01-01,Monthly,84010.0,100878.3,184888.3,214.5,1.8,216.4,479.2,373.8,853.1,465.5,0.0,465.5,1697.5,0.0,1697.5,0.8,0.0,0.8
2013-02-01,Monthly,60383.89192081619,78481.3532123974,138865.24513321358,391.04223290545485,878.667638888889,1269.7098717943438,631.8507565695312,2.394845890923611,634.2456024604548,394.5425556271707,0.0,394.5425556271707,830.6618661259465,14.713429035069447,845.375295161016,1.5491319444444445,0.0,1.5491319444444445
2013-03-01,Monthly,66369.32131131837,99867.24042047701,166236.56173179537,623.6049026269635,93.11079999846164,716.7157026254251,1954.4425368497791,0.0,1954.4425368497791,1186.3785714101243,21.096274805739803,1207.474846215864,1715.262975878247,26.77432176861862,1742.0372976468657,0.6215261904761904,0.0,0.6215261904761904
2013-04-01,Monthly,79973.7796552558,107083.35803731177,187057.13769256757,437.0291721553232,487.3554977272727,924.3846698825959,433.55123524994,0.0,433.55123524994,154.25806933707025,0.0,154.25806933707025,565.1863022410606,0.0,565.1863022410606,0.9149352272727271,0.0,0.9149352272727271
2013-05-01,Monthly,89383.24164074716,90752.90272585084,180136.144366598,662.7300213046967,71.9235623288119,734.6535836335086,686.303216553601,0.7017216306271429,687.0049381842282,358.3084103632487,6.922942172278909,365.2313525355276,1179.9646971913533,45.69548991166721,1225.6601871030205,12.067238095238094,0.0,12.067238095238094
2013-06-01,Monthly,90106.78600421433,106825.45715915224,196932.24316336657,1080.460812289219,92.20269060099444,1172.6635028902133,409.2698240098283,2.121644996720454,411.3914690065488,162.27299370028553,1.0197755203884296,163.29276922067396,781.0631921926364,199.75438687224997,980.8175790648863,1.570306818181818,0.0,1.570306818181818
2013-07-01,Monthly,76644.29289009907,113078.11018547618,189722.40307557525,920.2307004481471,164.4367409980363,1084.6674414461834,531.684950246276,6.184786045425304,537.8697362917013,314.7820138351728,0.0,314.7820138351728,1225.5514009918545,316.45738078110236,1542.0087817729568,0.9571682608695652,0.0,0.9571682608695652
2013-08-01,Monthly,95248.42166240994,104045.81938596937,199294.2410483793,391.88096241895994,58.653417542484526,450.5343799614445,355.8696422819617,177.06753644417725,532.937178726139,364.9370931028135,0.5578371952045451,365.49493029801806,919.0543809090141,390.08101259635157,1309.1353935053658,0.0,0.0,0.0
2013-09-01,Monthly,102225.80199581913,117839.2725363273,220065.07453214645,893.4807764454758,104.19739961207848,997.6781760575543,222.01924443928948,0.320555771655,222.33980021094447,186.4849794138082,10.2995364255,196.7845158393082,591.4373845619929,438.0733244284753,1029.5107089904682,1.6251375,0.0,1.6251375
2013-10-01,Monthly,77603.46489650155,101705.19024997651,179308.65514647806,1339.748740794437,432.961006270177,1772.709747064614,172.4813600163339,35.159949154733276,207.64130917106718,697.2839854538929,257.9725418010248,955.2565272549177,1196.386850685796,1155.148696048952,2351.535546734748,1.9072527272727273,0.0,1.9072527272727273
2013-11-01,Monthly,78332.06763382681,83270.6626308896,161602.7302647164,1155.9123212664094,333.9326163763359,1489.8449376427452,1257.8294205129234,1.4319690770756246,1259.261389589999,540.0621764879864,394.56150192457807,934.6236784125645,1599.3120716067403,962.9802704199236,2562.292342026664,3.408599062499999,0.0,3.408599062499999
2013-12-01,Monthly,68854.71606067501,102216.14021956411,171070.85628023912,1000.0209375911829,478.89572436054004,1478.916661951723,386.12583972990325,9.793892546169163,395.9197322760724,553.4878313721491,210.74910935795913,764.2369407301082,1585.3168793068064,1162.1956736499255,2747.512552956732,1.624648809523809,0.0,1.624648809523809
2014-01-01,Annual,1095642.3479396324,1749820.2007702643,2845462.5487098964,17081.16110656266,4251.935006567928,21333.096113130585,8224.53868140014,473.9187355571078,8698.45741695725,13647.328951197405,4620.989894654464,18268.31884585187,26763.055588598385,15174.977415891555,41938.03300448994,57.95267601274116,0.0,57.95267601274116
2014-01-01,Monthly,75877.31497050579,117448.80210823375,193326.11707873954,744.2846462277759,373.38771574308583,1117.6723619708616,480.95281094025125,34.44428363467474,515.397094574926,899.4489927216805,169.39801535534977,1068.8470080770303,1706.7835130285964,682.8103770558718,2389.593890084468,4.137955963910132,0.0,4.137955963910132
2014-02-01,Monthly,77141.5233285148,123271.14721830303,200412.67054681783,586.5455515853412,314.0969433718593,900.6424949572005,466.5073186743293,2.9095758893914745,469.4168945637208,973.3146989335871,163.32615952212495,1136.640858455712,1666.1009322143711,730.8836345432136,2396.9845667575846,0.0,0.0,0.0
2014-03-01,Monthly,76480.31781541213,147387.10590386926,223867.4237192814,908.8518176401989,830.6613726729794,1739.5131903131783,637.1042363081048,6.1545770113674285,643.2588133194722,760.730696879586,308.2830852887415,1069.0137821683275,2008.2920914377114,1503.8477712335375,3512.139862671249,0.0,0.0,0.0
2014-04-01,Monthly,89685.54452494369,150813.67032583765,240499.21485078134,794.8471995150663,251.89917524968317,1046.7463747647496,445.68146161928075,63.58984812551364,509.2713097447944,1012.3168724802431,265.56054414051715,1277.8774166207602,1796.1828776225682,1406.7938267116006,3202.976704334169,0.03684118568904546,0.0,0.03684118568904546
2014-05-01,Monthly,97440.01481771875,136156.60513859746,233596.6199563162,1265.6310876307211,252.15318808290684,1517.784275713628,402.9348005432819,26.657833064567804,429.5926336078497,477.4823875553962,148.7909357565766,626.2733233119728,1459.9014364733825,971.8907907464686,2431.792227219851,1.6142300000000003,0.0,1.6142300000000003
2014-06-01,Monthly,98089.44338526738,176378.59042519028,274468.0338104577,1526.7831375151711,330.84016960307036,1857.6233071182414,721.9330613023465,50.15632485015165,772.0893861524982,896.2324219559379,347.3463018811804,1243.5787238371183,2904.241491216444,2202.6014967900246,5106.842988006469,6.652968389659164,0.0,6.652968389659164
2014-07-01,Monthly,97347.34854521553,169006.64002301992,266353.9885682354,1476.978044421832,325.4728946656445,1802.4509390874764,473.5138967672774,41.88188491719652,515.395781684474,1264.6353224925542,509.2432102461921,1773.8785327387463,2433.17502181883,1433.8787254198937,3867.0537472387236,6.368123809523809,0.0,6.368123809523809
2014-08-01,Monthly,99780.90530917735,143508.09175195493,243288.99706113228,2256.3206313375354,328.10353362503605,2584.4241649625715,1123.4180117331098,19.919708845129765,1143.3377205782394,1099.6891026920018,682.5291367910991,1782.218239483101,2663.213778144571,1329.121696316736,3992.335474461307,15.363227187768526,0.0,15.363227187768526
2014-09-01,Monthly,104108.64535452101,161307.61689585424,265416.26225037524,3149.3173401416934,296.43035343032034,3445.7476935720138,943.7602273142286,49.58013631666242,993.340363630891,1398.3597677964399,258.72285440995694,1657.0826222063968,2130.5063215161176,1063.3313210640044,3193.837642580122,23.34460297619048,0.0,23.34460297619048
2014-10-01,Monthly,100594.80068965338,170858.63275460276,271453.43344425614,1790.3008647177799,289.61510315542836,2079.915967873208,903.045752375455,52.0761876419606,955.1219400174156,1900.7406063197923,796.8696958879862,2697.6103022077787,3352.398284448983,1398.4855875202998,4750.883871969283,0.0,0.0,0.0
2014-11-01,Monthly,89833.62092502975,124656.97217228427,214490.593097314,1650.39730114721,281.2376020713719,1931.634903218582,1016.4574828102698,46.46216017398549,1062.9196429842552,2093.376174872939,774.7891905751106,2868.1653654480497,2405.664090004298,1290.3320752867025,3695.9961652910006,0.4347264999999999,0.0,0.4347264999999999
2014-12-01,Monthly,89262.86827367268,129026.32605251676,218289.19432618943,930.9034846823346,378.03695489654183,1308.9404395788765,609.2296210122055,80.08621508650636,689.3158360987119,871.0019064972479,196.13076479962814,1067.132671296876,2236.5957506725103,1161.0001132032025,3397.595863875713,0.0,0.0,0.0
