date,frequency,usd_rm_spot,usd_rm_swap,bank_of_interbank_transactions_in_the_foreign_exchange_market_usd_rm_total,usd_sgd_spot,usd_sgd_swap,bank_of_interbank_transactions_in_the_foreign_exchange_market_usd_sgd_total,usd_jpy_spot,usd_jpy_swap,bank_of_interbank_transactions_in_the_foreign_exchange_market_usd_jpy_total,gbp_usd_spot,gbp_usd_swap,bank_of_interbank_transactions_in_the_foreign_exchange_market_gbp_usd_total,usd_spot,usd_swap,bank_of_interbank_transactions_in_the_foreign_exchange_market_usd_total,usd_spot_1,usd_swap_1,bank_of_interbank_transactions_in_the_foreign_exchange_market_rm_million_total
2021-10-01,Monthly,36397.460949458604,222652.82748183366,259050.28843129228,2452.139256888287,3266.0125508944793,5718.151807782766,617.0983411034815,347.7109484049517,964.8092895084333,935.5756762688744,1529.629500257529,2465.205176526403,1086.5802690157416,642.3168386154505,1728.897107631192,4.611447856012501,1.0408593750000004,5.652307231012501
2021-11-01,Monthly,39396.1442011865,222366.36890976693,261762.51311095344,1898.2383339291184,2883.2421043370973,4781.480438266216,527.6111727544392,328.2123215360813,855.8234942905204,3113.917554275468,1590.094420453534,4704.011974729002,812.2460247230096,709.3423654546502,1521.5883901776597,69.04497462571607,75.24321428571427,144.28818891143032
2021-12-01,Monthly,42900.7881399605,234202.94505446428,277103.73319442477,2300.9078293299663,4634.9319952764135,6935.83982460638,565.0129740046989,619.4319512190782,1184.444925223777,535.8982012483239,1528.5273887318665,2064.42558998019,751.852371860824,973.3907136100195,1725.2430854708434,38.22008481526956,3.368086956521738,41.588171771791295
2022-01-01,Annual,587036.1563955682,3690558.314029709,4277594.470425277,25936.384331006997,57815.061364680245,83751.44569568725,12867.62658555718,4827.592566157072,17695.219151714256,7051.280194911777,66527.10226163708,73578.38245654885,14392.900268188292,26768.49369621259,41161.39396440088,453.4801942779399,121.13007822466253,574.6102725026025
2022-01-01,Monthly,40606.33243540863,255754.02270097108,296360.3551363797,1647.9919350244184,4604.523334185358,6252.515269209776,608.7024947129229,553.5416527679844,1162.2441474809073,779.9503325791635,1801.9050437336348,2581.8553763127984,1167.2512834795746,928.0575673514999,2095.3088508310743,5.892090446164999,2.0944249999999998,7.986515446164999
2022-02-01,Monthly,34255.38977332631,191835.64270217446,226091.03247550078,2934.4150984171683,2277.3328851773945,5211.747983594563,600.6336647866042,449.2441211823808,1049.8777859689849,273.92998339156605,2275.9104562743937,2549.84043966596,898.9365116470922,1202.623940112856,2101.560451759948,1.9682294444444444,0.0,1.9682294444444444
2022-03-01,Monthly,53875.658431713695,274545.50180137216,328421.16023308586,1511.2135737314854,3477.0437367493696,4988.257310480855,1092.2320540207877,359.3066468201847,1451.5387008409725,353.55285061172225,4157.902121034891,4511.454971646614,1360.8398623676735,1722.6735196888962,3083.5133820565698,31.29429184782608,8.468933845813478,39.763225693639555
2022-04-01,Monthly,47974.42192940274,281449.39770289045,329423.8196322932,2070.322717125783,4432.505671219611,6502.828388345394,948.2174159254263,309.29004538437147,1257.5074613097977,357.6278328973158,4694.457439970077,5052.085272867393,640.0456651319151,1184.8700599345782,1824.9157250664935,53.57015817346724,0.0,53.57015817346724
2022-05-01,Monthly,46341.29404655643,268797.2744822575,315138.5685288139,1244.8870378713493,4038.0943236292283,5282.981361500578,783.4775984633526,172.40497001658593,955.8825684799385,314.5977810258438,4594.490487841687,4909.088268867531,819.1171221793417,2167.717048374871,2986.8341705542125,52.61283333333332,24.417924348891386,77.0307576822247
2022-06-01,Monthly,55629.838795596595,312742.5961475307,368372.43494312733,2586.247973545652,4298.054774941752,6884.302748487404,1614.6029731092847,156.03049262539363,1770.6334657346783,489.658388762795,7555.176797694333,8044.835186457128,1063.4167236504786,2880.14784017029,3943.5645638207684,52.14323272456395,49.42213535382538,101.56536807838933
2022-07-01,Monthly,47786.60762049557,272796.0164105385,320582.62403103407,1756.4325899630887,5894.242438615072,7650.675028578161,1927.8294979282362,516.7386534328671,2444.5681513611034,1284.373816002947,4753.888949061422,6038.262765064369,1508.1318761027105,2936.103433303477,4444.235309406187,41.31584440220474,26.74410115122899,68.05994555343372
2022-08-01,Monthly,42899.559264150244,345660.5351670517,388560.0944312019,1624.0482151579042,5493.3451686060025,7117.393383763907,1310.1327455739238,404.926714116624,1715.0594596905478,479.49191615988514,5811.523558203024,6291.015474362909,1307.6427904776317,3260.0622778103652,4567.705068287997,29.052881611896584,2.083009351226136,31.13589096312272
2022-09-01,Monthly,66605.78321087685,436768.93918392167,503374.72239479853,3137.494981121186,4789.723024090847,7927.218005212033,1141.5303918271534,468.4877738350912,1610.0181656622447,1228.470210451607,6053.948578903337,7282.418789354944,1274.6897309848457,2678.208527937741,3952.898258922587,30.243964404761904,7.899549173677142,38.14351357843905
2022-10-01,Monthly,55011.52032970881,379807.9688234304,434819.48915313923,2608.1550116864,5721.593275716266,8329.748287402666,894.8231524906668,507.53221676373335,1402.3553692544,357.0157378499046,7801.444969514638,8158.460707364542,1082.4749195071972,2549.2048443720287,3631.679763879226,32.4932817792,0.0,32.4932817792
2022-11-01,Monthly,54644.46620952245,347264.6140184599,401909.08022798237,2067.1858070350604,5356.771972684521,7423.957779719582,1043.301795900913,391.64474665703636,1434.9465425579494,329.3776180674748,8572.686121053315,8902.06373912079,1305.8746604383516,2846.8007272084865,4152.675387646838,3.3579607691552495,0.0,3.3579607691552495
2022-12-01,Monthly,41405.28434880987,323135.80488911073,364541.0892379206,2747.9893903275,7431.830759064828,10179.820149392328,902.1428008179106,538.4445325548193,1440.58733337273,803.2337271115512,8453.767738352333,9257.001465463884,1964.4791222214774,2412.023909947496,4376.503032168974,119.5354253409214,0.0,119.5354253409214
2023-01-01,Annual,636351.4314728179,4527702.742998358,5164054.174471175,36311.529426701716,86995.10514566083,123306.63457236254,17467.06264448109,5718.816828267564,23185.879472748653,10321.629100169062,106391.64981741553,116713.2789175846,15331.94909904363,26426.929822937505,41758.87892198114,456.5149025463789,1652.4692651260068,2108.9841676723854
2023-01-01,Monthly,56097.749210181704,311461.187744345,367558.9369545267,1910.37737849517,4587.498793384065,6497.876171879235,1455.5142245709,372.11344091648994,1827.62766548739,605.6706181551054,7181.811593446388,7787.482211601493,1753.7400083354805,1061.3438491332042,2815.083857468685,39.22203432771,5.03349812667,44.255532454379995
2023-02-01,Monthly,51940.288424325045,282173.73855009925,334114.0269744243,2398.803643060186,5713.350319602828,8112.153962663014,694.8603606332412,169.0514065856489,863.9117672188901,490.8703039388888,6992.010070266168,7482.880374205057,1254.2227319267854,1309.7840328350999,2564.0067647618853,21.803635217585,160.01527268708946,181.81890790467446
2023-03-01,Monthly,62626.17644018521,380611.28463156463,443237.46107174986,2662.086643331799,6890.719876377368,9552.806519709167,1605.9502975455798,293.1833648117041,1899.1336623572838,488.49090329963303,9309.14089276898,9797.631796068614,1352.6333704906792,1741.7105780072734,3094.3439484979526,10.471406009267287,6.252384782608698,16.723790791875984
2023-04-01,Monthly,37495.36542644651,279976.68353477324,317472.0489612197,3230.415768422814,5962.28636492817,9192.702133350984,1088.5413260132252,700.3646010966509,1788.905927109876,805.2335209731783,7522.397602657397,8327.631123630576,1272.807222294092,1241.7266994775805,2514.533921771673,41.54723388055555,166.56365596028914,208.1108898408447
2023-05-01,Monthly,55644.218968519046,307352.01812477806,362996.2370932971,3476.966861615934,6418.442932469911,9895.409794085845,1100.1450474314215,520.9485932732018,1621.0936407046233,424.1004398215033,10643.930697602407,11068.03113742391,880.7313406696463,921.1562837283099,1801.8876243979562,44.40757462129667,288.72920276563985,333.1367773869365
2023-06-01,Monthly,46797.67249861922,355793.06643719674,402590.738935816,2361.8669652362732,6046.0389307294545,8407.905895965727,1656.196680373471,612.4689626216307,2268.6656429951017,701.3568463993718,10476.833721106286,11178.190567505659,1180.0294695808775,1620.3269171995516,2800.356386780429,11.073291216294,194.86381543406102,205.93710665035502
2023-07-01,Monthly,59569.10790630703,351185.2508795342,410754.3587858412,3243.3806578249246,8305.681184663166,11549.06184248809,1400.639532496113,530.1930384913304,1930.8325709874434,1096.9850055893007,10343.83802418222,11440.82302977152,1093.5041255919446,2070.7724238472465,3164.276549439191,20.004465359462998,46.73077807836749,66.73524343783049
2023-08-01,Monthly,50329.43472084119,468011.28828856157,518340.72300940275,3102.448210434811,13462.384512975521,16564.83272341033,932.2779346370298,486.2019232721708,1418.4798579092007,624.0478914830437,9525.2920205921,10149.339912075144,997.187834119975,2713.033571839784,3710.221405959759,71.68108756777386,151.1444868960416,222.82557446381546
2023-09-01,Monthly,44511.92496161955,422259.3381075706,466771.26306919014,2068.2090387242943,7908.436090761261,9976.645129485554,1398.5394830935352,480.8119940535325,1879.3514771470677,1896.1511666534643,8029.489371156697,9925.640537810163,696.074859763891,2199.323019799614,2895.397879563505,13.947889165530501,485.5480553845095,499.49594455004
2023-10-01,Monthly,52807.86717992917,480210.7852758954,533018.6524558245,5568.002964788079,7990.802841705723,13558.805806493801,1576.2488014139115,858.9361696978364,2435.184971111748,1125.9517895789008,9303.650316215162,10429.602105794063,1079.1184020784565,4553.315265916939,5632.433667995396,111.67681497960682,77.87366856722727,189.55048354683407
2023-11-01,Monthly,63904.527240271775,478279.92268134904,542184.4499216208,3299.33701874016,6891.037635746867,10190.374654487026,2769.148065106496,409.7585037681535,3178.906568874649,494.4289563767491,10108.983377541828,10603.412333918577,1165.5258643289555,2292.6521105001734,3458.177974829129,24.22135762296214,60.39654644350285,84.61790406646499
2023-12-01,Monthly,54627.09849557242,410388.1787426901,465015.2772382625,2989.6342760272637,6818.425662316498,9808.059938343762,1789.0008911661696,284.78482967921445,2073.7857208453843,1568.3416578999245,6954.272129879897,8522.613787779821,2606.373869862846,4701.785070652732,7308.158940515578,46.458112578333996,9.3179,55.776012578334
2024-01-01,Annual,722188.6589383214,4875179.33279859,5597367.991736913,42962.705754736264,118642.58614187362,161605.29189660988,16727.11622739784,11475.171706880217,28202.28793427806,13313.944948145752,87561.35635019984,100875.3012983456,20366.392220104557,84041.09048274907,104407.48270285364,800.3905050049962,2096.258786144678,2896.649291149674
2024-01-01,Monthly,52783.69791349336,388954.86097473983,441738.5588882332,3992.2971427958064,8768.059426058904,12760.35656885471,1911.6739811585305,436.68362333314576,2348.3576044916763,839.3574011278753,4760.560037109156,5599.917438237031,987.3826660057675,7511.9814874473295,8499.364153453098,15.922038095238095,9.365904761904762,25.28794285714286
2024-02-01,Monthly,49832.14686383032,419075.0425282681,468907.18939209846,2942.8098781955655,6812.344013870723,9755.153892066288,1446.2023985945764,572.6771494730486,2018.879548067625,1025.032190405508,5557.621079586389,6582.653269991897,1717.717245978164,10505.422306500115,12223.139552478278,228.12099450725765,11.930723684210527,240.05171819146818
2024-03-01,Monthly,62357.09880143393,478940.41170649894,541297.5105079329,4754.838464080605,13313.690755851452,18068.529219932057,2361.5042747146676,614.4580124837041,2975.962287198372,2908.761035116851,3354.5920848822757,6263.353119999127,1916.142499149935,14952.471813991564,16868.614313141497,104.87321254988099,30.974245616666,135.847458166547
2024-04-01,Monthly,56303.7615761716,383212.5351125351,439516.29668870673,1860.1546601461587,13458.99472862318,15319.14938876934,1117.7427554177775,2138.3078472404823,3256.05060265826,1196.074289519043,7970.247595541908,9166.32188506095,1472.2377165377336,9472.572977786403,10944.810694324136,72.03082537066625,7.1506875,79.18151287066625
2024-05-01,Monthly,55727.35029058963,379289.386395082,435016.7366856716,1841.1112763824367,13321.207905203377,15162.319181585814,1106.2998336561707,2116.4168626828978,3222.716696339068,1194.7926707496606,7961.7073075308845,9156.499978280544,1468.588600110092,9449.094078097185,10917.682678207277,71.29340784311321,7.077482142857143,78.37088998597036
2024-06-01,Monthly,52205.87919669725,382358.8626128423,434564.74180953956,3324.2963446338613,10670.841980920808,13995.13832555467,1559.2037889152818,1507.7799507356665,3066.9837396509483,907.7669434551074,17290.929826470503,18198.69676992561,1665.4161888967292,5851.71362571565,7517.129814612379,54.260169420166655,306.5666163147324,360.8267857348991
2024-07-01,Monthly,59575.02110145803,468564.65230661724,528139.6734080752,4699.182671366515,10283.532681392644,14982.715352759158,2199.916473378596,473.4289046889037,2673.3453780675,1330.0573469021156,8581.241136408456,9911.298483310573,2212.796015688065,5675.270600049075,7888.06661573714,28.635584417347495,69.13232441942623,97.76790883677373
2024-08-01,Monthly,75298.74585978876,445452.00872087886,520750.7545806676,2117.7553931004504,8962.496451258146,11080.251844358598,980.519289111739,714.0336202507173,1694.5529093624564,622.0973809766803,8598.802839007978,9220.900219984658,1441.483838779084,4180.6996289229555,5622.18346770204,37.46509336044204,16.432306509293863,53.89739986973591
2024-09-01,Monthly,70058.16856251002,350532.9036616292,420591.07222413924,3476.727039944093,8122.39734005338,11599.124379997473,1250.084297950116,718.0836972069152,1968.1679951570313,706.8219110611025,7063.172101145723,7769.994012206826,1735.5261038941278,3349.985621506359,5085.511725400487,56.80642394455876,163.11069167672252,219.91711562128128
2024-10-01,Monthly,63880.54625775925,401912.2087886957,465792.75504645496,5373.037333704572,9008.722335499613,14381.759669204184,769.4979539768594,778.9630368988134,1548.460990875673,838.1389125584287,6262.769188861741,7100.908101420169,1405.3944209408457,4081.330125368387,5486.724546309233,17.82600374761364,546.902446543944,564.7284502915577
2024-11-01,Monthly,64317.438526912636,407166.89176430233,471484.330291215,4273.230253424397,8072.205461590494,12345.435715014892,1131.4377847498777,810.518111877993,1941.9558966278705,761.2703125751083,4697.03388009592,5458.304192671028,2756.2953392726276,4858.828301247098,7615.123640519726,14.74835416666667,775.8022006824651,790.5505548491318
2024-12-01,Monthly,59848.80398767676,369719.5682265005,429568.3722141772,4307.26529696181,7848.0930615508905,12155.358358512702,893.0333957736472,593.8208900079301,1486.8542857815773,983.7745536982717,5462.679273558919,6446.453827257191,1587.4115848513839,4151.719916116948,5739.131500968332,98.40839758204466,151.81315629245537,250.22155387450005
2025-01-01,Annual,792284.8838047957,5369785.684537826,6162070.568342621,27364.373677217853,99759.38050668515,127123.754183903,17220.699462924633,9358.289634404631,26578.98909732926,8732.280816160393,77931.57392718957,86663.85474334998,17507.731999357864,40255.53729468907,57763.26929404694,547.8767281644659,4927.636185701995,5475.51291386646
2025-01-01,Monthly,62471.91607409251,392145.4902553623,454617.4063294548,2688.0379908654404,7587.126662140861,10275.1646530063,915.2115528282702,814.5135532977401,1729.7251061260104,1053.3205333887208,6797.108329438789,7850.42886282751,1440.1523833530548,3347.6881151722073,4787.840498525262,12.262651485200003,220.69919326172007,232.96184474692006
2025-02-01,Monthly,62511.60131358149,392394.60039433825,454906.2017079197,2689.7455650544,7591.946378863864,10281.691943918264,915.7929403050684,815.0309724431896,1730.823912748258,1062.164210410947,6854.176836930284,7916.3410473412305,1439.8074379571572,3346.886276689295,4786.693714646452,12.270441325684212,220.83939226456846,233.10983359025266
2025-03-01,Monthly,72384.00050094245,431930.59489917697,504314.59540011943,1999.2189364814858,6510.119962292991,8509.338898774477,1427.539673707976,1035.3708427280433,2462.910516436019,639.8929209978082,5372.752606176072,6012.64552717388,2710.5478700693616,3093.8086995951435,5804.3565696645055,69.11710898374422,849.856377147277,918.9734861310212
2025-04-01,Monthly,97283.99668631484,466340.48318472016,563624.479871035,3106.690016873461,8130.548749503785,11237.238766377246,1983.345769976792,1046.5859935763806,3029.9317635531725,755.4186520715108,5866.308250650644,6621.7269027221555,1652.347946328787,2312.600448041107,3964.9483943698942,32.16364244802642,613.3999670641477,645.5636095121741
2025-05-01,Monthly,88796.82859211047,381100.84789011703,469897.6764822275,2197.1736413315953,8647.539999579898,10844.713640911494,1480.992112609254,881.8833713130001,2362.8754839222543,637.4772989782766,6213.555771899736,6851.033070878013,1507.5611562355316,3135.532977786424,4643.094134021956,67.367958525,818.9461978349717,886.3141563599718
2025-06-01,Monthly,58906.89413270572,378328.98847743426,437235.88261013996,1801.4792206689879,6718.583393553917,8520.062614222905,1716.757037944471,889.606839262879,2606.36387720735,395.84406030568175,4651.947382798199,5047.791443103881,916.6093332199888,2570.16060546767,3486.769938687659,56.24637050810105,458.82948263157897,515.07585313968
2025-07-01,Monthly,64073.691671003886,523869.96137375315,587943.6530447571,3741.790676736066,8980.922749113368,12722.713425849433,1574.3830190858914,769.0771425818591,2343.4601616677505,618.7929313613214,6512.397374106449,7131.1903054677705,1635.669405929192,3179.5136159438784,4815.18302187307,44.00210559914886,277.60835227272725,321.6104578718761
2025-08-01,Monthly,55895.93280892524,488855.3879097037,544751.3207186289,2040.0295283163575,8531.413065208293,10571.44259352465,949.8446981138509,576.0592421503165,1525.9039402641674,795.4882104690221,5528.906460374592,6324.394670843614,934.030384779273,2907.8826901770353,3841.9130749563083,91.48106303439015,399.66954245111157,491.1506054855017
2025-09-01,Monthly,53007.939269571245,421770.79327724414,474778.7325468154,1482.7880771035775,8966.239561696815,10449.027638800393,1442.3354747509784,601.0246609481209,2043.3601356990994,692.1212330345311,4129.405509659637,4821.526742694168,1915.6255814031233,3503.602781403019,5419.228362806142,51.00562603741334,83.67758490918001,134.68321094659336
2025-10-01,Monthly,59934.52853729794,564141.5851345013,624076.1136717993,1712.834660576125,10606.990560759175,12319.8252213353,1905.92706806985,719.4118509969013,2625.3389190667513,692.5458222650124,6545.276834488644,7237.822656753657,1162.8904584278207,4226.375110874279,5389.2655693021,39.14755082965091,388.6996127755391,427.84716360519
2025-11-01,Monthly,61947.13367706541,465387.40184514725,527334.5355222126,1921.3491325219895,7697.482379270672,9618.831511792661,1815.5035151261502,681.1752478961505,2496.6787630223007,945.378402493821,7036.412944719875,7981.791347213696,1073.695805810248,4084.711191307021,5158.406997117269,6.5102710563545,247.33635475651948,253.84662581287398
2025-12-01,Monthly,55070.420541184634,463519.5498963281,518589.97043751273,1983.236230688364,9790.4670447015,11773.703275389864,1093.0666004060793,528.5499172100504,1621.6165176161296,443.83654038374027,12423.325625946656,12867.162166330396,1118.7942358443272,4546.774782231989,5665.569018076316,66.30193833175227,348.07412833265244,414.3760666644047
2026-01-01,Monthly,70154.66971519994,447211.1766443491,517365.8463595491,2404.2581925988643,10206.157922907338,12610.416115506203,1744.628827163355,710.9290303192212,2455.5578574825763,1390.558851891512,12463.582656191453,13854.141508082965,1041.0344970315782,4233.531459633705,5274.565956665283,18.293511318491426,358.9471358366661,377.24064715515755
2026-02-01,Monthly,50964.9535028452,389559.1936240944,440524.1471269396,2004.472456882877,7644.835790917787,9649.308247800664,1452.0929784238133,773.1120480836129,2225.2050265074263,714.72397670548,9098.305332472997,9813.029309178477,740.1447704016841,2579.36239764902,3319.507168050704,147.02621000792118,201.32750245486295,348.35371246278413
2026-03-01,Monthly,84340.65880472632,502083.2672684047,586423.926073131,1337.7085029706652,8685.801807055439,10023.510310026104,1436.926189972805,872.6494660312101,2309.5756560040154,1678.7936322945784,9046.858584914733,10725.652217209312,1780.050550512526,3675.7356476399355,5455.786198152461,75.61124186224,231.67029105244504,307.28153291468504
2026-04-01,Monthly,69763.06279447868,474783.8129171555,544546.8757116342,2889.012942766784,8747.195764599397,11636.20870736618,1266.7415884636866,1188.8370026510372,2455.578591114724,997.1366718958424,12500.964198040681,13498.100869936523,2025.7435087591527,5535.27402842517,7561.017537184323,25.2731471993191,384.43987503076744,409.71302223008655
