date,frequency,bank_negara_malaysia_statement_of_capital_and_liabilities,paid_up_capital,reserves,currency_in_circulation,financial_institutions,federal_government,deposits_others,bank_negara_bills_and_bonds,allocation_of_special_drawing_rights,other_liabilities,total_liabilities
1994-01-01,Annual,,100,,17170.3,46876.0,6468.8,13538.6,5006.1,519.2,189.0,92798.7
1995-01-01,Annual,,100,,18913.2,42373.8,8378.5,7005.7,7104.9,525.1,1092.8,88475.5
1996-01-01,Annual,,100,,21065.6,49427.4,11107.6,6184.1,4967.9,505.4,353.4,96738.5
1997-01-01,Annual,,100,,24532.3,65197.7,10545.3,2320.0,909.0,505.4,1556.0,108921.0
1998-01-01,Annual,,100,,20547.4,34650.5,25281.3,9079.3,3.8,744.0,2380.3,124709.8
1998-01-01,Monthly,,100,,30175.2,62596.3,6634.0,984.8,885.7,505.4,4765.2,109901.9
1998-02-01,Monthly,,100,,24372.9,47563.0,8851.9,1029.8,93.7,505.4,5323.7,91095.7
1998-03-01,Monthly,,100,,22951.8,44948.0,8359.8,1465.7,34.8,505.4,5964.2,87585.0
1998-04-01,Monthly,,100,,22915.7,44089.3,8429.9,1942.7,14.7,505.4,6457.4,87710.4
1998-05-01,Monthly,,100,,22368.7,42497.4,10273.8,490.1,10.4,505.4,6993.9,86495.0
1998-06-01,Monthly,,100,,22000.8,41149.5,12541.1,2300.6,9.7,505.4,7175.5,89037.9
1998-07-01,Monthly,,100,,22046.0,36369.9,13531.2,2631.7,9.5,505.4,7602.8,86051.8
1998-08-01,Monthly,,100,,22327.1,34109.9,13974.2,3922.3,8.1,505.4,7987.8,86190.1
1998-09-01,Monthly,,100,,20760.0,28433.7,14227.8,6426.9,7.4,724.6,30962.3,104898.0
1998-10-01,Monthly,,100,,20075.9,30004.3,20027.4,4407.2,5.5,744.1,33524.4,112144.1
1998-11-01,Monthly,,100,,19932.9,29486.3,20457.5,8318.9,4.6,729.3,32010.1,114294.9
1998-12-01,Monthly,,100,,20547.4,34650.5,25281.3,9079.3,3.8,744.0,2380.3,124709.8
1999-01-01,Annual,,100,,30483.1,61343.6,18513.5,2049.2,378.8,724.4,2867.3,147047.6
1999-01-01,Monthly,,100,,21432.4,40606.4,23083.0,11031.9,3.6,744.0,2292.1,131216.6
1999-02-01,Monthly,,100,,22391.9,49629.2,23108.3,5110.8,3.5,744.0,2729.0,135739.9
1999-03-01,Monthly,,100,,20946.5,50582.8,22164.8,5572.2,2.9,717.5,2696.4,131811.9
1999-04-01,Monthly,,100,,20287.3,51730.9,23373.0,7551.7,2.4,717.5,1871.2,134662.8
1999-05-01,Monthly,,100,,20539.2,56300.5,22781.2,8079.2,2.1,717.5,1565.7,139114.2
1999-06-01,Monthly,,100,,20085.7,58090.6,26110.8,10380.6,2.1,705.8,1737.1,145323.1
1999-07-01,Monthly,,100,,20085.3,64394.6,22729.4,9807.2,2.0,705.8,2579.6,148514.3
1999-08-01,Monthly,,100,,20472.4,68691.5,24531.7,5591.5,2.0,705.8,2831.2,151036.5
1999-09-01,Monthly,,100,,20500.4,64197.8,21525.8,6540.7,1.8,733.2,3109.8,147530.8
1999-10-01,Monthly,,100,,20878.7,60699.8,24334.4,3423.0,1.8,733.2,3390.2,144382.4
1999-11-01,Monthly,,100,,22632.4,60571.3,22199.7,3154.1,379.0,733.2,3517.7,144108.7
1999-12-01,Monthly,,100,,30483.1,61343.6,18513.5,2049.2,378.8,724.4,2867.3,147047.6
2000-01-01,Monthly,,100,,26956.6,67555.0,17850.5,7619.5,378.1,724.4,3135.5,154907.3
2000-01-01,Annual,,100,,26708.9,58153.2,17845.3,9187.7,7085.0,688.4,2544.1,148908.1
2000-02-01,Monthly,,100,,23847.6,71414.2,17215.4,10162.3,2859.4,724.4,3239.3,160150.3
2000-03-01,Monthly,,100,,22753.0,66172.1,21694.8,9829.3,6562.9,711.7,1113.7,158900.5
2000-04-01,Monthly,,100,,22482.8,68009.3,23688.5,8219.0,6557.3,711.7,1406.1,161137.7
2000-05-01,Monthly,,100,,22405.1,62374.7,23781.0,12425.2,6539.1,711.7,1636.0,159935.8
2000-06-01,Monthly,,100,,22348.6,60745.1,25987.7,12709.3,6527.4,706.6,1906.7,160505.0
2000-07-01,Monthly,,100,,22367.9,57265.1,23500.7,14761.3,7758.5,706.6,2196.2,158129.9
2000-08-01,Monthly,,100,,22747.1,60944.6,19956.3,13336.7,7728.9,706.6,2591.6,157585.4
2000-09-01,Monthly,,100,,22507.6,63747.4,24449.8,8828.3,6218.0,685.8,3157.5,156180.9
2000-10-01,Monthly,,100,,22564.6,67450.1,17785.2,8832.7,6801.9,685.8,3243.8,153950.6
2000-11-01,Monthly,,100,,22781.2,62177.1,19629.1,10004.4,7077.9,685.8,2822.8,151764.8
2000-12-01,Monthly,,100,,26708.9,58153.2,17845.3,9187.7,7085.0,688.4,2544.1,148908.1
2001-01-01,Annual,,100,,25385.4,54655.3,25236.9,10642.7,7477.4,664.0,2188.4,149678.2
2001-01-01,Monthly,,100,,27431.6,57361.2,10891.3,14047.5,7578.0,688.4,2726.6,147420.1
2001-02-01,Monthly,,100,,24118.0,59549.5,7791.8,15361.5,7582.9,688.4,3008.6,144796.2
2001-03-01,Monthly,,100,,23712.2,48388.4,15864.9,15643.0,7831.6,666.1,1471.4,137582.2
2001-04-01,Monthly,,100,,23591.7,48368.7,12970.2,15882.9,7826.2,666.1,1583.1,134893.5
2001-05-01,Monthly,,100,,23720.9,44119.1,13686.2,16431.0,7818.4,666.1,1845.4,132291.7
2001-06-01,Monthly,,100,,23315.9,45852.1,17972.3,12103.6,7826.3,658.2,2055.7,132539.4
2001-07-01,Monthly,,100,,23277.8,46896.5,21403.2,11176.5,7828.1,658.2,2286.1,136281.7
2001-08-01,Monthly,,100,,24020.8,47188.2,21156.7,12292.3,7820.3,658.2,2440.0,138331.8
2001-09-01,Monthly,,100,,23922.0,51065.5,23731.2,10814.3,7828.2,681.1,2578.0,146356.9
2001-10-01,Monthly,,100,,23797.5,53765.9,19806.2,13850.6,7826.8,681.1,2762.2,148226.9
2001-11-01,Monthly,,100,,24539.7,54590.3,18705.5,15631.9,7468.5,681.1,2921.5,150275.1
2001-12-01,Monthly,,100,,25385.4,54655.3,25236.9,10642.7,7477.4,664.0,2188.4,149678.2
2002-01-01,Annual,,100,,27137.4,69864.3,13827.2,5613.9,12280.8,718.3,2583.95,162268.85
2002-01-01,Monthly,,100,,27234.0,61166.3,18602.2,8932.0,7471.4,664.0,2372.0,149870.0
2002-02-01,Monthly,,100,,26572.2,64473.2,15411.7,10625.6,7938.3,664.0,2711.8,151824.9
2002-03-01,Monthly,,100,,25597.5,64628.3,21354.6,9829.3,9436.1,658.8,1891.0,156317.2
2002-04-01,Monthly,,100,,25479.3,73933.5,14107.0,8775.6,10176.9,658.8,2229.629999999993,158282.33
2002-05-01,Monthly,,100,,25952.7,67514.3,16851.2,10088.0,10903.9,658.8,2412.0199999999895,157302.52
2002-06-01,Monthly,,100,,25348.5,66098.9,17650.4,9632.2,11900.6,703.0,2547.79,162001.29
2002-07-01,Monthly,,100,,25131.8,68167.6,18927.3,7150.8,11904.6,703.0,2651.3400000000083,162756.34
2002-08-01,Monthly,,100,,25360.7,68385.6,16721.1,8744.0,12410.1,703.0,2853.79000000001,163298.19
2002-09-01,Monthly,,100,,25295.6,66410.7,17446.6,8682.7,12412.9,698.9,3213.06,161821.06
2002-10-01,Monthly,,100,,25571.5,67142.4,13957.4,10869.5,12409.7,698.9,3377.0499999999884,161687.05
2002-11-01,Monthly,,100,,27303.9,71986.6,10332.1,9293.6,12396.0,698.9,3556.59,163228.29
2002-12-01,Monthly,,100,,27137.4,69864.3,13827.2,5613.9,12280.8,718.3,2583.95,162268.85
2003-01-01,Monthly,,100,,31927.9,69527.6,9706.7,5079.0,12279.9,718.3,3142.289999999985,162474.49
2003-01-01,Annual,,100,,29445.4,98498.6,4905.2,6312.2,13385.0,785.2,5967.68,201407.68
2003-02-01,Monthly,,100,,27486.3,73957.5,12127.1,3076.2,12288.7,718.3,3650.81,163397.71
2003-03-01,Monthly,,100,,27350.5,74669.0,11470.1,2318.3,12407.2,725.8,3517.290000000014,163500.69
2003-04-01,Monthly,,100,,27099.5,78880.0,8235.0,4113.8,12408.6,725.8,3361.6900000000196,165866.89
2003-05-01,Monthly,,100,,27574.6,82636.8,6904.9,4509.5,12392.2,725.8,3901.72,169688.02
2003-06-01,Monthly,,100,,27337.5,73774.9,10064.4,8858.2,13383.7,740.2,4709.13,172072.23
2003-07-01,Monthly,,100,,27163.9,77714.5,9706.4,9280.0,13386.0,740.2,5082.18000000001,176277.38
2003-08-01,Monthly,,100,,27870.0,79033.6,10563.6,7918.1,13399.9,740.2,5412.160000000009,178141.76
2003-09-01,Monthly,,100,,27768.6,83805.9,13640.2,5679.2,13401.1,755.5,5806.080000000011,186104.98
2003-10-01,Monthly,,100,,27961.5,94302.1,11255.8,8123.2,13402.5,755.5,6130.16,197179.16
2003-11-01,Monthly,,100,,30935.4,96796.7,8853.5,6144.3,13387.5,755.5,6457.689999999979,198578.99
2003-12-01,Monthly,,100,,29445.4,98498.6,4905.2,6312.2,13385.0,785.2,5967.68,201407.68
2004-01-01,Monthly,,100,,33054.4,105822.9,3801.0,7012.4,13390.3,785.2,6330.16,212304.76
2004-01-01,Annual,,100,,32353.9,124709.1,25704.7,4884.4,16877.4,820.6,29390.34,285109.54
2004-02-01,Monthly,,100,,30457.0,110076.2,10633.1,5063.4,13440.6,785.2,5585.209999999992,218149.11
2004-03-01,Monthly,,100,,30495.0,119420.7,8529.0,8001.2,13437.4,782.3,4385.13000000002,225860.23
2004-04-01,Monthly,,100,,31017.0,126340.2,8361.6,8213.7,13936.9,782.3,4283.68000000001,233744.88
