date,frequency,m3,m2,m1,currency_in_circulation,demand_deposits,narrow_quasi_money,savings_deposits,fixed_deposits,nids,repos,fx_deposits,other_deposits,deposits_placed_other_banking_inst
2023-07-01,Monthly,2300102.8175145197,2291247.8723055194,594210.59759852,146402.15743351998,447808.44016500004,1697037.2747069995,224457.82973499998,1011552.2577939999,1711.0635550000004,186.906678,245087.07807599998,214042.13886899996,8854.94520900026
2023-08-01,Monthly,2305718.42716211,2296445.87879211,601691.23077311,146567.79838211,455123.432391,1694754.6480189997,223861.54004,1005493.7061519999,1712.697932,188.344136,254235.583374,209262.77638499998,9272.548369999975
2023-09-01,Monthly,2319716.33633241,2310706.34361041,608282.64575641,147005.33705941,461277.3086969999,1702423.6978540001,224337.68854,1003013.233952,1690.4780280000002,187.286054,258333.97726099996,214861.03401899998,9009.992721999995
2023-10-01,Monthly,2339704.34330855,2330019.06265355,617108.4272105499,146682.32547855,470426.10173199995,1712910.635443,224579.705845,1001050.6088009999,1641.448474,185.129112,266103.56520499993,219350.17800599997,9685.280654999893
2023-11-01,Monthly,2361524.1463860003,2351567.588348,624652.0566070001,147776.36352100002,476875.693086,1726915.5317409998,225809.052429,1005936.7554649999,1498.945996,142.020339,272179.525414,221349.23209799998,9956.558038000483
2023-12-01,Monthly,2402067.8938329997,2390987.006619,638422.9628580001,149430.532978,488992.42988,1752564.0437609998,226052.278609,1011817.5773519999,1639.8177070000004,0.0,274341.586317,238712.783776,11080.887213999871
2024-01-01,Monthly,2412177.94835346,2400247.28879646,639207.4085864599,152505.68857846,486701.720008,1761039.88021,231353.797106,1014313.941074,1474.593221,0.0,271722.43513,242175.113679,11930.65955700027
2024-02-01,Monthly,2423051.56552009,2410933.95206009,639881.4393100899,154131.75291309,485749.686397,1771052.51275,235243.428715,1026274.700217,1712.009843,0.0,271163.257932,236659.116043,12117.61345999967
2024-03-01,Monthly,2434180.503771829,2423483.68233383,645343.9313908301,153706.56007683,491637.371314,1778139.750943,233316.480185,1035838.113846,1802.530195,0.0,277078.387885,230104.238832,10696.82143799914
2024-04-01,Monthly,2425707.12272514,2414039.30061814,638476.33227114,153706.67085014,484769.661421,1775562.968347,233820.641894,1036804.359216,1746.616591,0.01434,276408.3259389999,226783.010367,11667.82210699981
2024-05-01,Monthly,2430427.57768419,2419724.70073819,635361.40335719,153271.57577619,482089.827581,1784363.297381,234248.50325,1041762.116276,1457.923121,0.0,279580.405851,227314.348883,10702.87694600038
2024-06-01,Monthly,2426401.30858519,2416358.23800019,642137.76830219,152658.15747319,489479.610829,1774220.469698,232568.671726,1034039.948578,1493.527046,0.0,284607.793912,221510.528436,10043.07058500033
2024-07-01,Monthly,2423037.46468556,2412973.10981756,636762.1256045599,151949.64132056,484812.4842839999,1776210.984213,231943.929118,1043099.569768,1515.078868,159.699682,286592.395667,212900.31111,10064.35486799991
2024-08-01,Monthly,2414067.47187027,2405108.83539127,637546.5516562699,152418.20930727,485128.342349,1767562.283735,232707.289849,1044039.908212,1394.650386,159.699682,274842.343295,214418.392311,8958.63647899963
2024-09-01,Monthly,2417121.63188471,2408238.770426711,644918.16401871,151875.81590971,493042.348109,1763320.606408,231538.428218,1045384.745382,1490.204603,159.699682,266164.767041,218582.761482,8882.86145799933
2024-10-01,Monthly,2438253.29099852,2428088.17897252,645161.60568552,152995.49495052,492166.110735,1782926.573287,231679.973191,1053365.185734,1225.304486,159.699682,278906.511463,217589.898731,10165.11202599993
2024-11-01,Monthly,2454992.87359158,2444782.47010358,654989.85242058,153294.79031558,501695.062105,1789792.617683,233093.430141,1053087.235779,1180.652228,159.699682,281920.807703,220350.79215,10210.40348799992
2024-12-01,Monthly,2488430.48135352,2478816.69598852,666427.50573752,155000.80803852,511426.6976990001,1812389.190251,238501.806593,1058368.35963,1196.272561,159.699682,303481.44678,210681.605005,9613.785365000367
2025-01-01,Monthly,2492236.5587416096,2481134.21768961,663339.19058761,162818.33631761,500520.85427,1817795.027102,239248.275459,1058213.683472,1282.556702,0.0,305829.477443,213221.03402599998,11102.34105199948
2025-02-01,Monthly,2483043.0074604596,2472152.9342684597,661926.15871546,158815.25815346,503110.90056199994,1810226.775553,240779.61953700002,1054935.902362,1183.161861,0.0,302557.465135,210770.62665800002,10890.073191999923
2025-03-01,Monthly,2490114.78536687,2480758.25867487,667450.10703687,163579.44591387,503870.661123,1813308.1516379998,242253.18487800003,1058950.8499569998,1185.684211,0.0,299594.80522200005,211323.62736999997,9356.526692000218
2025-04-01,Monthly,2502667.9006902203,2492422.21369222,662854.68086122,159641.60840822,503213.072453,1829567.5328310002,240757.99999999997,1064235.448237,1279.9293100000002,0.0,313131.950496,210162.20478799997,10245.686998000368
2025-05-01,Monthly,2495475.95393088,2485817.48411188,663113.11390888,158963.10559088,504150.008318,1822704.370203,237155.926811,1061382.2563369998,1238.729282,0.011322,315223.63492899993,207703.81152199997,9658.46981899999
2025-06-01,Monthly,2503418.6332552303,2496158.3257552297,681563.41384523,157795.42136923,523767.99247600004,1814594.9119099998,237350.729295,1057555.150454,1075.908834,194.392877,306927.273562,211491.456888,7260.307500000577
2025-07-01,Monthly,2516209.98575143,2508144.47628343,680177.24597943,158685.24083042998,521492.00514900003,1827967.2303040002,238580.94926199998,1063054.3628780001,1137.3758999999998,443.194016,307061.880268,217689.46797999993,8065.5094679999165
2025-08-01,Monthly,2512109.80481048,2504474.8239494804,679479.89825148,160300.93718948,519178.961062,1824994.9256980002,237795.132888,1070183.7054780002,1573.8220509999999,443.194016,304961.13495700003,210037.936308,7634.980860999785
2025-09-01,Monthly,2522834.5970244203,2514998.01952942,694321.86386642,160023.78164842003,534298.082218,1820676.155663,240086.98804800003,1060018.0872040002,1453.042827,500.64511799999997,311949.63422400004,206667.758242,7836.577495000325
2025-10-01,Monthly,2546954.11817917,2536492.24828217,693463.85714917,161750.94224717002,531712.914902,1843028.3911330001,239060.45244199998,1078894.797738,1734.2237139999997,390.225136,305088.647716,217860.04438700003,10461.869897000026
2025-11-01,Monthly,2550062.51744254,2541011.9677215405,700509.41796454,161762.59671054,538746.821254,1840502.5497570003,236372.41004800002,1077346.2458940002,1429.3312799999999,390.225135,300252.26431299996,224712.07308699997,9050.54972099932
2025-12-01,Monthly,2591321.79563824,2583795.7960702395,726315.04224624,162627.61832824,563687.423918,1857480.7538239998,241487.134222,1078000.91837,1164.0812239999998,390.225136,310066.6677299999,226371.72714199996,7525.999568000436
2026-01-01,Monthly,2578208.9283739794,2571857.9270109795,722244.2760069801,165843.94411898003,556400.331888,1849613.6510039996,243124.061851,1077658.4592459998,1534.6502249999996,796.556098,298187.792902,228312.130682,6351.001362999901
2026-02-01,Monthly,2589555.71113157,2582531.3533425704,727810.9236935701,169737.00467957,558073.9190140001,1854720.4296490003,246544.235505,1076707.3549630002,1549.57817,794.666792,294925.356839,234199.23737999998,7024.357788999565
2026-03-01,Monthly,2627064.4946447997,2620465.7822198,743376.3342907998,171586.47117479998,571789.8631159998,1877089.4479290002,246825.64087800003,1073257.922951,1605.4405419999996,791.400162,317299.43915299996,237309.60424299998,6598.712424999569
2026-04-01,Monthly,2627554.53339764,2621759.4929386396,727608.76059864,170522.55428964,557086.206309,1894150.7323399999,250273.36720100002,1076117.9049,1392.4644899999998,791.4459400000001,323671.425759,241904.12404999998,5795.0404590005055
