date,frequency,m3,m2,m1,currency_in_circulation,demand_deposits,narrow_quasi_money,savings_deposits,fixed_deposits,nids,repos,fx_deposits,other_deposits,deposits_placed_other_banking_inst
2021-10-01,Monthly,2130024.12703354,2122374.47096554,559928.62964454,135109.23954454,424819.3901,1562445.8413210001,238942.018687,913757.3792150001,3289.2036399999997,47.065932,182727.30489,223682.86895700003,7649.656068000011
2021-11-01,Monthly,2162302.22965194,2154570.19183694,580847.44867394,134963.36124594,445884.087428,1573722.7431630003,240629.069725,916363.8799710001,3622.5283790000003,47.065932,187692.254854,225367.94430200002,7732.037814999931
2021-12-01,Monthly,2171798.67048355,2165806.96443855,578301.87515455,136710.84234754997,441591.032807,1587505.089284,243373.04262899997,921072.107115,3880.066924,0.0,194682.748036,224497.12457999997,5991.706044999883
2022-01-01,Monthly,2178879.6026096996,2171245.8385807,585517.6350947,143053.7072047,442463.92789,1585728.203486,245785.02940899998,919226.229709,3313.085487,2.5e-05,196286.915724,221116.943132,7633.764028999489
2022-02-01,Monthly,2197890.60032841,2190249.32216141,587656.4733974099,139123.67511541,448532.7982819999,1602592.848764,243011.745846,918821.724297,3632.5592979999997,3.3e-05,213959.70697600002,223167.11231399997,7641.27816700004
2022-03-01,Monthly,2203024.2355740797,2196197.21642808,592214.4402320799,139011.75172107999,453202.68851099996,1603982.7761960002,244994.575907,920940.263581,3836.708685,0.0,202585.544205,231625.68381800002,6827.019145999569
2022-04-01,Monthly,2214987.72994838,2209303.37214538,603922.93150238,149631.36205438,454291.56944799994,1605380.4406430002,268866.93564700003,919275.3596870002,3343.6125429999997,0.0,206351.188889,207543.34387699995,5684.357803000137
2022-05-01,Monthly,2226588.3576493496,2218313.90301335,603888.1266943499,146992.06877235,456896.05792199995,1614425.776319,253215.85907,925683.5109179999,2697.931681,0.0,219492.902994,213335.571656,8274.454635999631
2022-06-01,Monthly,2225258.6098316004,2217856.6503956,606889.1291666001,146192.27713260002,460696.85203400004,1610967.521229,248130.32406800002,928723.277666,2595.837735,0.006509,217695.69343200003,213822.381819,7401.959436000325
2022-07-01,Monthly,2222146.50545537,2214012.13489237,602156.94321937,145441.75465837,456715.188561,1611855.191673,242890.446234,936326.133095,2656.091126,0.0,216992.394122,212990.12709599998,8134.370562999975
2022-08-01,Monthly,2241310.6033644597,2232643.35947946,602482.46630246,144985.35284446,457497.11345799995,1630160.893177,238998.758232,939132.0610439999,2222.390333,0.0,224272.221692,225535.461876,8667.24388499977
2022-09-01,Monthly,2254815.67722914,2247122.03863214,596710.8164491401,144896.48182614002,451814.33462300006,1650411.222183,237316.34134400001,943291.1497420002,2870.702466,0.0,240355.20553200002,226577.823099,7693.638596999925
2022-10-01,Monthly,2257146.3350251997,2248503.4617122,597499.6234892,145276.7536952,452222.86979400006,1651003.838223,233612.842849,943938.70822,1873.7611090000003,237.636934,246483.145082,224857.74402900002,8642.873312999494
2022-11-01,Monthly,2257943.9410708896,2249186.2469918896,603199.6885678899,145680.12627089,457519.5622969999,1645986.558424,231923.15921599997,951030.353391,1922.9060370000002,187.894608,233358.792411,227563.45276100002,8757.694079000037
2022-12-01,Monthly,2265666.77939464,2258295.0028496394,602972.0671806401,146608.98298864,456363.08419200004,1655322.9356689996,229455.566603,969643.9679389999,1883.0048240000003,243.317044,236291.67500099994,217805.404258,7371.776545000728
2023-01-01,Monthly,2275666.86849354,2266599.7690555397,600857.99324454,150754.31161454,450103.68163,1665741.7758109998,230592.840347,970431.9050070001,2145.3985319999997,200.626895,242049.333004,220321.67202599996,9067.09943800047
2023-02-01,Monthly,2291458.69199849,2282777.62221649,598616.38813149,146425.22882849,452191.15930299996,1684161.2340850001,229444.45107,975359.447606,1997.03501,200.356022,262466.58706,214693.35731700002,8681.069782000035
2023-03-01,Monthly,2292066.47469126,2283769.1173232603,597566.40462426,146427.08539926002,451139.31922500004,1686202.7126990003,230935.436672,990631.672717,1727.935398,200.533414,245664.32672199997,217042.807776,8297.357367999852
2023-04-01,Monthly,2287421.06043557,2278789.25559857,595879.3158555699,149585.73851657,446293.57733899995,1682909.939743,227653.143831,995135.137547,1457.382016,203.535138,238689.965746,219770.775465,8631.804836999625
2023-05-01,Monthly,2297944.7377014,2288145.0865014,594870.9752604,146778.58492539998,448092.390335,1693274.111241,226586.974463,1004079.934975,1462.4335500000002,198.750272,244648.155731,216297.86225,9799.651200000197
2023-06-01,Monthly,2306319.13712543,2297528.0904774303,603367.9997714302,147805.76337943,455562.2363920001,1694160.090706,228275.093691,1002883.715289,2087.7164949999997,194.542084,246648.932058,214070.09108900005,8791.046647999901
