date,frequency,m3_total,net_claims_on_gov_total,claims_on_gov,gov_deposits,claims_on_private_sector_total,loans,securities,net_foreign_assets_total,bnm,banking_system,other_influences
2024-10-01,Monthly,2438253.29099852,376256.9152587201,457136.71160055,80879.79634183,2401487.703511479,2109274.90703448,292212.7964769999,590233.96206219,455541.9183949,134692.04366729,-929725.2898338696
2024-11-01,Monthly,2454992.87359158,376911.69120264,459069.80811357,82158.11691092998,2418597.80876591,2122666.81269991,295930.996066,593250.7496049401,458951.77119799,134298.97840695,-933767.3759819102
2024-12-01,Monthly,2488430.48135352,383154.91156458,454918.44624613,71763.53468155,2434787.493414519,2138565.425867519,296222.067547,631832.6907010899,491886.8821907999,139945.80851029,-961344.6143266684
2025-01-01,Monthly,2492236.5587416096,382607.51426364004,460235.77006005,77628.25579641,2442722.6813035808,2146885.7833925807,295836.897911,643397.15195957,492656.45719516,150740.69476441,-976490.7887851812
2025-02-01,Monthly,2483043.0074604596,374584.5314981099,467995.58495233994,93411.05345423,2446369.2361097913,2150065.612073791,296303.624036,644213.29536743,501124.0472151,143089.24815232996,-982124.0555148716
2025-03-01,Monthly,2490114.78536687,373726.00048,462489.28648415,88763.28600415001,2463374.1207437804,2163029.6599577805,300344.460786,625154.66980259,492314.33986215,132840.32994044005,-972140.0056595004
2025-04-01,Monthly,2502667.9006902203,378930.71207863005,467734.45158488007,88803.73950625,2465568.874025382,2163444.109927382,302124.764098,648826.57990105,497831.02730802,150995.55259303,-990658.2653148418
2025-05-01,Monthly,2495475.95393088,369685.60443130997,457652.49743218994,87966.89300088,2473816.2824387513,2172560.0776267513,301256.20481200004,662836.7149702999,501555.3754536099,161281.33951668997,-1010862.647909481
2025-06-01,Monthly,2503418.6332552303,374895.55014284997,466121.18292021996,91225.63277736999,2487274.0772998165,2185809.9104358163,301464.166864,643289.5830511,482223.3816524,161066.20139869998,-1002040.5772385361
2025-07-01,Monthly,2516209.98575143,387584.5910852499,478458.7349435499,90874.1438583,2498682.205927088,2192123.128467088,306559.07746,635620.5627188201,485006.17806759,150614.38465123,-1005677.3739797284
2025-08-01,Monthly,2512109.80481048,379762.99560565,476049.74192119,96286.74631554,2508746.012862812,2201661.5219528116,307084.49091,649899.1783892801,490838.0044934001,159061.17389588006,-1026298.3820472611
2025-09-01,Monthly,2522834.5970244203,370896.9188502699,469915.86966370995,99018.95081344001,2528821.121149742,2210327.854763742,318493.266386,637945.68928986,492973.71924941,144971.97004044996,-1014829.1322654518
2025-10-01,Monthly,2546954.11817917,379202.4538785901,461523.97109243006,82321.51721384,2546469.38739908,2222724.6225920804,323744.76480699994,633492.7907378002,493634.32506147015,139858.46567633,-1012210.5138363003
2025-11-01,Monthly,2550062.51744254,381796.80014487,459696.87312638003,77900.07298151002,2560236.4988499605,2231973.1775339604,328263.32131599996,634731.0910136199,494850.56308995985,139880.52792366,-1026701.8725659099
2025-12-01,Monthly,2591321.79563824,388047.07381426,457016.81780606,68969.7439918,2580168.66056168,2246850.0542576797,333318.606304,641602.6373238703,482900.50800201035,158702.12932186003,-1018496.5760615707
2026-01-01,Monthly,2578208.9283739794,376336.97802255,452190.5077996,75853.52977705,2587000.7906532,2252837.6004882,334163.19016500004,647632.7600759105,487864.49749042036,159768.26258549007,-1032761.6003776812
2026-02-01,Monthly,2589555.71113157,379542.71492057,464355.25430033,84812.53937976001,2599034.7388746906,2264253.0635816907,334781.675293,652901.9051826204,493262.9154764904,159638.98970613003,-1041923.6478463113
2026-03-01,Monthly,2627064.4946447997,376416.58532163,451088.19360364997,74671.60828202,2615996.3369792905,2282080.6571932905,333915.67978600005,643376.10440159,484947.58187929,158428.5225223,-1008724.5320577106
2026-04-01,Monthly,2627554.53339764,387285.26228369004,454255.97356574005,66970.71128205,2622576.3277722695,2286030.3243042696,336546.003468,653015.08779633,497256.09798633994,155758.98980999,-1035322.14445465
