date,frequency,sme_size,individual_for_business,micro,small,medium,financing
2021-07-01,Monthly,Bank-bank perdagangan / Commercial banks,10.22670433,1155.41817327,2840.2565508700013,1704.23973454,5710.14116301
2021-07-01,Monthly,Bank-bank Islam / Islamic banks,3.6714630899999996,416.44158195999984,833.3895473199997,1121.7698861000006,2375.27247847
2021-07-01,Monthly,Bank-bank pelaburan / Investment banks,0.0,0.31072088,0.0,34.991383670000005,35.30210455
2021-07-01,Monthly,Institusi kewangan pembangunan / Development financial institutions,30.093859549999998,619.4190693900001,959.8744963099996,1573.171233529999,3182.558658779999
2021-07-01,Monthly,Jumlah / Total,43.99202696999999,2191.5895455,4633.5205945,4434.17223784,11303.274404810001
2021-08-01,Monthly,Bank-bank perdagangan / Commercial banks,9.84143063,1111.21146479,2836.1289917200006,1734.4151876800001,5691.597074820001
2021-08-01,Monthly,Bank-bank Islam / Islamic banks,3.6766896399999998,425.52209288,834.5012407399998,1111.18284227,2374.8828655300003
2021-08-01,Monthly,Bank-bank pelaburan / Investment banks,0.0,0.21274337,0.0,28.81756874,29.03031211
2021-08-01,Monthly,Institusi kewangan pembangunan / Development financial institutions,30.754323690000014,620.1616527800002,947.18761101,1594.47127272,3192.5748602
2021-08-01,Monthly,Jumlah / Total,44.27244396000001,2157.10795382,4617.817843470001,4468.88687141,11288.08511266
2021-09-01,Monthly,Bank-bank perdagangan / Commercial banks,9.407171090000002,1084.8276917099997,2749.670269979999,1729.10550234,5573.01063512
2021-09-01,Monthly,Bank-bank Islam / Islamic banks,2.9488668099999997,411.6328775099998,781.3430193999999,1108.8360742199998,2304.76083794
2021-09-01,Monthly,Bank-bank pelaburan / Investment banks,0.0,0.0,0.0,29.053893379999998,29.053893379999998
2021-09-01,Monthly,Institusi kewangan pembangunan / Development financial institutions,29.312332940000005,613.5296708599999,945.3321405199997,1585.7484494500002,3173.92259377
2021-09-01,Monthly,Jumlah / Total,41.66837084000001,2109.9902400799992,4476.345429899999,4452.74391939,11080.747960210001
2021-10-01,Monthly,Bank-bank perdagangan / Commercial banks,9.723307179999999,1079.07574439,2669.3949074999996,1759.6273205699997,5517.8212796399985
2021-10-01,Monthly,Bank-bank Islam / Islamic banks,3.1899302200000004,408.74442683000007,775.7584445999996,1107.7724517799998,2295.46525343
2021-10-01,Monthly,Bank-bank pelaburan / Investment banks,0.0,0.36216459,0.0,29.300129350000002,29.66229394
2021-10-01,Monthly,Institusi kewangan pembangunan / Development financial institutions,28.428966730000003,499.59706105000015,994.93638777,1597.2696817000008,3120.2320972500006
2021-10-01,Monthly,Jumlah / Total,41.342204130000006,1987.7793968600001,4440.089739869999,4493.9695833999995,10963.180924259997
2021-11-01,Monthly,Bank-bank perdagangan / Commercial banks,7.819633229999998,1086.1987304900001,2667.8885526199997,1782.35867007,5544.265586409999
2021-11-01,Monthly,Bank-bank Islam / Islamic banks,2.4318538400000005,374.89643977,776.2889735,1072.5347845499998,2226.1520516600003
2021-11-01,Monthly,Bank-bank pelaburan / Investment banks,0.0,0.0,0.0,29.53265271,29.53265271
2021-11-01,Monthly,Institusi kewangan pembangunan / Development financial institutions,27.20209471,492.5760756999998,988.6472355499997,1585.94109757,3094.366503529999
2021-11-01,Monthly,Jumlah / Total,37.45358178,1953.6712459599999,4432.82476167,4470.3672049,10894.316794309998
2021-12-01,Monthly,Bank-bank perdagangan / Commercial banks,7.20405441,1089.80989485,2630.6927130900003,1855.1961522499998,5582.902814599998
2021-12-01,Monthly,Bank-bank Islam / Islamic banks,2.530690720000001,353.9251498199998,758.7583727200004,1053.5886024500003,2168.80281571
2021-12-01,Monthly,Bank-bank pelaburan / Investment banks,0.0,0.0,0.0,29.78347805,29.78347805
2021-12-01,Monthly,Institusi kewangan pembangunan / Development financial institutions,26.814282940000002,441.88583304999975,923.1326454699999,1539.2518882800002,2931.0846497400003
2021-12-01,Monthly,Jumlah / Total,36.54902807,1885.6208777199997,4312.58373128,4477.820121029999,10712.573758099998
2022-01-01,Monthly,Bank-bank perdagangan / Commercial banks,7.10720009,1079.8945459600002,2666.042931789999,1862.5412191600003,5615.585897
2022-01-01,Monthly,Bank-bank Islam / Islamic banks,2.3059565500000003,347.04898381000004,741.7024518199999,971.7807876099997,2062.8381797899997
2022-01-01,Monthly,Bank-bank pelaburan / Investment banks,0.0,0.0,0.0,30.03643371,30.03643371
2022-01-01,Monthly,Institusi kewangan pembangunan / Development financial institutions,27.440470999999988,440.51137907000003,915.9566223399996,1568.4653889499994,2952.37386136
2022-01-01,Monthly,Jumlah / Total,36.853627639999985,1867.4549088400004,4323.702005949999,4432.823829429999,10660.834371859997
2022-02-01,Monthly,Bank-bank perdagangan / Commercial banks,7.546779329999997,1085.4081653399996,2712.6743939800003,1935.0856413899999,5740.714980040002
2022-02-01,Monthly,Bank-bank Islam / Islamic banks,2.63241089,344.46391975999984,755.2946808400002,983.1259048700005,2085.5169163600003
2022-02-01,Monthly,Bank-bank pelaburan / Investment banks,0.0,0.0,0.0,29.12465047,29.12465047
2022-02-01,Monthly,Institusi kewangan pembangunan / Development financial institutions,28.393630719999994,444.24871240000004,917.38788957,1515.22848432,2905.2587170100005
2022-02-01,Monthly,Jumlah / Total,38.57282094,1874.1207974999995,4385.35696439,4462.56468105,10760.615263880001
2022-03-01,Monthly,Bank-bank perdagangan / Commercial banks,8.134227600000001,995.7466451300003,2754.23783818,1846.1646910500006,5604.2834019599995
2022-03-01,Monthly,Bank-bank Islam / Islamic banks,2.7190432999999996,654.1338179499999,1029.7163945800003,977.2020951900001,2663.77135102
2022-03-01,Monthly,Bank-bank pelaburan / Investment banks,0.0,55.51868766,0.0,29.372010600000003,84.89069826
2022-03-01,Monthly,Institusi kewangan pembangunan / Development financial institutions,28.256337059999996,432.32415793999985,930.6476489999995,1420.68683666,2811.91498066
2022-03-01,Monthly,Jumlah / Total,39.10960795999999,2137.7233086799997,4714.601881759999,4273.425633500001,11164.860431899999
2022-04-01,Monthly,Bank-bank perdagangan / Commercial banks,8.686112560000002,1003.8440220999997,2794.34698829,1879.3700411599996,5686.24716411
2022-04-01,Monthly,Bank-bank Islam / Islamic banks,2.5418748000000004,678.08264959,1055.5336242799997,1080.1159029499997,2816.2740516199997
2022-04-01,Monthly,Bank-bank pelaburan / Investment banks,0.0,55.74155067,0.0,29.6134245,85.35497517
2022-04-01,Monthly,Institusi kewangan pembangunan / Development financial institutions,28.966621770000003,430.94249020999985,932.5426751299998,1539.91273102,2932.3645181300008
2022-04-01,Monthly,Jumlah / Total,40.19460913000001,2168.6107125699996,4782.423287699999,4529.012099629999,11520.240709030002
2022-05-01,Monthly,Bank-bank perdagangan / Commercial banks,9.137264560000004,1029.6803831999998,2923.73242148,1886.0830764999994,5848.633145740001
2022-05-01,Monthly,Bank-bank Islam / Islamic banks,2.9503099700000006,699.6631986699999,1120.5858362799995,1098.0135148200002,2921.2128597399997
2022-05-01,Monthly,Bank-bank pelaburan / Investment banks,0.0,55.97238492,0.0,29.86493587,85.83732079
2022-05-01,Monthly,Institusi kewangan pembangunan / Development financial institutions,29.59824865,440.3159948099998,977.9670412700002,1266.0656637700001,2713.9469485000004
2022-05-01,Monthly,Jumlah / Total,41.68582318000001,2225.6319615999996,5022.28529903,4280.027190959999,11569.63027477
2022-06-01,Monthly,Bank-bank perdagangan / Commercial banks,9.32132581,1020.1915316099999,2895.5359790300013,1914.2725629200002,5839.321399370001
2022-06-01,Monthly,Bank-bank Islam / Islamic banks,3.12381627,984.2970228300003,1131.1956456300004,1018.1542771000002,3136.770761830001
2022-06-01,Monthly,Bank-bank pelaburan / Investment banks,0.0,54.433692060000006,0.0,30.110401,84.54409306000001
2022-06-01,Monthly,Institusi kewangan pembangunan / Development financial institutions,29.723273759999987,446.3949166199999,935.91329798,1635.9487859500002,3047.98027431
