date,frequency,industry,total_loan_financing,stage_1_ecl,stage_2_ecl_not_impaired,stage_3_ecl_impaired,total_provisions,gross_impaired_ratio,net_impaired_ratio
2024-10-01,Monthly,Bank-bank Pelaburan / Investment/Merchant Banks,9313.134018439998,8721.916244629998,287.58009841999996,303.63767538999997,162.14517600000002,3.2603168255583737,1.7054033297228681
2024-10-01,Monthly,Jumlah / Total,2218407.6557102813,2031397.451302181,153151.53569550012,33858.668712599996,30864.952021000005,1.5262600011970864,0.9439583426738498
2024-11-01,Monthly,Bank-bank Perdagangan / Commercial Banks,1293478.129109241,1183078.565124071,90451.61000129003,19947.95398388002,18697.094522,1.542194918874837,0.9193578704207799
2024-11-01,Monthly,Bank-bank Islam / Islamic Banks,929174.60177712,856630.77917215,58973.287179450024,13570.53542552001,11984.006002000002,1.4604935821066662,0.9478532687466327
2024-11-01,Monthly,Bank-bank Pelaburan / Investment/Merchant Banks,9290.08050628999,8767.13316298999,302.1396127800001,220.80773052,85.375715,2.3768118087943235,1.6415186014552223
2024-11-01,Monthly,Jumlah / Total,2231942.811392651,2048476.477459211,149727.03679352006,33739.29713992003,30766.476239000003,1.5116559872279138,0.9342294054671324
2024-12-01,Monthly,Bank-bank Perdagangan / Commercial Banks,1300649.9708073693,1191050.8320985192,90014.19199761003,19584.94671124001,18485.313634,1.505781505463979,0.9217369600323565
2024-12-01,Monthly,Bank-bank Islam / Islamic Banks,939161.5921081,868655.6246718899,57822.638913740004,12683.328522469987,11297.999787,1.3504948061174655,0.918507461001361
2024-12-01,Monthly,Bank-bank Pelaburan / Investment/Merchant Banks,9306.66747692,8855.36468768,230.67151906000004,220.63127017999997,89.149833,2.3706796307824773,1.6255135305028257
2024-12-01,Monthly,Jumlah / Total,2249118.2303923895,2068561.8214580892,148067.50243041004,32488.906503889997,29872.463254,1.4445175031204056,0.923292596323473
2025-01-01,Monthly,Bank-bank Perdagangan / Commercial Banks,1303917.5699612033,1195269.930483553,88895.88558757998,19751.75389007002,18637.904612,1.5148008083561382,0.9253196366122479
2025-01-01,Monthly,Bank-bank Islam / Islamic Banks,943660.5482583997,873282.8055945798,57417.23473660001,12960.507927219998,11398.246928,1.37342903135451,0.9219600831091539
2025-01-01,Monthly,Bank-bank Pelaburan / Investment/Merchant Banks,9224.310277519997,8804.378339789995,200.11682029,219.81511744000002,82.877323,2.3829978700488645,1.6949109064438301
2025-01-01,Monthly,Jumlah / Total,2256802.428497123,2077357.114417923,146513.23714446998,32932.076934730016,30119.028863,1.4592361528368498,0.927054150162779
2025-02-01,Monthly,Bank-bank Perdagangan / Commercial Banks,1302129.82189596,1195117.67262278,87280.81830308998,19731.33097008999,18456.903616,1.5153121169869437,0.9219609805801245
2025-02-01,Monthly,Bank-bank Islam / Islamic Banks,947896.5928302698,875871.6777331699,59173.08817533996,12851.82692176001,11423.741503,1.3558258378571104,0.8978205557058799
2025-02-01,Monthly,Bank-bank Pelaburan / Investment/Merchant Banks,9249.478143110005,8607.202482380006,408.3577394899999,233.91792123999997,85.27336600000001,2.528985069436019,1.8170162553970706
2025-02-01,Monthly,Jumlah / Total,2259275.89286934,2079596.55283833,146862.26421791993,32817.07581309,29965.918484999995,1.4525483990984143,0.9154821562740008
2025-03-01,Monthly,Bank-bank Perdagangan / Commercial Banks,1309926.2681140618,1201117.7900160819,89610.07865986989,19198.39943811001,17982.882848,1.465609164838758,0.8922498212094725
2025-03-01,Monthly,Bank-bank Islam / Islamic Banks,954480.9780797804,882389.9361991003,59319.44267329007,12771.599207390007,11277.477985,1.338067441960325,0.8922901303167203
2025-03-01,Monthly,Bank-bank Pelaburan / Investment/Merchant Banks,9012.06378886,8463.251136879999,340.88109452000003,207.93155746000014,64.837346,2.307257941483156,1.7931626044222888
2025-03-01,Monthly,Jumlah / Total,2273419.309982702,2091970.9773520622,149270.40242767998,32177.93020296002,29325.198179,1.4153979453620835,0.8958380944743813
2025-04-01,Monthly,Bank-bank Perdagangan / Commercial Banks,1306290.7801514787,1197630.1769938888,89458.22002542998,19202.383132160005,18071.95575,1.4699930079835117,0.89221762265976
2025-04-01,Monthly,Bank-bank Islam / Islamic Banks,957205.9245458903,883448.4661347902,60773.63693727002,12983.821473830001,11301.923287999998,1.3564292845334902,0.9188651042152203
2025-04-01,Monthly,Bank-bank Pelaburan / Investment/Merchant Banks,8816.692042739998,8323.087696929997,285.45145172,208.15289409000005,70.002555,2.360895595320255,1.7686095342645953
2025-04-01,Monthly,Jumlah / Total,2272313.396740109,2089401.730825609,150517.30841442,32394.357500080005,29443.881593,1.4256113415760951,0.9068497729510832
2025-05-01,Monthly,Bank-bank Perdagangan / Commercial Banks,1309115.63616056,1201565.8173747,87979.85851041996,19569.96027544,18149.681207,1.494899284285975,0.9088112275661888
2025-05-01,Monthly,Bank-bank Islam / Islamic Banks,964063.113768671,888966.2844189411,61751.28930261003,13345.540047120008,11443.224931,1.3843014898630692,0.9360165025671712
2025-05-01,Monthly,Bank-bank Pelaburan / Investment/Merchant Banks,8864.497323230004,8323.376499210004,311.3322409099999,229.78858310999996,72.028941,2.5922347847951146,1.9780135948402038
2025-05-01,Monthly,Jumlah / Total,2282043.247252461,2098855.4782928512,150042.48005394,33145.28890567001,29664.935079,1.452439122070817,0.9244629069438727
2025-06-01,Monthly,Bank-bank Perdagangan / Commercial Banks,1319036.7035711291,1211508.897688469,88033.58123937012,19494.224643289985,18199.305877,1.4779137373897009,0.9023689458552617
2025-06-01,Monthly,Bank-bank Islam / Islamic Banks,969213.4820029695,893566.5075865795,62681.527023389935,12965.44739299999,11240.452604,1.337728749522313,0.9150188762950645
2025-06-01,Monthly,Bank-bank Pelaburan / Investment/Merchant Banks,8840.972761229998,8311.63194835,307.97391607000003,221.36689681,60.670708000000005,2.5038748878489065,2.0228888953188537
2025-06-01,Monthly,Jumlah / Total,2297091.158335329,2113387.0372233987,151023.08217883005,32681.03893309997,29500.429189,1.422714062283165,0.9120247869700235
2025-07-01,Monthly,Bank-bank Perdagangan / Commercial Banks,1321818.5840373405,1217062.7064784206,85422.60835261998,19333.269206300007,18131.013905,1.4626265237736933,0.8863628521152219
2025-07-01,Monthly,Bank-bank Islam / Islamic Banks,975237.8457294196,899515.3484021296,62103.309068339986,13619.188258949996,11596.487243,1.3964991533694693,0.937845176418689
2025-07-01,Monthly,Bank-bank Pelaburan / Investment/Merchant Banks,8897.122630230002,8467.681635400002,207.52586107999994,221.91513374999994,60.060644999999994,2.4942348551653395,2.0238070464719664
2025-07-01,Monthly,Jumlah / Total,2305953.55239699,2125045.73651595,147733.44328203998,33174.372599,29787.561793,1.4386401046333281,0.9125415912850585
2025-08-01,Monthly,Bank-bank Perdagangan / Commercial Banks,1323046.483799989,1216406.310462739,87572.44761368004,19067.72572357,18021.671043,1.441198473148473,0.8673276617328332
2025-08-01,Monthly,Bank-bank Islam / Islamic Banks,981458.16541052,904113.17929776,63486.48074353998,13858.505369219994,11706.144688,1.4120322044927223,0.9494699626658646
2025-08-01,Monthly,Bank-bank Pelaburan / Investment/Merchant Banks,8908.237491170004,8485.253897990005,201.36647268000002,221.61712049999997,60.576262,2.4877774163483024,2.005322681651979
2025-08-01,Monthly,Jumlah / Total,2313412.886701679,2129004.743658489,151260.29482990003,33147.848213289995,29788.391992999997,1.4328548269025227,0.9065825038133406
2025-09-01,Monthly,Bank-bank Perdagangan / Commercial Banks,1327267.7142951488,1220792.496230899,87717.09837451993,18758.119689729996,17301.313696999998,1.4132883281721031,0.9276313551799885
2025-09-01,Monthly,Bank-bank Islam / Islamic Banks,988462.1592877902,909329.4716857001,65323.109187850016,13809.578414240008,11595.481291,1.3970770944018867,0.9519520847739419
2025-09-01,Monthly,Bank-bank Pelaburan / Investment/Merchant Banks,8876.446336849993,8462.205200679991,193.87904764000004,220.36208852999997,60.211976,2.4825485353883234,1.9862225148631383
2025-09-01,Monthly,Jumlah / Total,2324606.3199197887,2138584.173117279,153234.08661000992,32788.0601925,28957.006964,1.4104779769174578,0.9420162289020724
2025-10-01,Monthly,Bank-bank Perdagangan / Commercial Banks,1329049.2318859894,1221291.5324878495,89184.33660098007,18573.362797160014,17150.921853,1.397492459387938,0.9252272871850502
2025-10-01,Monthly,Bank-bank Islam / Islamic Banks,999333.2522948598,921955.6037642299,63624.19442524995,13753.454105379995,11307.682991,1.3762630307554249,0.9504761970550668
2025-10-01,Monthly,Bank-bank Pelaburan / Investment/Merchant Banks,8863.66963268,8445.1382521,198.88619970999997,219.64518087000005,56.23715,2.478038893283849,2.001619855769637
2025-10-01,Monthly,Jumlah / Total,2337246.1538135293,2151692.274504179,153007.41722594,32546.46208341001,28514.841994,1.3925132374399722,0.9401066959243269
2025-11-01,Monthly,Bank-bank Perdagangan / Commercial Banks,1336344.4494334708,1234550.457977861,83052.83030730998,18741.161148300005,16666.086916,1.4024199491564562,0.9357344833619737
2025-11-01,Monthly,Bank-bank Islam / Islamic Banks,1003333.8440754601,924030.9105792602,65286.44260681993,14016.490889379991,11334.270848,1.3969917363144206,0.9733792586129333
2025-11-01,Monthly,Bank-bank Pelaburan / Investment/Merchant Banks,8941.84710539,8427.569392149999,295.31289361,218.96481962999997,54.914996,2.4487649704725047,1.9741317595376378
2025-11-01,Monthly,Jumlah / Total,2348620.1406143205,2167008.937949271,148634.58580773993,32976.61685730999,28055.27276,1.4040847341402944,0.9557726138067533
2025-12-01,Monthly,Bank-bank Perdagangan / Commercial Banks,1335676.9816972294,1235807.2657612495,81577.15818710999,18292.557748869993,16421.792145,1.3695345506086247,0.9184485402747997
2025-12-01,Monthly,Bank-bank Islam / Islamic Banks,1013377.2871865005,936515.4936540604,63093.347370170006,13768.44616227001,11040.077169,1.3586693067195301,0.9415279861428238
2025-12-01,Monthly,Bank-bank Pelaburan / Investment/Merchant Banks,8986.544744700004,8480.031827870005,275.27004481999995,231.2428720099999,52.933856,2.5732122698924975,2.097052365550412
2025-12-01,Monthly,Jumlah / Total,2358040.8136284295,2180802.7912431797,144945.7756021,32292.246783150003,27514.80317,1.369452411362651,0.9328586002103617
2026-01-01,Monthly,Bank-bank Perdagangan / Commercial Banks,1336554.621038361,1237074.549481041,81011.49678020999,18468.574777109996,16368.737153,1.3818047153779525,0.9272730215665307
2026-01-01,Monthly,Bank-bank Islam / Islamic Banks,1017298.0605781002,940638.21241687,62374.13686457004,14285.711296659998,11241.709514,1.404279812402459,0.9678563635795862
2026-01-01,Monthly,Bank-bank Pelaburan / Investment/Merchant Banks,9166.856622100002,8599.374921930003,349.59481372,217.88688645,54.126335000000005,2.376898597112399,1.89577268031597
2026-01-01,Monthly,Jumlah / Total,2363019.5382385612,2186312.1368198413,143735.22845850003,32972.17296021999,27664.573001999997,1.395340682828127,0.9485019075572958
2026-02-01,Monthly,Bank-bank Perdagangan / Commercial Banks,1337589.52335659,1239944.25731341,78936.83100614992,18708.43503703001,16327.974612000002,1.3986678805679087,0.9374978127281303
2026-02-01,Monthly,Bank-bank Islam / Islamic Banks,1024539.21914904,946141.74856031,63686.74586152999,14710.72472720001,11513.082924999999,1.435838126276749,0.9840091515266899
2026-02-01,Monthly,Bank-bank Pelaburan / Investment/Merchant Banks,9172.540611049999,8498.676490009999,455.033567,218.83055404,55.411944000000005,2.385713656872543,1.9042407338420668
2026-02-01,Monthly,Jumlah / Total,2371301.28311668,2194584.6823637304,143078.61043467993,33637.99031827002,27896.469481,1.418545612814686,0.9613328832553405
2026-03-01,Monthly,Bank-bank Perdagangan / Commercial Banks,1354175.349725589,1254399.938238479,81223.86187627996,18551.549610829996,16392.89859,1.3699518023710369,0.916709900924281
2026-03-01,Monthly,Bank-bank Islam / Islamic Banks,1032245.3042023702,953058.1745814502,64491.853633670005,14695.275987250005,11400.839348000001,1.4236224594506866,0.9780233285317732
2026-03-01,Monthly,Bank-bank Pelaburan / Investment/Merchant Banks,9061.914149330001,8508.975916930001,360.73057896000006,192.20765343999997,56.493287,2.121049154435114,1.6144632302491184
2026-03-01,Monthly,Jumlah / Total,2395482.568077289,2215967.088736859,146076.44608890996,33439.03325152,27850.231225000003,1.395920542154457,0.9457697939494865
2026-04-01,Monthly,Bank-bank Perdagangan / Commercial Banks,1353395.9284596487,1256079.9723780688,78744.39697236994,18571.559109210022,16403.782002,1.3722192241517246,0.9157423626535549
2026-04-01,Monthly,Bank-bank Islam / Islamic Banks,1037540.2703096695,959268.1752086094,63487.07123720001,14785.023863860011,11517.428337000001,1.4250072297865795,0.9716157056362392
2026-04-01,Monthly,Bank-bank Pelaburan / Investment/Merchant Banks,8951.7794168,8392.817243689999,366.1395644699999,192.82260864000006,56.837085,2.1540142988568918,1.6277163160224823
2026-04-01,Monthly,Jumlah / Total,2399887.9781861184,2223740.9648303683,142597.60777403996,33549.40558171004,27978.047424,1.3979571499444456,0.9425521820922949
