date,frequency,purpose,securities,fixed_assets_non_property_total,transport_vehicles_total,passenger_cars,transport_vehicles_others,fixed_assets_non_property_others,residential_property_total,cost_up_to_300k,cost_300k_to_500k,cost_500k_to_1m,cost_above_1m,non_residential_property_total,industrial_buildings_factories,land_only,commercial_complexes,shophouses_shoplots,other_non_residential_property,personal_uses_total,consumer_durable_goods,personal_uses_others,credit_card,construction,working_capital,other_purposes,total_impaired
2021-09-01,Monthly,Jumlah / Total,383.76740033,1958.90373962,1682.7283449699994,1227.7243511199995,455.0039938499998,276.1753946500004,9265.668467909998,1957.5911616399997,1425.97854414,2622.40816731,3259.6905948199997,3784.6229946500007,448.4446505299999,978.7023537299999,298.81661124000004,1220.59487474,838.0645044100004,2797.1584669800004,1.9213197,2795.2371472800005,341.49213519999984,3978.26517917,8556.677134880001,1422.2944177800014,32488.849936520004
2021-09-01,Monthly,Bank-bank Perdagangan / Commercial Banks,222.90130326,1222.06137913,1030.7584189099996,585.5026429099997,445.25577599999986,191.3029602200004,6655.9622890599985,1415.4004551799997,954.3383142699998,1874.51984361,2411.703675999999,2779.2057948200004,358.5353710099999,859.78033334,210.96386198000005,859.61661131,490.3096171800005,1698.3088862800003,1.11954,1697.1893462800003,295.5855854499998,3148.53154532,5718.61633577,907.5144805600103,22648.68759965001
2021-10-01,Monthly,Bank-bank Islam / Islamic Banks,31.344624710000016,816.0933013499999,731.12268404,574.0812797899999,157.04140425000003,84.97061730999997,2549.36314592,523.15680945,462.30616608000014,732.6498372199999,831.2503331700001,1009.8148654799996,90.05854455,118.81459688999999,88.25509625000001,364.51731254999993,348.1693152399997,1086.4638017600003,0.79738322,1085.6664185400002,46.50785093999998,683.42638375,2799.6426455399987,400.2848367600109,9422.941456210008
2021-10-01,Monthly,Bank-bank Pelaburan / Investment Banks,102.76373293,2.5258618399999997,2.5258618399999997,0.38103578000000005,2.1448260599999998,0.0,0.97700028,0.97700028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,53.01954978,110.22574044999999,269.51188628
2021-10-01,Monthly,Jumlah / Total,346.2275592,1820.77017937,1550.15736727,1103.77693341,446.3804338599999,270.61281210000016,9104.95930567,1891.0048794099998,1406.4275932900005,2572.50626285,3235.02057012,3736.97112547,445.90016883,929.7941809600001,299.28281781000004,1224.01309841,837.9808594599998,2754.129588189999,1.9411969400000002,2752.188391249999,335.80944939,3813.64895525,8516.677716249995,1419.7897596000153,31848.98363839001
2021-10-01,Monthly,Bank-bank Perdagangan / Commercial Banks,212.11920156,1002.15101618,816.5088213899999,529.31461784,287.1942035499999,185.6421947900002,6554.619159469999,1366.87106968,944.1214272100002,1839.85642563,2403.77023695,2727.1562599900003,355.84162427999996,810.9795840700001,211.02772156000003,859.4957858600001,489.8115442200001,1667.665786429999,1.1438137200000003,1666.5219727099989,289.30159845000003,3130.2225705,5664.015520929997,909.2791823900043,22156.530295900004
2021-11-01,Monthly,Bank-bank Islam / Islamic Banks,20.906283310000006,712.4560311299999,633.1796555699997,476.9443742499998,156.2352813199999,79.27637556000025,2456.7932317799996,498.54714497000003,453.48356922999994,705.2736301499998,799.48888743,1018.6742261999999,92.76206687000001,148.08154274999998,85.06026571,344.69367486,348.07667601,975.1231557600001,0.7943598300000001,974.3287959300002,46.749240940000014,601.83077423,2783.8750459599983,394.9571195300032,9011.365108840002
2021-11-01,Monthly,Jumlah / Total,365.99096292,1619.4538344699997,1366.9868865499996,930.0846036099996,436.9022829399999,252.46694792000028,8877.78530515,1829.4510205200004,1380.4582598399998,2507.4648224499997,3160.41120234,3726.31183384,445.84822020000007,940.9023330499999,297.02574979999997,1182.5955276599998,859.9400031300004,2615.884313120001,2.299103840000001,2613.585209280001,337.89010098000006,3725.1711947600006,8479.777372659999,1402.8538463100099,31151.118764210016
2021-11-01,Monthly,Bank-bank Pelaburan / Investment Banks,101.15563326,2.41255664,2.41255664,0.26875109999999997,2.1438055400000002,0.0,0.9473552100000001,0.9473552100000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,53.10164489,110.59396486999998,268.21115586999997
2021-11-01,Monthly,Bank-bank Perdagangan / Commercial Banks,243.92904635,904.5852466999999,731.3946743399998,452.87147825999983,278.52319608,173.19057236000003,6420.04471816,1329.9565203400002,926.9746906099999,1802.1911923,2360.92231491,2707.63760764,353.08615333000006,792.8207903,211.96548409,837.9018527999999,511.86332712000035,1640.7611573600007,1.5047440100000005,1639.2564133500007,291.14086004000006,3123.340419530001,5642.80068181,897.3027619100067,21871.54249950001
2021-12-01,Monthly,Jumlah / Total,459.79659855,1462.9795252400002,1208.6507608200002,778.7329465900003,429.91781423000003,254.32876441999997,8594.9066207,1750.7139436899997,1330.0105120500002,2433.42484034,3080.75732462,3774.15786911,452.57404156999996,1012.9252291099998,282.90420866,1160.2692939199999,865.4850958500003,2527.65101125,2.27147776,2525.3795334899996,314.7527167500001,3736.712782910001,9918.463722479999,1292.2821734200152,32081.703020410016
2021-12-01,Monthly,Bank-bank Pelaburan / Investment Banks,182.59016995,2.41265738,2.41265738,0.26949518,2.1431622000000004,0.0,0.8687197899999999,0.8687197899999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,52.873148910000005,25.14013478000004,263.88483181000004
2021-12-01,Monthly,Bank-bank Perdagangan / Commercial Banks,259.05432913000004,822.55710052,647.2750416299999,374.7445814799999,272.53046015,175.28205889000003,6256.09639195,1305.9583987299998,891.08877558,1748.6581456900003,2310.39107195,2622.22782461,347.64654536,751.8455312699998,204.49509756,826.6136094699998,491.6270409500005,1580.4119995999997,1.47226427,1578.9397353299996,270.5835920100001,3132.158892950001,6429.877031200001,877.5565060300178,22250.52366800002
2021-12-01,Monthly,Bank-bank Islam / Islamic Banks,18.15209947,638.0097673400003,558.9630618100003,403.7188699300003,155.24419188000002,79.04670552999994,2337.9415089599997,443.88682517,438.92173647000016,684.7666946499999,770.3662526699998,1151.9300445,104.92749620999999,261.07969784,78.4091111,333.65568445,373.8580548999998,947.2390116500002,0.79921349,946.4397981600001,44.16912474000001,604.5538889600002,3435.7135423699983,389.58553260999724,9567.294520599995
2022-01-01,Monthly,Bank-bank Islam / Islamic Banks,27.36703857,596.4936789100002,518.5169873700002,363.9899780500002,154.52700931999993,77.97669154000005,2406.21592687,445.1880389499998,448.4959228300001,703.6246261800002,808.90733891,1075.6808118899999,96.61465777,261.227522,78.62900857999999,335.7801146799999,303.42950885999994,986.5482636800007,0.79984066,985.7484230200007,42.788324910000014,575.29633458,3598.324100440002,388.94055757000024,9697.655037420003
2022-01-01,Monthly,Jumlah / Total,466.2494066,1394.83324505,1144.2540472599999,715.1058029100002,429.1482443499998,250.57919779000008,8796.79142765,1737.9827329600002,1364.0335414,2497.255704179999,3197.5194491100006,3696.70610416,447.78834810999996,1015.0915794,285.82456829999995,1151.96001852,796.0415898299999,2569.117672970001,2.13945607,2566.978216900001,307.4229867699999,3710.455161280001,10050.434917530001,1300.6669158900104,32292.67783790001
2022-01-01,Monthly,Bank-bank Pelaburan / Investment Banks,183.17063601,2.41276097,2.41276097,0.27024496000000003,2.14251601,0.0,0.9500207199999999,0.9500207199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,53.05906121,25.207444239999973,264.79992415
2022-01-01,Monthly,Bank-bank Perdagangan / Commercial Banks,255.71173201999997,795.9268051699999,623.3242989199998,350.84557989999996,272.47871901999986,172.60250625000003,6389.62548006,1291.8446732900004,915.5376185700001,1793.6310779999992,2388.6121102000006,2621.02529227,351.17369033999995,753.8640574,207.19555971999998,816.1799038400001,492.61208096999997,1582.56940929,1.33961541,1581.22979388,264.6346618599999,3135.158825700001,6399.051755879999,886.5189140800103,22330.222876330008
2022-02-01,Monthly,Jumlah / Total,467.79772913,1411.11943136,1169.4503365199998,733.76533085,435.68500567,241.66909483999996,8988.132737509999,1765.5021162399996,1412.7917169800003,2576.25542708,3233.5834772100006,3756.9050477599994,458.46172959,1029.4195386899999,293.66994429,1175.17163386,800.1822013299998,2589.0654957399997,2.1459170899999997,2586.9195786499995,312.27311890000004,3732.473158040001,10051.943845710002,1315.66050463999,32625.37106878999
2022-02-01,Monthly,Bank-bank Perdagangan / Commercial Banks,256.10694847,811.15404171,640.06988706,362.56175723,277.50812983000003,171.08415464999996,6495.81805365,1305.0148678599999,944.8669920900002,1839.8865387499998,2406.0496549500003,2670.40179558,358.43970999000004,767.4340899599999,212.11817422000001,838.16739924,494.24242216999994,1572.3962213199993,1.3450928199999999,1571.0511284999993,270.62004064000007,3122.8215563000012,6440.005718920003,900.7985258899826,22540.122902479987
2022-02-01,Monthly,Bank-bank Pelaburan / Investment Banks,182.31140281999998,2.4128557,2.4128557,0.27100049,2.14185521,0.0,0.9660403899999999,0.9660403899999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,52.91187676,25.268838670000036,263.87101534
2022-02-01,Monthly,Bank-bank Islam / Islamic Banks,29.37937784,597.55253395,526.96759376,370.93257313000004,156.03502062999996,70.58494019,2491.34864347,459.5212079899999,467.92472489,736.3688883300001,827.5338222600001,1086.5032521799997,100.0220196,261.98544873,81.55177006999999,337.00423462,305.9397791599998,1016.6692744200004,0.80082427,1015.8684501500004,41.65307825999997,609.65160074,3559.026250029999,389.5931400800073,9821.377150970007
2022-03-01,Monthly,Jumlah / Total,471.39828545,1286.2096923400004,1042.7301032400003,683.8716619300002,358.85844131000005,243.47958910000006,9116.42940751,1772.41221105,1431.51167969,2636.4196429200006,3276.0858738499996,3802.7817497800006,459.33917297,1022.5387299699998,304.04998869,1218.70172322,798.1521349300002,2594.82352377,2.6624430199999995,2592.16108075,299.06298546,4060.236061619999,9960.815880319999,1493.3705516199875,33085.128137869986
2022-03-01,Monthly,Bank-bank Perdagangan / Commercial Banks,255.97155072,708.56293789,538.07091716,337.19397638,200.87694078000004,170.49202072999992,6592.6588131,1303.7424109,964.5653993799999,1881.6691616400003,2442.6818411799995,2694.5928295000003,358.4223765,770.3090290599998,217.23638243,844.80621326,503.81882825000025,1547.4701103500004,1.8574589799999996,1545.6126513700003,259.26231548,3080.3989809599993,6461.122292449999,904.0895464999812,22504.12937694998
2022-03-01,Monthly,Bank-bank Pelaburan / Investment Banks,182.956816,2.3120856,2.3120856,0.17169748,2.14038812,0.0,0.88138562,0.88138562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.518688659999995,52.992415769999994,25.339860550000026,320.0012522
2022-03-01,Monthly,Bank-bank Islam / Islamic Banks,32.46991873,575.3346688500003,502.34710048000017,346.50598807000017,155.84111241,72.98756837000013,2522.8892087900003,467.78841452999995,466.94628030999996,754.7504812800003,833.4040326700002,1108.18892028,100.91679647000001,252.22970091,86.81360626000001,373.89550996,294.33330667999996,1047.3534134199997,0.8049840399999999,1046.5484293799998,39.80066997999999,924.3183919999999,3446.7011720999994,563.9411445700061,10260.997508720005
2022-04-01,Monthly,Bank-bank Islam / Islamic Banks,42.71641951999998,550.8823965900001,477.4785567900001,318.8420247000002,158.6365320899999,73.40383980000001,2597.4590344999997,465.52899718000003,466.06215811000004,789.2629282399997,876.60495097,1129.8207146,104.60749451000002,254.16885304999994,85.42640492999999,382.1977055199999,303.42025659000024,1149.65458959,0.8046361100000001,1148.8499534799998,38.745993609999985,989.8643266699999,3393.1980495500006,577.2914770400002,10469.633001670001
2022-04-01,Monthly,Jumlah / Total,484.50936823999996,1250.34380688,1004.5829476800002,635.7055070200003,368.87744066,245.7608591999999,9329.462037230001,1732.2523662600001,1436.5600675199998,2729.7169469100004,3430.9326565399997,3849.9373438000002,460.92959345,1025.8454025199999,313.70809612,1249.8286615199997,799.6255901900007,2724.24208686,2.47520311,2721.7668837500005,296.47592105999985,4108.43911109,9944.56377311,1541.7526967499953,33529.726145019995
2022-04-01,Monthly,Bank-bank Pelaburan / Investment Banks,183.30370822,2.31079475,2.31079475,0.17169748,2.1390972699999997,0.0,0.8814608399999999,0.8814608399999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.74155167,52.95074966000001,25.405693319999955,320.59395845999995
2022-04-01,Monthly,Bank-bank Perdagangan / Commercial Banks,258.4892405,697.15061554,524.7935961400001,316.69178483999997,208.10181130000012,172.3570193999999,6731.121541890001,1265.84190824,970.4979094099999,1940.4540186700006,2554.3277055699996,2720.1166292000003,356.32209894,771.6765494699998,228.28169119,867.6309559999999,496.2053336000005,1574.5874972700003,1.670567,1572.9169302700004,257.7299274499999,3062.8332327499993,6498.4149738999995,939.0555263899951,22739.499184889995
2022-05-01,Monthly,Bank-bank Perdagangan / Commercial Banks,240.72319464999998,724.0208290099999,553.81820156,347.79034413000005,206.02785742999998,170.2026274499999,7056.636908160001,1254.4414225600003,999.7095543499996,2038.7756872700006,2763.710243980001,2804.3759542399994,379.35973414,775.3726380399999,233.84995294,914.84897876,500.9446503599994,1634.42502658,1.67240653,1632.75262005,263.46489918000015,3194.7244239200004,6455.2721515099975,925.057677190016,23298.701064440014
2022-05-01,Monthly,Jumlah / Total,467.77229980000004,1298.78256203,1047.7134866499998,681.6188240800001,366.0946625699999,251.06907538000007,9795.448581370003,1731.1873424900002,1493.1272436299998,2875.956785360001,3695.177209890001,3993.0958593099995,498.02862323,1060.01095221,319.04379221,1309.7707819,806.2417097599994,2858.4409199700003,2.48580479,2855.95511518,303.5273141600002,4315.421458910001,10404.464114829996,1506.3180845800066,34943.271194960005
2022-05-01,Monthly,Bank-bank Pelaburan / Investment Banks,180.47741303,2.3091568700000003,2.3091568700000003,0.17169748,2.13745939,0.0,0.7240044199999999,0.7240044199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.97238592,53.14635043,25.474788079999996,318.10409875
2022-05-01,Monthly,Bank-bank Islam / Islamic Banks,46.57169212,572.4525761500001,491.58612822,333.65678247000005,157.92934574999992,80.86644793000016,2738.0876687900004,476.02191551,493.4176892800003,837.1810980900003,931.46696591,1188.71990507,118.66888909000001,284.63831417,85.19383927000001,394.92180314,305.2970594,1224.0158933900002,0.81339826,1223.2024951300002,40.06241498000001,1064.7246490700004,3896.045612889998,555.7856193099906,11326.46603176999
2022-06-01,Monthly,Bank-bank Pelaburan / Investment Banks,179.21213569999998,2.30768392,2.30768392,0.17169748,2.13598644,0.0,0.7253525700000001,0.7253525700000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.43369306,48.93113125,25.54327430000012,311.1532708000001
2022-06-01,Monthly,Jumlah / Total,442.39654506,1270.69711652,1020.22884645,646.5008997400001,373.72794670999997,250.46827006999996,10000.96276395,1737.8032313599997,1527.95091091,2943.1935278799992,3792.0150937999997,3988.2094950700002,489.9096861499999,1050.40309919,316.6363705,1311.98452404,819.2758151900009,2908.3773819199996,2.5347479799999997,2905.84263394,320.78019401000006,4453.890589920001,10744.34236411,1481.335737329995,35610.99218789
2022-06-01,Monthly,Bank-bank Perdagangan / Commercial Banks,231.18298594000004,695.88370819,531.12984996,319.99003726000007,211.13981269999994,164.75385823,7192.214886669999,1254.5410555899998,1014.1938271199997,2080.2387719399994,2843.24123202,2794.4028290300002,372.60971656999993,769.4056824099999,230.34453010000001,910.08260897,511.96029098000065,1651.86951074,1.7210682999999998,1650.1484424399998,282.7603126800001,3178.7380389200007,6543.68913412,910.4118600200018,23481.15326631
2022-06-01,Monthly,Bank-bank Islam / Islamic Banks,32.00142341999999,572.50572441,486.79131257,326.339165,160.45214757000002,85.71441183999997,2808.0225247099997,482.5368231999999,513.7570837900003,862.9547559399998,948.7738617799998,1193.80666604,117.29996958,280.99741678,86.2918404,401.9019150699999,307.3155242100002,1256.50787118,0.81367968,1255.6941915,38.01988132999998,1220.71885794,4151.722098740001,545.3806030099931,11818.685650779995
2022-07-01,Monthly,Bank-bank Perdagangan / Commercial Banks,234.79752002,697.2353785299999,545.9050118499999,342.44479743999995,203.46021441,151.33036668,7164.901218859997,1243.8803916499996,1012.0940937099995,2055.6620558399995,2853.264677659999,2819.9572973199997,385.22702005,737.6421114699999,241.96456842999999,949.27046938,505.8531279899995,1698.4607291499995,1.9193295899999998,1696.5413995599995,288.4849710999999,3194.8588311799995,6852.156240519998,914.6482819800112,23865.500468660004
2022-07-01,Monthly,Bank-bank Pelaburan / Investment Banks,179.05709756,2.30661932,2.30661932,0.17169748,2.1349218399999996,0.0,0.75184862,0.75184862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.214015229999994,49.22047854,25.61466280999997,311.16472208
2022-07-01,Monthly,Jumlah / Total,444.72466711,1304.36341515,1068.6712998599999,698.03262461,370.63867525,235.69211529000006,10068.728119539997,1741.7596665799995,1547.8010378399997,2952.5483994399992,3826.619015679999,4019.98093264,499.67835565,1018.7914062799999,328.70175740999997,1359.11161182,813.6978014799997,3008.4167257299996,2.7339141299999996,3005.6828115999997,325.8457862299999,4625.098802029999,11141.412851209998,1500.8643621800097,36439.43566182
2022-07-01,Monthly,Bank-bank Islam / Islamic Banks,30.870049530000003,604.8214173000001,520.4596686900001,355.41612969000005,165.043539,84.36174861000006,2903.07505206,497.12742631,535.7069441300002,896.8863435999999,973.35433802,1200.0236353200003,114.4513356,281.14929481,86.73718898,409.84114244,307.8446734900002,1309.9559965800001,0.8145845399999999,1309.1414120400002,37.36081513000001,1376.0259556199994,4240.0361321499995,560.6014173899985,12262.770471079997
2022-08-01,Monthly,Bank-bank Perdagangan / Commercial Banks,136.48196808,699.4483820899999,551.9346552299999,350.20637940999995,201.7282758199999,147.51372686000002,6901.138203440003,1199.79954824,959.7088655499998,1943.5888929399998,2798.0408967100025,2790.11816987,388.91537299000004,716.53564552,238.87081241999996,955.3093384199999,490.4870005200005,1632.3866602300002,1.7896304399999996,1630.59702979,299.5846226000002,3162.2360342399998,7277.138699129997,909.4155749699967,23807.948314649995
2022-08-01,Monthly,Bank-bank Islam / Islamic Banks,38.22398847,616.6886634700002,533.6618948500002,367.69861969000016,165.96327516000002,83.02676861999998,2832.5792516500005,498.43636339,521.6387226200002,865.5334767800002,946.97068886,1346.0665495,194.67396726999993,285.61284368,146.45135814000002,416.51828170000005,302.8100987100002,1286.44452991,0.7655251,1285.67900481,38.713308919999974,1404.9159906200002,4227.72723826,622.5979105899987,12413.95743139
2022-08-01,Monthly,Bank-bank Pelaburan / Investment Banks,175.88818894,2.30495356,2.30495356,0.17169748,2.1332560799999998,0.0,0.72699627,0.72699627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.45271838,49.419197319999995,25.684952029999977,308.47700649999996
2022-08-01,Monthly,Jumlah / Total,350.59414548999996,1318.44199912,1087.90150364,718.0766965800002,369.82480705999996,230.54049548,9734.444451360003,1698.9629079,1481.34758817,2809.1223697200003,3745.0115855700024,4136.1847193700005,583.58934026,1002.1484892000001,385.32217056,1371.82762012,793.2970992300006,2918.83119014,2.5551555399999994,2916.2760346,338.2979315200002,4621.60474324,11554.285134709997,1557.6984375899954,36530.38275253999
2022-09-01,Monthly,Bank-bank Islam / Islamic Banks,27.128286279999994,655.8715288999998,572.9974576699998,401.65331716999987,171.34414049999992,82.87407123000003,2911.6541660800003,516.3509558399999,549.2340460800003,899.03866067,947.03050349,1370.3004856199998,186.93909922,304.67097506,145.08227570999998,425.6385594399999,307.96957619,1302.1931482799996,0.75703901,1301.4361092699996,40.68719032000003,1492.1341325599997,3810.429499720001,623.0920356900006,12233.490473450001
2022-09-01,Monthly,Jumlah / Total,339.87004099,1346.71690018,1117.03276109,742.80199386,374.23076722999986,229.68413909000014,9675.968359659999,1649.9494208599995,1506.5374127400005,2837.3845218599986,3682.097004200001,4283.494271389999,587.36656253,1035.82082008,501.79642320000005,1370.80827028,787.7021952999994,2966.7471059500003,2.2647252,2964.4823807500006,345.89526995,4603.54038742,11255.74717283,1574.1728536800083,36392.15236205
2022-09-01,Monthly,Bank-bank Pelaburan / Investment Banks,174.07601376,2.3140406600000003,2.3140406600000003,0.18244168000000002,2.13159898,0.0,0.69950745,0.69950745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,49.300550539999996,25.752427290000014,252.14254069999998
2022-09-01,Monthly,Bank-bank Perdagangan / Commercial Banks,138.66574095,688.5313306200002,541.7212627600001,340.9662350100001,200.75502774999995,146.81006786000012,6763.6146861299985,1132.8989575699995,957.3033666600002,1938.3458611899985,2735.066500710001,2913.1937857699995,400.42746331000006,731.14984502,356.7141474900001,945.1697108400001,479.7326191099994,1664.553957670001,1.50768619,1663.046271480001,305.20807963,3111.40625386,7396.01712257,925.3283907000077,23906.519347900005
2022-10-01,Monthly,Jumlah / Total,335.87252824,1379.5164456999998,1146.4441149099998,774.21881775,372.22529715999997,233.07233079000002,9792.706899230001,1676.5906139800004,1545.4572468,2875.73422,3694.92481845,4358.64317162,576.28084932,1125.4429815,497.3478954099999,1399.99481496,759.5766304300007,3005.4593394800004,2.3105354100000004,3003.1488040700006,376.15195567000006,4630.726666370002,11223.815138430004,1567.0758710199987,36669.96801576001
2022-10-01,Monthly,Bank-bank Islam / Islamic Banks,20.99569336000001,667.5324915299999,584.6424076999999,417.23185600999994,167.41055168999998,82.89008382999998,3026.2846566000007,540.3938669400002,582.08319156,926.3668581999999,977.4407399000004,1444.4742019300004,188.49007218999998,372.17882079000003,144.81953506999997,423.28394314,315.70183074000033,1338.2192833700008,0.9980355200000001,1337.2212478500007,47.952956319999984,1462.104322840001,3874.1239760800017,624.6092513699914,12506.296833399996
2022-10-01,Monthly,Bank-bank Perdagangan / Commercial Banks,140.48238745,709.68212484,559.49987788,356.81526426,202.68461362,150.18224696000004,6765.56381928,1135.3383236900002,963.3740552399998,1949.3673617999998,2717.4840785499996,2914.1689696900003,387.79077713000004,753.26416071,352.52836033999995,976.71087182,443.8747996900004,1667.2400561099998,1.3124998900000004,1665.9275562199998,328.19899935000007,3117.425826700001,7300.499406020002,916.6128186600072,23859.874408100008
2022-10-01,Monthly,Bank-bank Pelaburan / Investment Banks,174.39444742999999,2.30182933,2.30182933,0.17169748,2.1301318499999997,0.0,0.8584233500000001,0.8584233500000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.19651683,49.19175633,25.853800990000025,303.79677426
2022-11-01,Monthly,Bank-bank Islam / Islamic Banks,17.56747135,700.6297904599999,613.1531712899998,445.57776218999993,167.5754090999999,87.47661917000005,3179.2721265300006,572.7424685500001,618.0456095600001,964.7862028100004,1023.6978456100001,1454.51605367,192.66136940999996,371.43196673,143.17644902999996,430.15605107,317.09021743000017,1216.9851267799995,0.98037253,1216.0047542499995,52.25521176000001,1418.8211505500008,3852.65713036,691.7436394700089,12584.447700930008
