date,frequency,sector,primary_agriculture,mining_quarrying,manufacturing_agro_based,electricity_gas_water,wholesale_retail_restaurants_hotels,construction,transport_storage_communication,finance_insurance_business,education_health_others,household_sector,other_sector_nec,impaired_loans
2018-12-01,Monthly,Bank-bank Islam / Islamic banks,46.153,376.634,434.28,80.327,,915.618,603.885,,139.083,3207.076,286.065,7578.466
2018-12-01,Monthly,Bank-bank saudagar atau pelaburan / Merchant or Investment banks,0.0,15.86,74.788,0.0,,36.713,0.0,,21.125,13.053,103.407,349.394
2018-12-01,Monthly,Jumlah / Total,160.991,536.368,2463.504,105.943,,2392.438,2297.608,,384.132,9799.271,725.81,24972.678
2018-12-01,Monthly,,160.991,536.368,2463.504,105.943,2312.676,2392.438,2297.608,3793.937,384.132,9799.271,725.81,24972.678
2018-12-01,Monthly,Bank-bank perdagangan / Commercial banks,114.838,143.874,1954.436,25.616,,1440.107,1693.723,,223.924,6579.142,336.338,17044.818
2019-01-01,Monthly,Bank-bank Islam / Islamic banks,102.629,376.096,447.44,80.911,,973.175,491.382,,135.399,3225.485,272.935,8084.206
2019-01-01,Monthly,Bank-bank saudagar atau pelaburan / Merchant or Investment banks,0.0,15.949,75.101,0.0,,36.714,0.0,,21.098,13.241,103.493,350.183
2019-01-01,Monthly,Jumlah / Total,237.981,539.652,2480.689,105.718,,2426.535,2172.491,,374.844,9859.512,731.166,25051.44
2019-01-01,Monthly,,237.981,539.652,2480.689,105.718,2360.001,2426.535,2172.491,3762.85,374.844,9859.512,731.166,25051.439
2019-01-01,Monthly,Bank-bank perdagangan / Commercial banks,135.352,147.607,1958.148,24.807,,1416.646,1681.109,,218.347,6620.786,354.738,16617.051
2019-02-01,Monthly,,297.615,542.699,2412.803,111.68,2386.348,2987.023,2192.95,3757.618,379.289,10087.965,725.973,25881.963
2019-02-01,Monthly,Bank-bank perdagangan / Commercial banks,137.905,150.567,1873.21,30.654,,1591.773,1697.437,,213.376,6713.033,349.623,16846.164
2019-02-01,Monthly,Bank-bank Islam / Islamic banks,159.71,376.102,464.21,81.026,,1358.537,495.513,,144.815,3334.397,273.092,8670.698
2019-02-01,Monthly,Bank-bank saudagar atau pelaburan / Merchant or Investment banks,0.0,16.03,75.383,0.0,,36.713,0.0,,21.098,40.535,103.258,365.101
2019-02-01,Monthly,Jumlah / Total,297.615,542.699,2412.803,111.68,,2987.023,2192.95,,379.289,10087.965,725.973,25881.963
2019-03-01,Monthly,,249.541,565.208,2461.599,111.857,2356.039,2444.154,2194.373,3647.173,368.532,9894.362,710.831,25003.669
2019-03-01,Monthly,Bank-bank perdagangan / Commercial banks,147.814,170.737,1912.912,30.385,,1632.056,1712.595,,212.702,6615.182,334.701,16861.108
2019-03-01,Monthly,Bank-bank Islam / Islamic banks,101.727,378.304,472.992,81.472,,775.431,481.778,,134.731,3239.288,272.777,7779.613
2019-03-01,Monthly,Bank-bank saudagar atau pelaburan / Merchant or Investment banks,0.0,16.167,75.695,0.0,,36.667,0.0,,21.098,39.892,103.353,362.948
2019-03-01,Monthly,Jumlah / Total,249.541,565.208,2461.599,111.857,,2444.154,2194.373,,368.531,9894.362,710.831,25003.669
2019-04-01,Monthly,,1164.165,544.563,2401.04,109.819,2401.0,2412.242,2250.758,3780.616,375.455,9772.694,704.38,25916.732
2019-04-01,Monthly,Bank-bank perdagangan / Commercial banks,212.53,153.389,1873.82,30.612,,1632.466,1744.372,,229.05,6509.534,323.108,16850.534
2019-04-01,Monthly,Bank-bank Islam / Islamic banks,951.636,374.916,451.222,79.207,,743.109,493.877,,125.306,3224.003,277.831,8702.904
2019-04-01,Monthly,Bank-bank saudagar atau pelaburan / Merchant or Investment banks,0.0,16.258,75.998,0.0,,36.667,12.509,,21.098,39.157,103.441,363.294
2019-04-01,Monthly,Jumlah / Total,1164.166,544.563,2401.04,109.819,,2412.242,2250.758,,375.454,9772.694,704.38,25916.732
2019-05-01,Monthly,Bank-bank Islam / Islamic banks,968.154,374.485,462.553,81.011,,700.46,561.799,,120.287,3314.148,277.796,8927.161
2019-05-01,Monthly,Bank-bank saudagar atau pelaburan / Merchant or Investment banks,0.0,16.353,96.535,0.0,,36.668,12.058,,21.098,40.226,103.536,381.19
2019-05-01,Monthly,Jumlah / Total,1184.095,543.475,2446.359,111.663,,2283.034,2338.498,,370.973,9967.607,707.934,26100.434
2019-05-01,Monthly,,1184.095,543.475,2446.359,111.663,2308.23,2283.034,2338.498,3838.566,370.973,9967.607,707.934,26100.434
2019-05-01,Monthly,Bank-bank perdagangan / Commercial banks,215.941,152.637,1887.271,30.652,,1545.906,1764.641,,229.588,6613.233,326.602,16792.083
2019-06-01,Monthly,,1241.049,522.335,3394.288,146.554,2231.874,2371.692,2323.017,3490.397,369.762,10127.285,705.832,26924.085
2019-06-01,Monthly,Bank-bank perdagangan / Commercial banks,263.154,128.411,2098.117,33.06,,1573.367,1763.556,,226.203,6718.691,326.18,16808.053
2019-06-01,Monthly,Bank-bank Islam / Islamic banks,977.896,377.479,1199.334,113.494,,761.657,547.703,,122.461,3368.664,276.026,9735.416
2019-06-01,Monthly,Bank-bank saudagar atau pelaburan / Merchant or Investment banks,0.0,16.445,96.837,0.0,,36.668,11.758,,21.098,39.93,103.626,380.616
2019-06-01,Monthly,Jumlah / Total,1241.05,522.335,3394.288,146.554,,2371.692,2323.017,,369.762,10127.285,705.832,26924.085
2019-07-01,Monthly,,1241.772,520.098,3594.595,146.465,2221.796,2451.259,2290.035,3415.151,371.829,10304.438,725.514,27282.952
2019-07-01,Monthly,Bank-bank perdagangan / Commercial banks,251.668,128.761,2234.088,33.525,,1610.003,1745.831,,224.321,6821.45,347.056,16995.507
2019-07-01,Monthly,Bank-bank Islam / Islamic banks,990.104,376.846,1263.557,112.94,,804.588,532.746,,126.41,3442.884,274.708,9908.497
2019-07-01,Monthly,Bank-bank saudagar atau pelaburan / Merchant or Investment banks,0.0,14.491,96.95,0.0,,36.668,11.458,,21.098,40.104,103.75,378.948
2019-07-01,Monthly,Jumlah / Total,1241.772,520.098,3594.595,146.465,,2451.259,2290.035,,371.829,10304.438,725.514,27282.952
2019-08-01,Monthly,Bank-bank Islam / Islamic banks,951.25,375.013,1444.625,111.014,,840.179,540.448,,115.952,3453.893,261.845,10095.526
2019-08-01,Monthly,Bank-bank saudagar atau pelaburan / Merchant or Investment banks,0.0,12.485,97.262,0.0,,36.672,11.158,,21.098,39.816,103.814,363.669
2019-08-01,Monthly,Jumlah / Total,1202.462,510.425,3898.528,168.909,,2505.651,2281.626,,365.039,10356.653,717.214,27618.403
2019-08-01,Monthly,,1202.462,510.425,3898.528,168.909,2309.224,2505.651,2281.626,3302.672,365.039,10356.653,717.215,27618.404
2019-08-01,Monthly,Bank-bank perdagangan / Commercial banks,251.212,122.927,2356.641,57.895,,1628.8,1730.02,,227.989,6862.944,351.555,17159.208
2019-09-01,Monthly,Bank-bank Islam / Islamic banks,949.566,372.311,1423.996,110.677,,821.271,475.035,,130.339,3573.93,205.214,10171.406
2019-09-01,Monthly,Bank-bank saudagar atau pelaburan / Merchant or Investment banks,0.0,12.547,97.565,0.0,,36.673,10.858,,21.098,40.275,103.902,364.462
2019-09-01,Monthly,Jumlah / Total,1143.296,503.991,3852.436,169.218,,2442.012,2249.446,,380.813,10684.884,635.593,27855.8
2019-09-01,Monthly,,1143.296,503.991,3852.436,169.218,2384.052,2442.012,2249.447,3410.056,380.815,10684.884,635.593,27855.8
2019-09-01,Monthly,Bank-bank perdagangan / Commercial banks,193.73,119.133,2330.875,58.541,,1584.068,1763.553,,229.376,7070.679,326.477,17319.932
2019-10-01,Monthly,,1138.905,468.66,3878.895,168.289,2385.647,2651.559,2230.207,3311.617,382.611,10707.492,651.533,27975.415
2019-10-01,Monthly,Bank-bank perdagangan / Commercial banks,186.215,117.062,2324.194,58.227,,1748.423,1745.233,,232.774,7071.192,342.802,17458.33
2019-10-01,Monthly,Bank-bank Islam / Islamic banks,952.691,341.08,1456.824,110.062,,866.464,474.416,,129.211,3592.763,204.734,10151.568
2019-10-01,Monthly,Bank-bank saudagar atau pelaburan / Merchant or Investment banks,0.0,10.518,97.877,0.0,,36.672,10.558,,20.626,43.537,103.997,365.517
2019-10-01,Monthly,Jumlah / Total,1138.906,468.66,3878.895,168.289,,2651.559,2230.207,,382.611,10707.492,651.533,27975.415
2019-11-01,Monthly,,1149.311,454.604,3754.407,168.545,2356.238,2609.733,2220.483,3293.446,384.611,10814.505,551.212,27757.095
2019-11-01,Monthly,Bank-bank perdagangan / Commercial banks,186.669,112.116,2230.228,58.427,,1674.879,1739.894,,230.601,7107.522,340.621,17309.591
2019-11-01,Monthly,Bank-bank Islam / Islamic banks,962.641,339.907,1425.999,110.118,,898.182,470.331,,133.384,3665.076,203.973,10188.056
2019-11-01,Monthly,Bank-bank saudagar atau pelaburan / Merchant or Investment banks,0.0,2.581,98.18,0.0,,36.672,10.258,,20.626,41.907,6.618,259.448
2019-11-01,Monthly,Jumlah / Total,1149.31,454.604,3754.407,168.545,,2609.733,2220.483,,384.611,10814.505,551.212,27757.095
2019-12-01,Monthly,Bank-bank Islam / Islamic banks,903.823,339.042,1261.294,76.821,,850.526,487.502,,134.864,3411.716,185.933,9451.052
2019-12-01,Monthly,Bank-bank saudagar atau pelaburan / Merchant or Investment banks,0.0,2.581,93.42,0.0,,36.672,11.73,,20.626,40.501,6.63,258.671
2019-12-01,Monthly,Jumlah / Total,1098.055,450.151,3461.224,134.581,,2654.984,1926.77,,459.865,10603.695,529.91,26793.638
2019-12-01,Monthly,,1098.054,450.151,3461.224,134.581,2160.534,2654.984,1926.77,3313.87,459.865,10603.695,529.91,26793.638
2019-12-01,Monthly,Bank-bank perdagangan / Commercial banks,194.232,108.528,2106.51,57.76,,1767.786,1427.538,,304.375,7151.478,337.347,17083.915
2020-01-01,Monthly,,1094.993,446.833,3409.107,134.563,2204.054,2782.493,1926.478,3282.986,463.481,10941.327,525.146,27211.461
2020-01-01,Monthly,Bank-bank perdagangan / Commercial banks,184.84,106.013,2094.047,57.373,,1777.86,1425.504,,308.431,7365.739,338.569,17369.852
2020-01-01,Monthly,Bank-bank Islam / Islamic banks,910.152,338.239,1221.328,77.19,,967.961,489.533,,134.424,3535.039,179.932,9585.038
2020-01-01,Monthly,Bank-bank saudagar atau pelaburan / Merchant or Investment banks,0.0,2.581,93.732,0.0,,36.672,11.441,,20.626,40.549,6.645,256.571
2020-01-01,Monthly,Jumlah / Total,1094.992,446.833,3409.107,134.563,,2782.493,1926.478,,463.481,10941.327,525.146,27211.461
2020-02-01,Monthly,Bank-bank Islam / Islamic banks,986.957,159.579,1324.282,77.498,,847.668,494.718,,133.841,3644.371,160.437,9587.933
2020-02-01,Monthly,Bank-bank saudagar atau pelaburan / Merchant or Investment banks,0.0,2.552,91.922,0.0,,36.545,11.152,,20.626,40.269,6.315,253.748
2020-02-01,Monthly,Jumlah / Total,1195.782,271.958,3663.315,135.506,,2685.564,2021.886,,467.405,11025.03,551.913,27524.102
2020-02-01,Monthly,,1195.782,271.958,3663.315,135.506,2206.311,2685.564,2021.886,3299.431,467.406,11025.03,551.913,27524.102
2020-02-01,Monthly,Bank-bank perdagangan / Commercial banks,208.825,109.827,2247.111,58.008,,1801.351,1516.016,,312.938,7340.39,385.161,17682.421
2020-03-01,Monthly,Bank-bank Islam / Islamic banks,1004.324,159.334,1306.454,63.7,,789.911,490.097,,130.373,3741.695,181.014,9625.925
2020-03-01,Monthly,Bank-bank saudagar atau pelaburan / Merchant or Investment banks,0.0,2.551,92.235,0.0,,36.545,10.862,,20.626,69.704,6.312,283.269
2020-03-01,Monthly,Jumlah / Total,1221.407,274.472,3835.086,122.038,,2577.179,2024.904,,469.523,11327.215,581.572,27937.907
2020-03-01,Monthly,,1221.406,274.472,3835.086,122.038,2209.227,2577.18,2024.904,3295.283,469.524,11327.215,581.572,27937.907
2020-03-01,Monthly,Bank-bank perdagangan / Commercial banks,217.083,112.587,2436.397,58.338,,1750.723,1523.945,,318.524,7515.816,394.246,18028.713
2020-04-01,Monthly,,1235.748,266.93,3866.515,121.411,2236.949,2576.479,2015.025,3503.935,485.478,10883.881,584.015,27776.366
2020-04-01,Monthly,Bank-bank perdagangan / Commercial banks,223.638,105.78,2440.813,58.291,,1761.166,1515.343,,321.133,7208.247,398.294,17808.349
2020-04-01,Monthly,Bank-bank Islam / Islamic banks,1012.109,158.774,1333.165,63.12,,778.768,489.11,,143.719,3629.771,179.842,9632.966
2020-04-01,Monthly,Bank-bank saudagar atau pelaburan / Merchant or Investment banks,0.0,2.376,92.537,0.0,,36.545,10.572,,20.626,45.863,5.879,335.051
2020-04-01,Monthly,Jumlah / Total,1235.747,266.93,3866.515,121.411,,2576.479,2015.025,,485.478,10883.881,584.015,27776.366
2020-05-01,Monthly,,1243.026,267.443,4219.916,121.131,2276.332,2494.791,1731.069,3489.536,519.648,10461.242,576.991,27401.125
2020-05-01,Monthly,Bank-bank perdagangan / Commercial banks,216.868,106.036,2782.389,58.294,,1578.518,1509.333,,355.541,6936.367,398.023,17797.147
2020-05-01,Monthly,Bank-bank Islam / Islamic banks,1026.158,159.032,1344.678,62.837,,879.415,211.453,,143.481,3475.357,173.09,9313.035
2020-05-01,Monthly,Bank-bank saudagar atau pelaburan / Merchant or Investment banks,0.0,2.375,92.849,0.0,,36.858,10.283,,20.626,49.518,5.878,290.943
2020-05-01,Monthly,Jumlah / Total,1243.026,267.443,4219.916,121.131,,2494.791,1731.069,,519.648,10461.242,576.991,27401.125
2020-06-01,Monthly,,1225.328,264.453,3829.826,110.676,2250.359,2310.198,1794.861,3508.102,510.239,9772.44,398.622,25975.104
2020-06-01,Monthly,Bank-bank perdagangan / Commercial banks,214.494,104.858,2378.067,58.033,,1433.447,1577.171,,347.067,6474.746,229.724,16646.167
2020-06-01,Monthly,Bank-bank saudagar atau pelaburan / Merchant or Investment banks,0.0,2.374,93.152,0.0,,36.791,8.423,,20.626,53.764,5.875,293.671
2020-06-01,Monthly,Jumlah / Total,1225.466,264.782,3827.301,110.582,,2308.859,1795.435,,510.18,9772.44,398.622,25975.105
2020-06-01,Monthly,Bank-bank Islam / Islamic banks,1010.972,157.55,1356.082,52.549,,838.621,209.841,,142.487,3243.93,163.023,9035.267
2020-07-01,Monthly,Bank-bank Islam / Islamic banks,1009.229,157.449,1354.825,39.003,,821.431,208.122,,139.924,3083.743,161.039,8845.04
2020-07-01,Monthly,Bank-bank saudagar atau pelaburan / Merchant or Investment banks,0.0,2.373,91.657,0.0,,36.792,8.384,,20.626,55.725,5.874,292.316
2020-07-01,Monthly,Jumlah / Total,1219.751,263.509,3809.565,96.642,,2291.69,1856.146,,519.231,9264.281,395.985,25436.045
2020-07-01,Monthly,,1219.751,263.509,3809.565,96.642,2266.42,2291.691,1856.146,3452.824,519.231,9264.281,395.985,25436.045
2020-07-01,Monthly,Bank-bank perdagangan / Commercial banks,210.522,103.687,2363.083,57.639,,1433.467,1639.64,,358.681,6124.813,229.072,16298.689
2020-08-01,Monthly,Bank-bank Islam / Islamic banks,1206.211,157.436,1391.296,39.141,,816.387,203.546,,139.272,2961.894,158.608,8907.762
2020-08-01,Monthly,Bank-bank saudagar atau pelaburan / Merchant or Investment banks,0.0,2.373,88.296,0.0,,36.694,8.363,,20.626,47.946,5.874,306.597
2020-08-01,Monthly,Jumlah / Total,1412.49,262.534,3801.402,96.44,,2271.326,1809.235,,519.387,8899.896,404.425,25117.513
2020-08-01,Monthly,,1412.49,262.534,3801.402,96.44,2176.058,2271.326,1809.235,3464.32,519.387,8899.896,404.425,25117.513
2020-08-01,Monthly,Bank-bank perdagangan / Commercial banks,206.279,102.725,2321.81,57.299,,1418.245,1597.326,,359.489,5890.056,239.943,15903.154
2020-09-01,Monthly,,1392.173,260.887,3961.738,96.379,2086.549,2316.387,1875.305,3413.136,509.242,8591.649,397.18,24900.625
2020-09-01,Monthly,Bank-bank perdagangan / Commercial banks,190.78,101.905,2499.352,57.066,,1437.448,1665.217,,350.834,5689.447,240.123,15860.206
2020-09-01,Monthly,Bank-bank Islam / Islamic banks,1201.393,156.61,1373.788,39.313,,842.244,201.795,,137.782,2857.16,157.057,8742.978
2020-09-01,Monthly,Bank-bank saudagar atau pelaburan / Merchant or Investment banks,0.0,2.372,88.598,0.0,,36.695,8.293,,20.626,45.042,0.0,297.441
2020-09-01,Monthly,Jumlah / Total,1392.173,260.887,3961.738,96.379,,2316.387,1875.305,,509.242,8591.649,397.18,24900.625
2020-10-01,Monthly,,1383.536,131.469,3973.22,187.581,2111.015,2321.189,1801.874,3472.644,510.142,9434.356,383.958,25710.984
2020-10-01,Monthly,Bank-bank perdagangan / Commercial banks,185.909,86.042,2512.456,56.997,,1442.272,1585.785,,351.504,6149.636,230.181,16311.263
2020-10-01,Monthly,Bank-bank saudagar atau pelaburan / Merchant or Investment banks,0.0,2.371,88.911,0.0,,36.696,8.263,,20.626,43.165,0.0,295.833
2020-10-01,Monthly,Jumlah / Total,1383.536,131.469,3973.22,187.581,,2321.189,1801.874,,510.142,9434.356,383.958,25710.984
2020-10-01,Monthly,Bank-bank Islam / Islamic banks,1197.627,43.056,1371.853,130.584,,842.221,207.826,,138.012,3241.555,153.777,9103.888
2020-11-01,Monthly,,1372.63,137.798,3907.392,188.465,2175.8,2265.756,1766.27,3287.796,904.212,11456.568,382.161,27844.848
2020-11-01,Monthly,Bank-bank perdagangan / Commercial banks,185.239,92.003,2489.132,57.197,,1408.156,1562.683,,742.636,7436.29,230.81,18012.953
2020-11-01,Monthly,Bank-bank Islam / Islamic banks,1187.391,43.425,1329.047,131.268,,820.903,195.367,,140.95,3976.935,151.351,9535.345
2020-11-01,Monthly,Bank-bank saudagar atau pelaburan / Merchant or Investment banks,0.0,2.37,89.213,0.0,,36.697,8.22,,20.626,43.343,0.0,296.55
2020-11-01,Monthly,Jumlah / Total,1372.63,137.798,3907.392,188.465,,2265.756,1766.27,,904.212,11456.568,382.161,27844.848
2020-12-01,Monthly,Bank-bank Islam / Islamic banks,1162.97,45.875,1293.328,131.581,,821.412,187.731,,129.353,3937.943,140.335,9449.32
2020-12-01,Monthly,Bank-bank saudagar atau pelaburan / Merchant or Investment banks,0.0,2.369,89.526,0.0,,36.698,7.92,,0.0,43.442,0.0,237.487
2020-12-01,Monthly,Jumlah / Total,1349.748,151.955,3740.566,188.645,,2706.798,2157.73,,819.317,11783.166,358.884,28631.525
2020-12-01,Monthly,,1349.748,151.955,3740.566,188.645,2250.192,2706.798,2157.73,3124.524,819.317,11783.166,358.884,28631.525
2020-12-01,Monthly,Bank-bank perdagangan / Commercial banks,186.778,103.711,2357.712,57.064,,1848.688,1962.079,,689.964,7801.781,218.549,18944.718
2021-01-01,Monthly,,1356.156,152.254,3743.268,188.417,2431.601,2706.381,2173.069,3191.014,851.903,12261.835,378.179,29434.077
2021-01-01,Monthly,Bank-bank perdagangan / Commercial banks,184.171,104.937,2361.541,56.538,,1843.477,1972.716,,719.411,8199.305,234.934,19585.725
2021-01-01,Monthly,Bank-bank Islam / Islamic banks,1171.985,44.949,1291.889,131.879,,826.205,192.733,,132.492,4018.83,143.245,9581.985
2021-01-01,Monthly,Bank-bank saudagar atau pelaburan / Merchant or Investment banks,0.0,2.368,89.838,0.0,,36.699,7.62,,0.0,43.7,0.0,266.367
2021-01-01,Monthly,Jumlah / Total,1356.156,152.254,3743.268,188.417,,2706.381,2173.069,,851.903,12261.835,378.179,29434.077
2021-02-01,Monthly,,1360.361,145.487,3827.572,186.384,2428.357,2737.383,2175.484,3196.856,831.366,12077.989,380.308,29347.547
2021-02-01,Monthly,Bank-bank perdagangan / Commercial banks,183.348,98.031,2391.875,56.5,,1875.118,1968.457,,701.494,8048.231,234.781,19456.427
2021-02-01,Monthly,Bank-bank Islam / Islamic banks,1177.013,45.088,1345.677,129.884,,825.716,199.407,,129.872,3986.074,145.527,9625.521
2021-02-01,Monthly,Bank-bank saudagar atau pelaburan / Merchant or Investment banks,0.0,2.368,90.02,0.0,,36.549,7.62,,0.0,43.684,0.0,265.599
2021-02-01,Monthly,Jumlah / Total,1360.361,145.487,3827.572,186.384,,2737.383,2175.484,,831.366,12077.989,380.308,29347.547
2021-03-01,Monthly,,1365.795,144.24,3834.556,186.642,2461.586,2485.859,2237.317,3238.261,817.032,12195.196,386.6,29353.084
2021-03-01,Monthly,Bank-bank perdagangan / Commercial banks,183.26,97.895,2418.122,56.748,,1629.165,2041.716,,687.867,8112.153,241.737,19416.473
2021-03-01,Monthly,Bank-bank Islam / Islamic banks,1182.535,43.978,1326.201,129.894,,820.149,188.452,,129.165,4039.075,144.863,9671.421
2021-03-01,Monthly,Bank-bank saudagar atau pelaburan / Merchant or Investment banks,0.0,2.367,90.233,0.0,,36.545,7.149,,0.0,43.968,0.0,265.19
2021-03-01,Monthly,Jumlah / Total,1365.795,144.24,3834.556,186.642,,2485.859,2237.317,,817.032,12195.196,386.6,29353.084
2021-04-01,Monthly,Bank-bank Islam / Islamic banks,1176.798,43.989,1288.974,128.594,,802.101,185.221,,120.391,3962.682,124.193,9602.747
2021-04-01,Monthly,Bank-bank saudagar atau pelaburan / Merchant or Investment banks,0.0,2.366,90.435,0.0,,36.545,6.994,,0.0,43.106,0.0,264.652
2021-04-01,Monthly,Jumlah / Total,1357.536,143.783,3695.564,185.002,,2544.233,2222.751,,814.148,11920.566,361.419,29059.225
2021-04-01,Monthly,,1357.536,143.783,3695.564,185.002,2474.022,2544.233,2222.751,3340.201,814.148,11920.566,361.419,29059.225
2021-04-01,Monthly,Bank-bank perdagangan / Commercial banks,180.738,97.428,2316.155,56.408,,1705.587,2030.536,,693.757,7914.778,237.226,19191.826
2021-05-01,Monthly,,1368.048,142.591,3870.337,184.63,2460.689,2575.601,2215.382,3342.154,814.666,12260.155,364.246,29598.499
2021-05-01,Monthly,Bank-bank perdagangan / Commercial banks,199.447,96.236,2507.522,56.199,,1722.395,2018.827,,695.796,8105.179,240.396,19592.97
2021-05-01,Monthly,Bank-bank Islam / Islamic banks,1168.601,43.99,1272.067,128.431,,816.661,190.039,,118.87,4111.521,123.85,9740.597
2021-05-01,Monthly,Bank-bank saudagar atau pelaburan / Merchant or Investment banks,0.0,2.365,90.748,0.0,,36.545,6.516,,0.0,43.455,0.0,264.932
2021-05-01,Monthly,Jumlah / Total,1368.048,142.591,3870.337,184.63,,2575.601,2215.382,,814.666,12260.155,364.246,29598.499
2021-06-01,Monthly,,1351.038,248.37,3958.716,179.921,2485.637,2803.67,2189.986,3579.421,815.836,12161.964,429.651,30204.21
2021-06-01,Monthly,Bank-bank perdagangan / Commercial banks,193.502,200.023,2516.31,51.019,,1828.653,1997.083,,698.829,8094.316,227.584,20036.795
2021-06-01,Monthly,Bank-bank Islam / Islamic banks,1157.536,45.983,1351.39,128.902,,938.472,186.648,,117.007,4025.521,202.067,9931.161
2021-06-01,Monthly,Bank-bank saudagar atau pelaburan / Merchant or Investment banks,0.0,2.364,91.016,0.0,,36.545,6.255,,0.0,42.127,0.0,263.359
2021-06-01,Monthly,Jumlah / Total,1351.038,248.37,3958.716,179.921,,2803.67,2189.986,,815.836,12161.964,429.651,30231.315
2021-07-01,Monthly,,1360.266,237.004,4013.275,180.778,2633.735,2772.139,2172.273,3586.15,791.196,12888.588,396.366,31031.77
2021-07-01,Monthly,Bank-bank perdagangan / Commercial banks,184.534,188.991,2539.343,51.677,,1783.958,1979.853,,672.14,8546.145,232.309,20497.557
2021-07-01,Monthly,Bank-bank Islam / Islamic banks,1175.732,45.869,1382.604,129.101,,951.636,186.45,,119.056,4300.053,164.057,10270.805
2021-07-01,Monthly,Bank-bank saudagar atau pelaburan / Merchant or Investment banks,0.0,2.144,91.328,0.0,,36.545,5.97,,0.0,42.39,0.0,263.408
2021-07-01,Monthly,Jumlah / Total,1360.266,237.004,4013.275,180.778,,2772.139,2172.273,,791.196,12888.588,396.366,31031.77
2021-08-01,Monthly,,1349.29,275.453,3981.191,180.501,2717.981,2733.064,2103.434,3592.266,802.476,12945.668,381.468,31062.792
2021-08-01,Monthly,Bank-bank perdagangan / Commercial banks,183.424,137.121,2529.852,51.504,,1730.618,1912.597,,673.816,8614.927,229.609,20439.601
2021-08-01,Monthly,Bank-bank Islam / Islamic banks,1165.866,136.189,1359.699,128.997,,965.901,185.016,,128.66,4288.628,151.859,10362.195
2021-08-01,Monthly,Bank-bank saudagar atau pelaburan / Merchant or Investment banks,0.0,2.143,91.64,0.0,,36.545,5.821,,0.0,42.113,0.0,260.996
2021-08-01,Monthly,Jumlah / Total,1349.29,275.453,3981.191,180.501,,2733.064,2103.434,,802.476,12945.668,381.468,31062.792
2021-09-01,Monthly,Bank-bank Islam / Islamic banks,963.342,74.757,771.125,129.023,,936.621,183.781,,129.794,4265.04,143.971,9234.043
2021-09-01,Monthly,Bank-bank saudagar atau pelaburan / Merchant or Investment banks,0.0,2.142,91.777,0.0,,36.545,5.671,,0.0,42.238,0.0,261.097
2021-09-01,Monthly,Jumlah / Total,1121.341,171.091,3212.382,180.5,,2532.175,2077.004,,825.554,13077.177,380.271,29468.678
2021-09-01,Monthly,Bank-bank perdagangan / Commercial banks,157.999,94.192,2349.48,51.477,,1559.009,1887.552,,695.76,8769.899,236.3,19973.538
2021-10-01,Monthly,Bank-bank Islam / Islamic banks,955.322,33.233,708.42,128.896,,950.387,307.71,,130.534,3954.677,141.11,8941.682
2021-10-01,Monthly,Bank-bank saudagar atau pelaburan / Merchant or Investment banks,0.0,2.141,92.09,0.0,,36.545,5.521,,0.0,45.65,0.0,265.247
2021-10-01,Monthly,Jumlah / Total,1111.457,128.072,3109.679,166.235,,2555.981,2024.712,,743.287,12554.13,384.985,28662.251
2021-10-01,Monthly,Bank-bank perdagangan / Commercial banks,156.135,92.698,2309.169,37.339,,1569.049,1711.481,,612.753,8553.803,243.875,19455.322
2021-11-01,Monthly,Bank-bank perdagangan / Commercial banks,155.445,88.916,2281.695,28.002,,1515.188,1703.847,,613.012,8278.858,242.02,19130.4
2021-11-01,Monthly,Bank-bank Islam / Islamic banks,974.167,33.193,710.756,129.074,,863.404,303.138,,130.116,3767.662,137.723,8613.132
2021-11-01,Monthly,Bank-bank saudagar atau pelaburan / Merchant or Investment banks,0.0,2.14,92.392,0.0,,36.545,5.371,,0.0,44.005,0.0,263.691
2021-11-01,Monthly,Jumlah / Total,1129.612,124.249,3084.843,157.076,,2415.137,2012.356,,743.128,12090.525,379.743,28007.223
2021-12-01,Monthly,Bank-bank perdagangan / Commercial banks,151.633,1154.811,2084.709,30.606,,1448.853,1689.813,,584.92,7965.269,191.531,19439.797
2021-12-01,Monthly,Bank-bank Islam / Islamic banks,964.422,346.985,644.666,136.952,,1082.173,271.886,,126.737,3561.489,127.408,8917.141
2021-12-01,Monthly,Bank-bank saudagar atau pelaburan / Merchant or Investment banks,0.0,2.139,6.669,0.0,,36.545,5.099,,0.0,43.446,0.0,259.22
2021-12-01,Monthly,Jumlah / Total,1116.055,1503.935,2736.044,167.558,,2567.571,1966.798,,711.657,11570.204,318.939,28616.158
2022-01-01,Monthly,Bank-bank perdagangan / Commercial banks,153.2,1155.245,2084.244,30.753,,1446.108,1667.778,,587.282,8049.079,187.989,19522.608
2022-01-01,Monthly,Bank-bank Islam / Islamic banks,969.455,402.981,592.798,136.355,,1087.522,296.68,,125.726,3628.043,125.796,8938.045
2022-01-01,Monthly,Bank-bank saudagar atau pelaburan / Merchant or Investment banks,0.0,2.139,6.669,0.0,,36.545,5.037,,0.0,43.454,0.0,259.786
2022-01-01,Monthly,Jumlah / Total,1122.655,1560.365,2683.711,167.108,,2570.175,1969.495,,713.008,11720.576,313.785,28720.439
