date,frequency,sector,primary_agriculture,mining_quarrying,manufacturing_agro_based,electricity_gas_water,wholesale_retail_restaurants_hotels,construction,transport_storage_communication,finance_insurance_business,education_health_others,household_sector,other_sector_nec,impaired_loans
2022-02-01,Monthly,Bank-bank perdagangan / Commercial banks,149.489,1130.282,2114.96,30.603,,1488.2,1671.761,,595.048,8128.002,188.579,19690.95
2022-02-01,Monthly,Bank-bank Islam / Islamic banks,976.664,753.164,589.417,143.847,,1098.682,290.189,,123.416,3750.519,124.851,9439.914
2022-02-01,Monthly,Bank-bank saudagar atau pelaburan / Merchant or Investment banks,0.0,2.138,6.469,0.0,,36.545,4.87,,0.0,43.36,0.0,258.644
2022-02-01,Monthly,Jumlah / Total,1126.153,1885.584,2710.846,174.45,,2623.427,1966.82,,718.464,11921.881,313.43,29389.508
2022-03-01,Monthly,Bank-bank perdagangan / Commercial banks,148.185,1095.112,2149.726,34.443,,1455.214,1601.282,,598.943,8199.28,189.377,19690.714
2022-03-01,Monthly,Bank-bank Islam / Islamic banks,879.823,572.727,611.738,270.183,,1232.432,265.442,,132.877,3792.392,508.185,10045.15
2022-03-01,Monthly,Bank-bank saudagar atau pelaburan / Merchant or Investment banks,0.0,57.655,6.469,0.0,,36.545,4.67,,0.0,43.372,0.0,314.484
2022-03-01,Monthly,Jumlah / Total,1028.008,1725.494,2767.933,304.626,,2724.191,1871.394,,731.82,12035.044,697.562,30050.348
2022-04-01,Monthly,Bank-bank perdagangan / Commercial banks,153.845,1092.658,2138.515,33.798,,1470.782,1593.57,,605.27,8369.304,195.984,19905.503
2022-04-01,Monthly,Bank-bank Islam / Islamic banks,912.664,564.631,762.376,274.246,,1216.215,271.537,,132.929,3955.038,520.687,10402.125
2022-04-01,Monthly,Bank-bank saudagar atau pelaburan / Merchant or Investment banks,0.0,57.877,6.269,0.0,,36.545,4.56,,0.0,43.701,0.0,314.816
2022-04-01,Monthly,Jumlah / Total,1066.509,1715.166,2907.16,308.044,,2723.542,1869.667,,738.199,12368.043,716.671,30622.444
2022-05-01,Monthly,Bank-bank perdagangan / Commercial banks,144.074,1107.838,2078.817,151.397,,1545.329,1554.918,,615.907,8807.425,198.168,20478.076
2022-05-01,Monthly,Bank-bank Islam / Islamic banks,922.442,850.455,816.888,273.646,,1361.48,299.963,,126.665,4195.77,520.641,11263.814
2022-05-01,Monthly,Bank-bank saudagar atau pelaburan / Merchant or Investment banks,0.0,58.106,6.269,0.0,,36.545,4.47,,0.0,43.688,0.0,312.078
2022-05-01,Monthly,Jumlah / Total,1066.516,2016.399,2901.974,425.043,,2943.354,1859.351,,742.572,13046.883,718.809,32053.968
2022-06-01,Monthly,Bank-bank Islam / Islamic banks,927.422,764.659,800.519,269.046,,1555.382,277.223,,126.642,4270.569,525.874,11403.255
2022-06-01,Monthly,Bank-bank saudagar atau pelaburan / Merchant or Investment banks,0.0,56.565,6.269,0.0,,36.545,0.0,,0.0,43.685,0.0,304.768
2022-06-01,Monthly,Jumlah / Total,1058.47,1929.544,2873.294,409.471,,3151.997,1773.801,,742.916,13276.715,749.485,32445.744
2022-06-01,Monthly,Bank-bank perdagangan / Commercial banks,131.048,1108.32,2066.506,140.425,,1560.07,1496.578,,616.274,8962.461,223.611,20737.721
