date,frequency,industry,bank,total_financing,stage_1_ecl,stage_2_ecl_not_impaired,stage_3_ecl_impaired,total_provisions,gross_impaired_ratio,net_impaired_ratio
2024-01-01,Monthly,Jumlah / Total,Jumlah / Total,890514.6304688596,820856.0228402097,56494.99118326993,13163.616445379997,12077.827967000001,1.478203276508697,0.9767455717534316
2024-01-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),20969.526739269997,19479.714806499996,1120.5063450400003,369.3055877300002,214.643816,1.761153660365616,1.1072598836891543
2024-01-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,869545.1037295896,801376.3080337096,55374.48483822993,12794.310857649998,11863.184151000001,1.4713797826902333,0.9736031673657904
2024-02-01,Monthly,Jumlah / Total,Jumlah / Total,898406.2636492292,829262.3092847392,55544.145573190006,13599.808791300004,12283.799762999999,1.5137704779638388,0.9922318309291401
2024-02-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),22548.05628748001,21058.74310763001,1117.9640268099997,371.34915304000003,212.789936,1.6469231241284183,1.045698171859231
2024-02-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,875858.2073617491,808203.5661771091,54426.18154638001,13228.459638260003,12071.009827,1.5103426019271577,0.9908565427242522
2024-03-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),22137.072951380018,20691.20174607002,1073.89077283,371.9804324800001,201.387266,1.6803505743373852,1.116706379291999
2024-03-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,884385.9366023899,816447.5077271599,54779.75099588996,13158.677879340012,11992.652582,1.4878886394205528,0.975937283229017
2024-03-01,Monthly,Jumlah / Total,Jumlah / Total,906523.00955377,837138.70947323,55853.64176871996,13530.658311820012,12194.039848,1.4925885133881367,0.9793730434617226
2024-04-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,884837.5727084309,816311.121877161,55252.42459967,13274.02623159999,12161.559182,1.5001653005047073,0.9757354725180557
2024-04-01,Monthly,Jumlah / Total,Jumlah / Total,906491.303659071,836499.3329222309,56341.69255815999,13650.27817867999,12364.497417,1.5058366388712563,0.9801979504697144
2024-04-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),21653.730950639998,20188.21104507,1089.2679584899997,376.25194708000004,202.93823500000002,1.737584843635824,1.1626439998242022
2024-05-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),21758.475003260006,20088.341141100005,1298.8404646199995,371.2933975399999,223.335399,1.7064311606597895,1.1369443241473118
2024-05-01,Monthly,Jumlah / Total,Jumlah / Total,911056.34074868,840693.9829217503,56488.49156619995,13873.866260729987,12243.206805999998,1.5228329621556487,0.982679761146496
2024-05-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,889297.8657454201,820605.6417806502,55189.65110157995,13502.572863189987,12019.871406999999,1.5183408600527752,0.9789065525785974
2024-06-01,Monthly,Jumlah / Total,Jumlah / Total,920151.4368628893,848259.7508451692,58091.64456873002,13800.041448989992,12291.503956999999,1.4997576372905586,0.971830634663503
2024-06-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),21729.73817616001,19690.582081790013,1678.5271354900003,360.62895888000014,224.517448,1.6596102353209714,1.0749868650913728
2024-06-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,898421.6986867293,828569.1687633792,56413.11743324002,13439.412490109991,12066.986508999998,1.4958913514394292,0.9693371260436994
2024-07-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,902436.3653985604,832136.9709943604,56763.075151250014,13536.319252949996,12113.113072,1.4999749314148805,0.9660858608004497
2024-07-01,Monthly,Jumlah / Total,Jumlah / Total,924281.3556413704,851529.8795029204,58856.53888387002,13894.937254579996,12327.785266,1.503323330041438,0.9683427995086736
2024-07-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),21844.990242810007,19392.90850856001,2093.4637326199995,358.61800163,214.67219400000002,1.641648715077977,1.0616232071393472
2024-08-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),21045.752161160002,18591.83865791,2096.16894545,357.7445578000001,215.505111,1.6998421109425528,1.0938022436153427
2024-08-01,Monthly,Jumlah / Total,Jumlah / Total,929054.6293336204,855643.2820391204,59420.948490100025,13990.398804399998,12308.501816,1.5058747206754506,0.9641260862793946
2024-08-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,908008.8771724604,837051.4433812104,57324.779544650024,13632.654246599997,12092.996705,1.5013789610793324,0.9611224955325992
2024-09-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),19112.538914900004,16371.676205210004,2379.25674525,361.60596444,217.087932,1.8919828812387371,1.2102592412941748
2024-09-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,914407.8568360592,842336.3087122493,58691.01570549998,13380.532418309987,11971.041142000002,1.4633002459764444,0.9510771468387376
2024-09-01,Monthly,Jumlah / Total,Jumlah / Total,933520.3957509593,858707.9849174593,61070.27245074998,13742.138382749987,12188.129074000002,1.4720769300059362,0.9563745060160141
2024-10-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),21513.476069330012,18845.67262448001,2313.0836414200003,354.71980343000007,217.071878,1.6488260766733778,1.0421555681776073
2024-10-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,921897.2113011095,848619.6869616595,59755.78491817003,13521.73942128,12057.250664,1.4667296153544322,0.9515127786551055
2024-10-01,Monthly,Jumlah / Total,Jumlah / Total,943410.6873704395,867465.3595861394,62068.86855959003,13876.45922471,12274.322542,1.4708821312367932,0.9535779047628274
2024-11-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),21357.936589819987,19902.976689149986,1183.91248735,271.04741332000003,137.19012300000003,1.2690711585368768,1.0241664138773432
2024-11-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,929174.60177712,856630.77917215,58973.287179450024,13570.53542552001,11984.006002000002,1.4604935821066662,0.9478532687466327
2024-11-01,Monthly,Jumlah / Total,Jumlah / Total,950532.53836694,876533.7558612999,60157.19966680002,13841.582838840011,12121.196125000002,1.4561924268916149,0.9495725333721706
2024-12-01,Monthly,Jumlah / Total,Jumlah / Total,960635.54821515,888223.91190699,59463.10694679,12948.529361369987,11428.839583,1.347912783930202,0.9217038063895246
2024-12-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),21473.95610705001,19568.287235100008,1640.468033050001,265.2008389000001,130.839796,1.2349882694085108,1.0611312151832193
2024-12-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,939161.5921081,868655.6246718899,57822.638913740004,12683.328522469987,11297.999787,1.3504948061174655,0.918507461001361
2025-01-01,Monthly,Jumlah / Total,Jumlah / Total,965166.5449896097,893307.5766736798,58627.35066890001,13231.617647029998,11521.037476000001,1.3709154876656482,0.926257000688935
2025-01-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,943660.5482583997,873282.8055945798,57417.23473660001,12960.507927219998,11398.246928,1.37342903135451,0.9219600831091539
2025-01-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),21505.996731209998,20024.7710791,1210.1159322999995,271.1097198100001,122.790548,1.2606238306386397,1.1142203769376315
2025-02-01,Monthly,Jumlah / Total,Jumlah / Total,968956.7704151298,895439.0625234199,60390.24669175996,13127.46119995001,11547.402146999999,1.35480359916633,0.90339263285678
2025-02-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),21060.17758485999,19567.38479024999,1217.15851642,275.63427819,123.66064399999999,1.3087937035637889,1.1534199613787357
2025-02-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,947896.5928302698,875871.6777331699,59173.08817533996,12851.82692176001,11423.741503,1.3558258378571104,0.8978205557058799
2025-03-01,Monthly,Jumlah / Total,Jumlah / Total,976554.0337278503,902504.8005174703,61007.47944806007,13041.753762320008,11405.466507,1.3354871632176917,0.8965124663131507
2025-03-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,954480.9780797804,882389.9361991003,59319.44267329007,12771.599207390007,11277.477985,1.338067441960325,0.8922901303167203
2025-03-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),22073.055648070003,20114.864318370004,1688.0367747699995,270.15455492999996,127.98852199999999,1.2239109946412037,1.0785405826985557
2025-04-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,957205.9245458903,883448.4661347902,60773.63693727002,12983.821473830001,11301.923287999998,1.3564292845334902,0.9188651042152203
2025-04-01,Monthly,Jumlah / Total,Jumlah / Total,979058.2876661803,901812.5390609503,63988.359048340026,13257.38955689,11428.385775999997,1.3540960455472126,0.9230113387264329
2025-04-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),21852.363120290007,18364.072926160006,3214.722111070002,273.56808306000005,126.46248800000001,1.2518924454719087,1.1040987061029592
2025-05-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),23622.254730610006,19659.130126890006,3667.3440487199996,295.78055499999994,128.065212,1.2521266846586152,1.1181144588707477
2025-05-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,964063.113768671,888966.2844189411,61751.28930261003,13345.540047120008,11443.224931,1.3843014898630692,0.9360165025671712
2025-05-01,Monthly,Jumlah / Total,Jumlah / Total,987685.3684992811,908625.4145458312,65418.63335133003,13641.320602120008,11571.290143,1.3811402939831983,0.9403852352337445
2025-06-01,Monthly,Jumlah / Total,Jumlah / Total,994357.7405807795,915067.6847767195,66029.78788789993,13260.26791615999,11369.25816,1.3335510324900774,0.9184557082652947
2025-06-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),25144.258577810004,21501.177190140002,3348.2608645099995,294.82052316000005,128.805556,1.1725162714488682,1.0505298888697967
2025-06-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,969213.4820029695,893566.5075865795,62681.527023389935,12965.44739299999,11240.452604,1.337728749522313,0.9150188762950645
2025-07-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,975237.8457294196,899515.3484021296,62103.309068339986,13619.188258949996,11596.487243,1.3964991533694693,0.937845176418689
2025-07-01,Monthly,Jumlah / Total,Jumlah / Total,1000641.6335692096,921800.6723331796,64922.25940977999,13918.701826249997,11725.437708,1.3909776846485078,0.94096766968662
2025-07-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),25403.787839790002,22285.323931050003,2818.95034144,299.5135673,128.950465,1.1790114497447945,1.0604266994257194
2025-08-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,981458.16541052,904113.17929776,63486.48074353998,13858.505369219994,11706.144688,1.4120322044927223,0.9494699626658646
2025-08-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),23603.46526802,19308.15548211,3997.96327423,297.34651168,116.395815,1.259757871581977,1.1385499702005757
2025-08-01,Monthly,Jumlah / Total,Jumlah / Total,1005061.6306785401,923421.33477987,67484.44401776997,14155.851880899994,11822.540503,1.4084561034673124,0.953925432389582
2025-09-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),23385.651609239994,18570.880079119994,4522.865688210002,291.90584191,106.928267,1.248226249101667,1.1287019300960697
2025-09-01,Monthly,Jumlah / Total,Jumlah / Total,1011847.8108970302,927900.3517648202,69845.97487606002,14101.484256150008,11702.409558,1.39363687940864,0.956050264499321
2025-09-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,988462.1592877902,909329.4716857001,65323.109187850016,13809.578414240008,11595.481291,1.3970770944018867,0.9519520847739419
2025-10-01,Monthly,Jumlah / Total,Jumlah / Total,1021533.8625560098,939124.4762421199,68356.74328062995,14052.643033259996,11411.951058,1.3756414298492723,0.9559735491231215
2025-10-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),22200.610261149995,17168.87247789,4732.548855379997,299.18892788000005,104.26806699999999,1.3476608271600818,1.202728345913569
2025-10-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,999333.2522948598,921955.6037642299,63624.19442524995,13753.454105379995,11307.682991,1.3762630307554249,0.9504761970550668
2025-11-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),21004.278309880003,17733.955891970003,2963.94517593,306.37724198000006,95.69763,1.458642079770416,1.2932680498033253
2025-11-01,Monthly,Jumlah / Total,Jumlah / Total,1024338.1223853402,941764.8664712302,68250.38778274994,14322.868131359992,11429.968478,1.398255890155375,0.9799554393519332
2025-11-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,1003333.8440754601,924030.9105792602,65286.44260681993,14016.490889379991,11334.270848,1.3969917363144206,0.9733792586129333
2025-12-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),21211.903574089996,19642.219979339996,1269.6473194899997,300.03627525999997,96.883858,1.4144712388118221,1.2438196623897217
2025-12-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,1013377.2871865005,936515.4936540604,63093.347370170006,13768.44616227001,11040.077169,1.3586693067195301,0.9415279861428238
2025-12-01,Monthly,Jumlah / Total,Jumlah / Total,1034589.1907605905,956157.7136334004,64362.99468966001,14068.482437530009,11136.961027,1.3598133987063405,0.9477409278970231
2026-01-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,1017298.0605781002,940638.21241687,62374.13686457004,14285.711296659998,11241.709514,1.404279812402459,0.9678563635795862
2026-01-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),21297.045619009998,19656.694784399995,1342.0413649600002,298.3094696500001,93.749244,1.4007082249179459,1.2460973371901563
2026-01-01,Monthly,Jumlah / Total,Jumlah / Total,1038595.1061971101,960294.9072012701,63716.17822953004,14584.020766309997,11335.458758,1.404206574755626,0.9735778174874419
2026-02-01,Monthly,Jumlah / Total,Jumlah / Total,1045552.6586275399,965663.94528131,64877.88230821999,15010.83103801001,11595.049358999999,1.4356838858517367,0.9897731515869965
2026-02-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),21013.43947849999,19522.19672099999,1191.1364466900002,300.10631081,81.96643399999999,1.4281636812338854,1.2699714746073283
2026-02-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,1024539.21914904,946141.74856031,63686.74586152999,14710.72472720001,11513.082924999999,1.435838126276749,0.9840091515266899
2026-03-01,Monthly,Jumlah / Total,Jumlah / Total,1054301.3867714603,972343.4701602702,66978.33516166001,14979.581449530004,11508.013345000001,1.4208063877636834,0.9798931780186322
2026-03-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,1032245.3042023702,953058.1745814502,64491.853633670005,14695.275987250005,11400.839348000001,1.4236224594506866,0.9780233285317732
2026-03-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),22056.082569090002,19285.29557882,2486.48152799,284.30546228,107.173997,1.28901159754649,1.0672058390186128
2026-04-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),22328.504525610006,19514.913765360005,2525.924311159999,287.66644909000007,116.72487900000002,1.2883372854642228,1.0881705174375507
2026-04-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,1037540.2703096695,959268.1752086094,63487.07123720001,14785.023863860011,11517.428337000001,1.4250072297865795,0.9716157056362392
2026-04-01,Monthly,Jumlah / Total,Jumlah / Total,1059868.7748352794,978783.0889739695,66012.99554836,15072.690312950012,11634.153216,1.4221279719550703,0.9740773620603337
