date,frequency,industry,bank,total_financing,stage_1_ecl,stage_2_ecl_not_impaired,stage_3_ecl_impaired,total_provisions,gross_impaired_ratio,net_impaired_ratio
2019-12-01,Monthly,Bank-bank Islam / Islamic Banks,,,,,,7207.990289999999,,1.0285860375293303
2019-12-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),,,,,,47.942,,0.4608837095550959
2019-12-01,Monthly,Jumlah / Total,,,,,,7255.932289999999,,1.0220109159860278
2020-01-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),,,,,,49.086,,0.4812621775926653
2020-01-01,Monthly,Bank-bank Islam / Islamic Banks,,,,,,7266.95864,,1.045065635178376
2020-01-01,Monthly,Jumlah / Total,,,,,,7316.04464,,1.0384273029924675
2020-02-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),,,,,,48.874,,0.5051485776967941
2020-02-01,Monthly,Jumlah / Total,,,,,,7398.15492,,1.0217950640809195
2020-02-01,Monthly,Bank-bank Islam / Islamic Banks,,,,,,7349.28092,,1.0283422361090866
2020-03-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),,,,,,55.504,,0.5463302070833004
2020-03-01,Monthly,Bank-bank Islam / Islamic Banks,,,,,,7872.270759999999,,1.0217357548755168
2020-03-01,Monthly,Jumlah / Total,,,,,,7927.774759999999,,1.0148808885416007
2020-04-01,Monthly,Bank-bank Islam / Islamic Banks,,,,,,8259.60063,,0.980102354160191
2020-04-01,Monthly,Jumlah / Total,,,,,,8314.324630000001,,0.9732170035483224
2020-04-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),,,,,,54.724,,0.5057038821965117
2020-05-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),,,,,,53.846,,0.5001567060531149
2020-05-01,Monthly,Jumlah / Total,,,,,,8454.75674,,0.9434433425747748
2020-05-01,Monthly,Bank-bank Islam / Islamic Banks,,,,,,8400.91074,,0.9499307475261821
2020-06-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),,,,,,50.966,,0.5196115014339477
2020-06-01,Monthly,Jumlah / Total,,,,,,8470.12017,,0.9163200296510408
2020-06-01,Monthly,Bank-bank Islam / Islamic Banks,,,,,,8419.15417,,0.9222404532621125
2020-07-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),,,,,,54.53,,0.4612003897356399
2020-07-01,Monthly,Bank-bank Islam / Islamic Banks,,,,,,8491.60525,,0.889879657777289
2020-07-01,Monthly,Jumlah / Total,,,,,,8546.13525,,0.8831962076885388
2020-08-01,Monthly,Bank-bank Islam / Islamic Banks,,,,,,8679.32029,,0.8970783789835328
2020-08-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),,,,,,72.84,,0.4450727476030701
2020-08-01,Monthly,Jumlah / Total,,,,,,8752.16029,,0.8900080265126907
2020-09-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),,,,,,79.964,,0.4277885621204157
2020-09-01,Monthly,Jumlah / Total,,,,,,9107.902890000001,,0.8514651990033527
2020-09-01,Monthly,Bank-bank Islam / Islamic Banks,,,,,,9027.938890000001,,0.8582475738129721
2020-10-01,Monthly,Jumlah / Total,,,,,,9780.95795,,0.8786407414813107
2020-10-01,Monthly,Bank-bank Islam / Islamic Banks,,,,,,9701.754949999999,,0.8851778328311214
2020-10-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),,,,,,79.203,,0.441697552630492
2020-11-01,Monthly,Jumlah / Total,,,,,,10265.67585,,0.9007218674202306
2020-11-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),,,,,,76.539,,0.5966757939999491
2020-11-01,Monthly,Bank-bank Islam / Islamic Banks,,,,,,10189.136849999999,,0.9052513175931313
2020-12-01,Monthly,Jumlah / Total,,,,,,10362.906630000001,,0.916595489688941
2020-12-01,Monthly,Bank-bank Islam / Islamic Banks,,,,,,10281.86563,,0.921257170009826
2020-12-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),,,,,,81.041,,0.5998703653333091
2021-01-01,Monthly,Jumlah / Total,,,,,,10797.40303,,0.9146865698339995
2021-01-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),,,,,,82.865,,0.5981183483552948
2021-01-01,Monthly,Bank-bank Islam / Islamic Banks,,,,,,10714.53803,,0.9193708904412349
2021-02-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),,,,,,105.288,,0.5606210285725688
2021-02-01,Monthly,Jumlah / Total,,,,,,10656.47198,,0.9110205110768481
2021-02-01,Monthly,Bank-bank Islam / Islamic Banks,,,,,,10551.18398,,0.9167408618359999
2021-03-01,Monthly,Jumlah / Total,,,,,,11106.21791,,0.9029171183109417
2021-03-01,Monthly,Bank-bank Islam / Islamic Banks,,,,,,10998.04491,,0.9088208665211107
2021-03-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),,,,,,108.173,,0.5584467819076848
2021-04-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),,,,,,102.889,,0.5431319968964884
2021-04-01,Monthly,Bank-bank Islam / Islamic Banks,,,,,,10718.252629999999,,0.8929041175649333
2021-04-01,Monthly,Jumlah / Total,,,,,,10821.141629999998,,0.8870246248407763
2021-05-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),,,,,,99.251,,0.6408164749714653
2021-05-01,Monthly,Jumlah / Total,,,,,,10866.94888,,0.8944826055594126
2021-05-01,Monthly,Bank-bank Islam / Islamic Banks,,,,,,10767.697880000002,,0.8982075126738913
2021-06-01,Monthly,Bank-bank Islam / Islamic Banks,,,,,,11542.056410000001,,0.9125423351336941
2021-06-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),,,,,,95.854,,0.6491678839837399
2021-06-01,Monthly,Jumlah / Total,,,,,,11637.91041,,0.9086976231510369
2021-07-01,Monthly,Jumlah / Total,Jumlah / Total,697946.4614924501,623443.5039962003,63800.93541021997,10702.022086029994,12078.749688,1.5333585993323013,0.9740246905229134
2021-07-01,Monthly,Jumlah/Total,,,,,,12078.749688,,0.9740267012863372
2021-07-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,680175.7650235601,606797.0749537502,62792.93355185997,10585.756517949994,11980.13106,1.5563266235431545,0.9857609846093592
2021-07-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),17770.696468889997,16646.429042449996,1008.0018583599997,116.26556808000001,98.61862799999999,0.6542544254443745,0.5268321812189228
2021-08-01,Monthly,Jumlah / Total,Jumlah / Total,698468.2119757703,621246.6800358504,66403.76340341991,10817.7685365,12229.897531999999,1.5487846620678087,0.9717408493276439
2021-08-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),17995.561111729996,16613.444432819997,1254.6733105500002,127.44336835999998,108.85162499999998,0.7081933570658652,0.5743248959088368
2021-08-01,Monthly,Jumlah/Total,,,,,,12229.897531999999,,0.9717427934886417
2021-08-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,680472.6508640404,604633.2356030304,65149.09009286992,10690.32516814,12121.045907,1.571014669666121,0.9822994097057253
2021-09-01,Monthly,Jumlah / Total,Jumlah / Total,707171.9801066706,628606.4877171805,68861.29786496003,9704.194524529996,12543.932903,1.3722538219155975,0.8359145844728115
2021-09-01,Monthly,Jumlah/Total,,,,,,12543.932903,,0.8359162011827945
2021-09-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),19447.77845652,17106.68828882,2211.90325607,129.18691162999997,99.12228900000001,0.664275932178203,0.5433322240608182
2021-09-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,687724.2016501506,611499.7994283605,66649.39460889003,9575.007612899995,12444.810614,1.3922743433959968,0.8442242293074631
2021-10-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),19168.437382389988,16280.78177024999,2757.02136464,130.6342475,108.79196400000001,0.6815070258153305,0.561548159985349
2021-10-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,696030.1249805599,619860.10648446,66747.07703988999,9422.941456210006,12338.286482,1.3538123017984585,0.8442315228135893
2021-10-01,Monthly,Jumlah / Total,Jumlah / Total,715198.56236295,636140.8882547099,69504.09840452998,9553.575703710007,12447.078446,1.3357934714166477,0.8366260229811533
2021-10-01,Monthly,Jumlah/Total,,,,,,12447.078446,,0.8366276276107707
2021-11-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,705623.86263854,632041.9446238499,64570.55290585005,9011.365108840004,12197.155064000002,1.27707771604319,0.801187806680624
2021-11-01,Monthly,Jumlah/Total,,,,,,12309.890973000001,,0.7957936467026179
2021-11-01,Monthly,Jumlah / Total,Jumlah / Total,724044.74252549,647525.4747834799,67375.50504893005,9143.762693080003,12309.890973000003,1.2628726038650986,0.7957921677804615
2021-11-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),18420.87988695,15483.530159629998,2804.9521430800005,132.39758424000001,112.735909,0.7187364830156411,0.589833154238575
2021-12-01,Monthly,Jumlah / Total,Jumlah / Total,732695.44098876,653079.93120397,69750.52775374004,9864.98203104999,12482.742998000002,1.3463959892717996,0.8429324122221086
2021-12-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),18089.8094679,14130.00978537,3662.112172079999,297.68751045,227.39579500000002,1.6456088770765689,0.7650005708079685
2021-12-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,714605.63152086,638949.9214186,66088.41558166004,9567.294520599991,12255.347203000001,1.338821595939342,0.8448974918282426
2021-12-01,Monthly,Jumlah/Total,,,,,,12482.742998000002,,0.8429339502276352
2022-01-01,Monthly,Jumlah / Total,Jumlah / Total,738839.4918014607,662841.9461172807,65999.71881252997,9997.82687165,12683.988110999999,1.3531798154526093,0.8297270694892034
2022-01-01,Monthly,Jumlah/Total,,,,,,12683.988110999999,,0.8297285564971397
2022-01-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,721691.9570019707,648652.2581267208,63342.04383782997,9697.655037420001,12452.116605,1.3437388269789903,0.8309385989986706
2022-01-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),17147.53479949,14189.687990559998,2657.6749747,300.17183422999994,231.871506,1.7505247123856407,0.7784989785019377
2022-02-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,723837.9582764402,648852.7648788601,65163.81624661002,9821.377150970005,12676.702039,1.3568474875725065,0.8299119860445627
2022-02-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),18551.040640819985,14493.929558429983,3757.3926818600003,299.71840053,233.429123,1.6156419811322886,0.7157651187506354
2022-02-01,Monthly,Jumlah/Total,,,,,,12910.131162,,0.8270715990753488
2022-02-01,Monthly,Jumlah / Total,Jumlah / Total,742388.9989172601,663346.6944372901,68921.20892847002,10121.095551500006,12910.131162,1.3633143225803661,0.8270701358436562
2022-03-01,Monthly,Jumlah/Total,,,,,,12342.830307,,0.8656577243939225
2022-03-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),19580.92294931,15723.16919714,3494.0814589199995,363.67229325,244.08541,1.8572786083243091,0.9680252986418139
2022-03-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,730751.2645427895,654900.1247812395,65590.14225283,10260.997508720005,12098.744897,1.4041710232468803,0.8629229092306753
2022-03-01,Monthly,Jumlah / Total,Jumlah / Total,750332.1874920996,670623.2939783796,69084.22371175,10624.669801970005,12342.830307,1.4159954722829846,0.8656562420047723
2022-04-01,Monthly,Jumlah/Total,,,,,,12393.207137000001,,0.8534842116678418
2022-04-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),19969.41521566,16007.989791769998,3590.3753165300004,371.05010735999997,251.55072299999998,1.8580920039612516,0.9792580568886914
2022-04-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,735542.50172344,661789.0952789601,63283.77344280999,10469.633001670003,12141.656414000001,1.4233892639974906,0.8500786700852833
2022-04-01,Monthly,Jumlah / Total,Jumlah / Total,755511.9169391,677797.0850707301,66874.14875934,10840.683109030004,12393.207137000001,1.4348791681473694,0.8534827501971906
2022-05-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,739659.7164416894,665923.9726218095,62409.27778811,11326.466031769993,12427.406501000001,1.531307678381983,0.9247996654492594
2022-05-01,Monthly,Jumlah/Total,,,,,,12678.759782000001,,0.9254531075559909
2022-05-01,Monthly,Jumlah / Total,Jumlah / Total,759555.2450019594,682005.7286016895,65858.37478186,11691.141618409993,12678.759782000001,1.5392088587815402,0.9254513271860174
2022-05-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),19895.528560270013,16081.755979880012,3449.0969937499985,364.67558664,251.353281,1.8329524924923672,0.9497465999755795
2022-06-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),19975.610052430013,16275.44955420001,3331.179594760002,368.9809034699998,253.248806,1.847157120616267,0.9289572331667569
2022-06-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,748379.4937833402,674248.9829882702,62311.82514428998,11818.685650779997,12312.300018999998,1.579236971209899,0.9680365643818954
2022-06-01,Monthly,Jumlah/Total,,,,,,12565.548824999998,,0.9670252830896802
2022-06-01,Monthly,Jumlah / Total,Jumlah / Total,768355.1038357702,690524.4325424703,65643.00473904998,12187.666554249996,12565.548824999998,1.5862023292884917,0.9670236676191802
2022-07-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),19935.46241493,15960.054084799998,3582.068127800001,393.3402023299999,268.718568,1.973067863404166,0.961651692253813
2022-07-01,Monthly,Jumlah / Total,Jumlah / Total,773582.1264661098,695137.1750264798,65788.84076621998,12656.110673409998,12437.532264000001,1.636039696421871,1.0379587895874338
2022-07-01,Monthly,Jumlah/Total,,,,,,12437.532264000001,,1.0379605143049533
2022-07-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,753646.6640511798,679177.1209416798,62206.77263841997,12262.770471079997,12168.813696000001,1.6271246269654076,1.039968576192498
2022-08-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,765223.8713471402,690495.8699830001,62314.043932750086,12413.95743139,12239.338014,1.6222647902418175,1.035619537455893
2022-08-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),22626.15184057999,18788.24760062999,3439.01159809,398.8926418599999,272.57849799999997,1.7629716474570198,0.8626673041180501
2022-08-01,Monthly,Jumlah / Total,Jumlah / Total,787850.0231877202,709284.1175836301,65753.05553084008,12812.85007325,12511.916512000002,1.6263057302972364,1.0306678529619528
2022-08-01,Monthly,Jumlah/Total,,,,,,12511.916512000002,,1.0306695167632622
2022-09-01,Monthly,Jumlah/Total,,,,,,12663.504831,,0.9854153391398113
2022-09-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),21611.902151280003,16788.365862990002,4477.5644342,345.9718540900001,279.72850300000005,1.6008394433227122,0.6318360046646248
2022-09-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,772737.43391685,698338.1547818598,62165.78866154009,12233.490473450001,12383.776328,1.5831367727898087,0.9952646621180388
2022-09-01,Monthly,Jumlah / Total,Jumlah / Total,794349.33606813,715126.5206448499,66643.3530957401,12579.46232754,12663.504831,1.5836184102331876,0.9854137479080696
2022-10-01,Monthly,Jumlah/Total,,,,,,12710.385277,,0.9995093777346497
2022-10-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),24033.047705240006,19022.630646890004,4612.474390099998,397.94266824999994,273.726225,1.6558144149284704,0.7950440742211488
2022-10-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,779699.1385316702,707300.7727156802,59892.068982590004,12506.2968334,12436.659051999999,1.6039900796802038,1.005793257311682
2022-10-01,Monthly,Jumlah / Total,Jumlah / Total,803732.1862369102,726323.4033625702,64504.54337269,12904.23950165,12710.385277,1.6055397211436686,0.9995076765030136
2022-11-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,787099.8488476197,713689.9814131696,60825.41973352004,12584.447700930008,12298.290076,1.5988375197066413,0.9960127399858819
2022-11-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),23860.585229560027,19288.881402980027,4171.2387532699995,400.4650733099999,259.507574,1.6783539442019972,0.802200765569054
2022-11-01,Monthly,Jumlah / Total,Jumlah / Total,810960.4340771798,732978.8628161497,64996.65848679004,12984.912774240009,12557.797649999999,1.601177101693746,0.9903255614237028
2022-11-01,Monthly,Jumlah/Total,,,,,,12557.797649999999,,0.9903274407690945
2022-12-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,800057.3252528398,727044.5729037299,60529.58078032998,12483.171568779997,12353.427537,1.5602846414580325,0.973217382387734
2022-12-01,Monthly,Jumlah / Total,Jumlah / Total,823620.3852228398,747047.9979103198,63688.93896802998,12883.448344489996,12607.548305,1.5642459287848045,0.9687377984844003
2022-12-01,Monthly,Jumlah/Total,,,,,,12607.548305,,0.9687395888459245
2022-12-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),23563.059969999988,20003.425006589987,3159.3581876999997,400.27677571000004,254.120768,1.698747005777791,0.8161827662076041
2023-01-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),23522.63396101,20700.20143536,2423.23874883,399.1937768199999,255.375541,1.6970624016072542,0.8114428607805871
2023-01-01,Monthly,Jumlah/Total,,,,,,12723.422924,,0.977415865683363
2023-01-01,Monthly,Jumlah / Total,Jumlah / Total,824086.7557109505,747122.2101429105,63949.06500178998,13015.480566250002,12723.422924,1.5793823254714698,0.9764149130819365
2023-01-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,800564.1217499404,726422.0087075505,61525.82625295998,12616.286789430002,12468.047383000001,1.5759245820125265,0.9812479624679614
2023-02-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,804411.7218198403,736508.7661366102,55234.85906598003,12668.096617250012,12729.081028,1.574827451369141,0.9695200955893244
2023-02-01,Monthly,Jumlah/Total,,,,,,12989.950392,,0.9924659270490315
2023-02-01,Monthly,Jumlah / Total,Jumlah / Total,828371.0406486703,757600.6549193301,57697.66514782003,13072.720581520012,12989.950392,1.5781238044346884,0.964640096895161
2023-02-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),23959.318828829997,21091.888782719998,2462.8060818399995,404.6239642699998,260.869364,1.6887957757092829,0.8003285256349582
2023-03-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,809807.7622554192,742138.0837087592,54942.56955763001,12727.10898903001,12639.670412,1.5716210170156146,0.9625270113467026
2023-03-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),23462.87359634998,19901.95285718998,3153.263823570001,407.6569155900001,291.73686299999997,1.7374551924169153,0.8173689235884889
2023-03-01,Monthly,Jumlah/Total,,,,,,12931.407275,,0.9874385574201215
2023-03-01,Monthly,Jumlah / Total,Jumlah / Total,833270.6358517691,762040.0365659491,58095.83338120001,13134.76590462001,12931.407275,1.57629050388817,0.9584522100697617
2023-04-01,Monthly,Jumlah/Total,,,,,,13056.61456,,1.0310068343512246
2023-04-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,812842.2338799797,744298.2981365396,55324.06507143001,13219.870672010004,12765.32803,1.626375958457147,1.0006296033117652
2023-04-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),23002.84969637,19425.061569280002,3168.4168670599997,409.3712600299999,291.28652999999997,1.779654544691484,0.8349260430946172
2023-04-01,Monthly,Jumlah / Total,Jumlah / Total,835845.0835763497,763723.3597058196,58492.48193849001,13629.241932040004,13056.61456,1.6305942572186045,0.9960836734293775
2023-05-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,817269.703395241,748348.0027654911,55399.98424968997,13521.716380059996,12904.770011,1.6544986708654164,1.0116409319115134
2023-05-01,Monthly,Jumlah/Total,,,,,,13247.554224000001,,1.042943235091811
2023-05-01,Monthly,Jumlah / Total,Jumlah / Total,840635.1639021611,767729.6127792711,58973.70753554997,13931.843587339996,13247.554224000001,1.6572996450290627,1.0068808049182094
2023-05-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),23365.460506919997,19381.61001378,3573.72328586,410.1272072799999,342.784213,1.7552712353284678,0.8399226770226047
2023-06-01,Monthly,Jumlah / Total,Jumlah / Total,839609.252212191,769422.129209621,57225.333874140015,12961.789128430017,12378.458556,1.5437882674921066,0.9694933266797428
2023-06-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),20599.506446839994,16736.096169449993,3536.0035763799992,327.40670100999995,257.100809,1.5893909975703557,0.9457844003105682
2023-06-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,819009.745765351,752686.033040171,53689.33029776002,12634.382427420016,12121.357747,1.54264128024672,0.9700892176388608
2023-06-01,Monthly,Jumlah/Total,,,,,,12378.458556,,1.0033099823722655
2023-07-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),20695.94638289,16882.86247064,3480.8296964300002,332.25421582000007,257.228122,1.6054072119875862,0.9608843113506025
2023-07-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,823504.7722724603,754210.7128336004,56345.78066359996,12948.27877525999,11944.120582,1.5723380375233569,0.9985025206082669
2023-07-01,Monthly,Jumlah/Total,,,,,,12201.348704,,0.9975817795011024
2023-07-01,Monthly,Jumlah / Total,Jumlah / Total,844200.7186553503,771093.5753042403,59826.61036002996,13280.53299107999,12201.348704,1.5731487426631583,0.9975809377581567
2023-08-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,832078.8251482602,763871.8477727203,54815.09160913998,13391.885766399997,12028.016243,1.6094491725605231,1.029375148630191
2023-08-01,Monthly,Jumlah/Total,,,,,,12289.707361,,1.028584605676468
2023-08-01,Monthly,Jumlah / Total,Jumlah / Total,853012.1405141302,780949.5520998202,58325.37859119998,13737.209823109997,12289.707361,1.6104354405589425,1.0285845533727975
2023-08-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),20933.315365870003,17077.7043271,3510.286982060001,345.32405671000004,261.691118,1.6496386294978467,0.9971360822949866
2023-09-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,838633.9115118713,771425.0086597012,54119.2425086,13089.66034357,12037.788022,1.5608312714152281,0.9798024034460612
2023-09-01,Monthly,Jumlah/Total,,,,,,12230.638282000002,,0.9808492565171382
2023-09-01,Monthly,Jumlah / Total,Jumlah / Total,860455.3293788612,790031.4276466712,56976.73052773,13447.171204459999,12293.916939,1.5627971313940423,0.9804976562255173
2023-09-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),21821.417866990007,18606.418986970006,2857.4880191299985,357.51086088999995,256.128917,1.6383484477001775,1.0072310439216268
2023-10-01,Monthly,Jumlah / Total,Jumlah / Total,866399.9652185598,798802.4213609899,53884.46595870998,13713.077898859996,12394.823332,1.5827652873232407,0.9964293109817832
2023-10-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),20555.84140301001,19071.59056209001,1116.5458840600002,367.7049568600001,225.171909,1.788810049907063,1.1478620865483369
2023-10-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,845844.1238155499,779730.8307988999,52767.920074649985,13345.372941999996,12169.651423,1.5777579540069222,0.9927512963803422
2023-11-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,855134.1307088905,787827.8439247705,54057.300211380025,13248.986572740005,12403.987173000001,1.5493460144967945,0.9732030062180301
2023-11-01,Monthly,Jumlah / Total,Jumlah / Total,875594.2890036005,806807.8518653605,55172.85100707002,13613.586131170005,12630.398077000002,1.5547824263063488,0.9768891289404948
2023-11-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),20460.158294710003,18980.007940590003,1115.5507956899999,364.59955843000006,226.41090400000002,1.7819977400872198,1.1310697013398534
2023-12-01,Monthly,Jumlah / Total,Jumlah / Total,888904.3179720703,820321.3803271804,55044.147780739935,13538.789864149994,11936.990136999999,1.523087422394025,1.032403421342367
2023-12-01,Monthly,Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),Skim Perbankan Islam (SPI) / Islamic Banking Scheme (IBS),20821.132417129997,19315.199039329997,1142.3673469699997,363.56603082999993,211.290142,1.7461395641040458,1.097146678424684
2023-12-01,Monthly,Bank-bank Islam / Islamic Banks,Bank-bank Islam / Islamic Banks,868083.1855549403,801006.1812878504,53901.780433769934,13175.223833319995,11725.699994999999,1.5177374763799232,1.0308531055996837
