date,frequency,lcr,hqla_stock,net_cash_outflows,cb_lcr,cb_hqla_stock,cb_net_cash_outflows,ibs_lcr,ibs_hqla_stock,ibs_net_cash_outflows,inv_banks_lcr,inv_banks_hqla_stock,inv_banks_net_cash_outflows
2022-01-01,Monthly,1.5188158771765605,709198.53824,466941.74646,1.5543007632895927,493273.58229,317360.44525,1.4244634863971595,194979.83067,136879.48658,1.6489868487397379,20945.12528,12701.81463
2022-02-01,Monthly,1.5135010346188655,723187.61602,477824.32881,1.5258746133897951,497771.36983,326220.36271,1.4665624727811206,204305.83006,139309.3263,1.7170422617830576,21110.41613,12294.6398
2022-03-01,Monthly,1.5047147593747885,725680.83158,482271.35878,1.5152788782140283,503417.95846,332227.92563,1.4613581194880871,201145.33484,137642.73942,1.702932008465949,21117.53828,12400.69373
2022-04-01,Monthly,1.566876207909925,714356.32997,455911.14752,1.6025099699708052,495593.16216,309260.57962,1.4678767807163406,198308.26631,135098.71463,1.7707030224423894,20454.9015,11551.85327
2022-05-01,Monthly,1.4911763229307338,714127.00386,478901.78571,1.5339223373783804,502381.29525,327514.16614,1.3685941159880934,191517.2497,139937.21547,1.766615285656163,20228.45891,11450.4041
2022-06-01,Monthly,1.4822114089610614,716688.89229,483526.76815,1.496224815327344,492162.37014,328936.1098,1.4339397905228393,203240.34346,141735.61875,1.65586255292438,21286.17869,12855.0396
2022-07-01,Monthly,1.4961480795420998,720200.53855,481369.82455,1.5321128618907085,489113.74535,319241.32844,1.4008765912476409,207736.45618,148290.33298,1.68738703255914,23350.33702,13838.16313
2022-08-01,Monthly,1.40978435386112,726883.85572,515599.32108,1.4265676907833436,490206.85506,343626.77511,1.3528439215213917,213771.1513,158016.12285,1.6412406791518943,22905.84936,13956.42312
2022-09-01,Monthly,1.5189504612444837,734677.99504,483674.75687,1.596291571996263,509703.09451,319304.50768,1.3574245626288473,204782.67527,150861.18294,1.49471657672861,20192.22526,13509.06625
2022-10-01,Monthly,1.4106878914301881,737034.03762,522464.28292,1.4807200951456834,506713.75809,342207.65947,1.2660059302795852,208681.32423,164834.39709,1.4031019124530604,21638.9553,15422.22636
2022-11-01,Monthly,1.456947133420658,745297.72172,511547.5398,1.5634627976866924,512157.93152,327579.22496,1.2533058254770713,211966.63909,169126.03036,1.4265426012101339,21173.15111,14842.28448
2022-12-01,Monthly,1.5209294757513776,752006.77995,494438.95456,1.5895160707707865,516929.50566,325211.87748,1.382507434194532,215456.53693,155844.7583,1.4661687322322179,19620.73736,13382.31878
2023-01-01,Monthly,1.4549103727360548,755344.1556,519168.85724,1.5143051912763408,518808.19002,342604.77545,1.3328092222604215,217142.73817,162921.09519,1.4214796201588293,19393.22741,13642.9866
2023-02-01,Monthly,1.5119224187865923,772819.58025,511150.2883,1.5652066264098357,537134.08496,343171.35891,1.4008811429158867,215050.91925,153511.1814,1.4262465764721963,20634.57604,14467.74799
2023-03-01,Monthly,1.552161056889827,763082.92028,491626.12146,1.6073797459073536,525755.50076,327088.54401,1.4349714768812392,216100.54984,150595.71101,1.5225271143825418,21226.86968,13941.86644
2023-04-01,Monthly,1.5242788744050526,755278.40662,495498.83509,1.58062095653305,524433.2184,331789.36179,1.3941805777337561,209563.26032,150312.85306,1.5886042538143934,21281.9279,13396.62024
2023-05-01,Monthly,1.4989287172593557,750324.64351,500573.93315,1.5467210508618916,519550.32124,335904.34484,1.3900556244639604,209809.17603,150935.81317,1.5265392090874148,20965.14624,13733.77514
2023-06-01,Monthly,1.5448054830893403,744354.04168,481843.21575,1.584982991421228,506474.44732,319545.66709,1.456743551554141,217172.09366,149080.52514,1.5667295037090165,20707.5007,13217.02352
2023-07-01,Monthly,1.557975066140229,739504.71465,474657.60571,1.620101904838487,508875.20435,314100.73825,1.415456415115136,210050.61095,148397.79502,1.69247279770298,20578.89935,12159.07244
2023-08-01,Monthly,1.5024320800714224,744480.70451,495517.04492,1.5380633832714576,522318.32766,339594.80041,1.4056811363023392,200258.54811,142463.70883,1.6275046008571417,21903.82874,13458.53568
2023-09-01,Monthly,1.5107002658110391,747201.69497,494606.18488,1.5226751817724027,515378.79136,338469.29242,1.4327997052837402,205896.12512,143701.95943,2.084995425986625,25926.77849,12434.93303
2023-10-01,Monthly,1.5035195936070442,765127.52104,508890.95446,1.5406934467894124,535387.69535,347497.87277,1.4055985791184942,207294.14438,147477.48572,1.612987424928808,22445.68131,13915.59597
2023-11-01,Monthly,1.493046473150411,750882.76089,502919.88521,1.5253126872395406,518611.07372,340003.12071,1.3953336157260705,210208.16615,150650.82915,1.7987638439656377,22063.52102,12265.93535
2023-12-01,Monthly,1.6098711659062288,758192.91151,470964.9614,1.6172926600664972,521929.18095,322717.83199,1.5738615752632024,213905.81682,135911.4551,1.8124597957223467,22357.91374,12335.67431
2024-01-01,Monthly,1.6019450168804685,782786.95961,488647.83208,1.6335133830010182,545299.0982,333819.79228,1.518901616800195,214710.39603,141358.9884,1.691096477662859,22777.46538,13469.0514
2024-02-01,Monthly,1.5375282280490274,774127.23315,503488.14352,1.5286480331714956,548905.67133,359079.17285,1.5559990361628562,202758.58879,130307.65706,1.5929702474009442,22462.97303,14101.31361
2024-03-01,Monthly,1.504178936792308,764296.11867,508115.15836,1.5134327532703098,530732.17449,350681.04172,1.4726280772069604,212686.30851,144426.35707,1.605013957834093,20877.63567,13007.75957
2024-04-01,Monthly,1.523578416255506,763447.27502,501088.27145,1.5307658962895971,536874.55646,350722.83604,1.4956715313185447,205267.2993,137240.89481,1.6233268583892377,21305.41926,13124.5406
2024-05-01,Monthly,1.496751021775504,769931.46958,514401.83329,1.5127199222861607,544474.06434,359930.51742,1.4535331409618009,203813.59889,140219.43714,1.5186633818627784,21643.80635,14251.87873
2024-06-01,Monthly,1.5518638974624142,762788.27747,491530.39691,1.5596782773169748,539253.85804,345746.85426,1.5258791995609584,201261.66001,131898.81615,1.6041194199972177,22272.75942,13884.7265
2024-07-01,Monthly,1.5105093577797146,770834.10029,510314.01846,1.4983519923496937,543833.83213,362954.65612,1.528182825294932,204965.71293,134123.81656,1.6648014064743766,22034.55523,13235.54578
2024-08-01,Monthly,1.4552208033940786,762246.0249,523800.94012,1.452884392879757,539479.16731,371315.96289,1.4518031881851523,200799.63373,138310.50611,1.549773792194936,21967.22386,14174.47112
2024-09-01,Monthly,1.4661608059044458,753365.1065,513835.25154,1.478225880680413,533975.83955,361227.50016,1.4213049844237093,198900.4832,139942.15554,1.617672315525268,20488.78375,12665.59584
2024-10-01,Monthly,1.4675366833380743,751832.30989,512309.04033,1.4896846103264372,536064.03467,359850.68984,1.394128611472693,195191.33388,140009.56029,1.6529269920542158,20576.94134,12448.7902
2024-11-01,Monthly,1.4788157363136978,757693.18644,512364.83886,1.499446276131034,532319.42247,355010.6669,1.4053886229287573,204625.10813,145600.3733,1.7652723549375484,20748.65584,11753.79866
2024-12-01,Monthly,1.606010925323314,760937.76271,473806.09354,1.6022603839179808,526264.40229,328451.23525,1.5957623009966921,214813.1809,134614.77362,1.849164148163089,19860.17952,10740.08467
2025-01-01,Monthly,1.5748531495641727,760648.52678,482996.47938,1.6092958609832002,538495.52115,334615.61308,1.4691679915533276,201807.82796,137361.98251,1.8463918902987178,20345.17767,11018.88379
2025-02-01,Monthly,1.5420832364249102,782054.87467,507141.80415,1.5673070192094996,550780.85288,351418.6092,1.464056398796676,211146.13968,144219.94935,1.7497567912485499,20127.88211,11503.2456
2025-03-01,Monthly,1.5145063777769774,757113.75024,499907.93129,1.5460079001741303,533018.89033,344771.12974,1.4225816377311509,204385.77751,143672.44177,1.7191611898279069,19709.0824,11464.35978
2025-04-01,Monthly,1.5577861099011148,772326.8968,495784.94242,1.5824082376666333,548056.26544,346343.15747,1.47809579720879,204438.63953,138312.17159,1.78191202052683,19831.99183,11129.61336
2025-05-01,Monthly,1.4981992986517874,763241.34459,509439.12821,1.5135472061806843,539203.67003,356251.6371,1.4366065531706418,203637.28465,141748.82065,1.7834581371443758,20400.38991,11438.67046
2025-06-01,Monthly,1.6001227331652974,781595.84697,488459.93546,1.6324162529033657,558649.00724,342222.15458,1.5139691969493205,204911.4366,135347.16361,1.6560496694417395,18035.40313,10890.61727
2025-07-01,Monthly,1.5772063954153475,800277.47176,507401.86832,1.5960050834495012,563222.80676,352895.37145,1.5256088179344598,218567.4815,143265.74344,1.6446569720727342,18487.1835,11240.75343
2025-08-01,Monthly,1.4654925571248922,799639.93502,545645.85206,1.4740060935089727,573752.14821,389246.79534,1.4283085288131072,208747.94518,146150.45767,1.6724082527162578,17139.84163,10248.59905
2025-09-01,Monthly,1.5070844811062534,796157.03235,528276.31253,1.510654400258527,564567.21777,373723.61122,1.4959320153290105,213545.20651,142750.6092,1.5289329977954222,18044.60807,11802.09211
2025-10-01,Monthly,1.4751919711381432,790982.80984,536189.74704,1.4625776655973282,560852.79577,383468.72714,1.4958847345832404,210620.54312,140799.98161,1.6365580308860832,19509.47095,11921.03829
2025-11-01,Monthly,1.455693784825124,799824.25062,549445.39776,1.479149116063,573001.32359,387385.77292,1.3707223426786463,206137.83189,150386.27844,1.7719936024514786,20685.09514,11673.3464
2025-12-01,Monthly,1.5474530254984702,802683.11714,518712.42869,1.549261779921254,573489.24136,370169.35988,1.5325368472962089,210207.13677,137162.85983,1.6683998548153198,18986.73901,11380.20898
2026-01-01,Monthly,1.5221677493478725,798102.4345,524319.63221,1.5274576923898315,567984.99521,371849.9033,1.4987344819184885,211255.81103,140956.12904,1.6382042517515418,18861.62826,11513.59987
2026-02-01,Monthly,1.4944831475502607,800108.47755,535374.70721,1.4935047760826428,571570.77975,382704.35348,1.4872475839213923,209990.3997,141193.97602,1.6161282391253746,18547.2981,11476.37771
2026-03-01,Monthly,1.446389089088826,786285.90982,543619.91234,1.4512461913232,558446.88076,384805.06209,1.4087019602901858,209122.38084,148450.40806,1.8058519577694707,18716.64822,10364.44219
2026-04-01,Monthly,1.527591917602403,799461.38079,523347.48016,1.540704679034432,562485.66239,365083.37389,1.4823230740193776,219271.44194,147924.19128,1.71222650061652,17704.27646,10339.91499
