date,frequency,initial_public_offers,rights_issues,restricted_offer_for_sale,special_issues,preference_shares,warrants,new_issues_of_shares_war_rants,straight_bonds,bonds_with_war_rants,conver_tible_bonds,islamic_bonds,asset_backed_bonds,medium_term_notes,bon_cagamas_bonds,new_issues_of_corporate_bond_and_or_sukuk,corporate_bond_and_or_sukuk,redemptions_bon_cagamas_bonds,net_issues_of_corporate_bond_and_or_sukuk,net_funds_raised_by_the_private_sector
2015-04-01,Monthly,20.0,254.283321,0.0,0.0,0.0,0.0,274.283321,303.388357,0.0,0.0,400.0,0.0,7665.256,0.0,8368.644357000001,7072.2339999999995,0.0,1296.4103570000016,1570.6936780000015
2015-05-01,Monthly,2739.132,19.609752,0.0,0.0,0.0,0.0,2758.741752,1000.0,0.0,0.0,50.0,0.0,7391.54185,0.0,8441.54185,4365.09,0.0,4076.4518499999995,6835.193601999999
2015-06-01,Monthly,88.63746,159.39805892,0.0,0.0,0.0,0.0,248.03551892000002,0.0,0.0,0.0,206.16107920000002,0.0,3493.0,0.0,3699.1610792,3237.065411,0.0,462.0956682000001,710.13118712
2015-07-01,Monthly,792.1983611999999,774.3570238000001,0.0,0.0,0.0,0.0,1566.5553850000001,1000.0,0.0,0.0,0.0,0.0,1588.0,0.0,2588.0,2116.67,0.0,471.3299999999999,2037.885385
2015-08-01,Monthly,0.0,239.47796389999996,0.0,0.0,0.0,0.0,239.47796389999996,0.0,0.0,0.0,75.0,0.0,6361.723,0.0,6436.723,2210.38,0.0,4226.343,4465.8209639
2015-09-01,Monthly,289.229,375.98703737000005,0.0,0.0,0.0,0.0,665.2160373700001,100.0,0.0,0.0,0.0,0.0,4015.901,0.0,4115.901,3843.2799999999997,0.0,272.6210000000001,937.8370373700002
2015-10-01,Monthly,0.0,132.83745,0.0,0.0,0.0,0.0,132.83745,3300.0,0.0,0.0,0.0,0.0,6297.04821918,0.0,9597.04821918,1499.4500000000003,0.0,8097.598219179999,8230.435669179999
2015-11-01,Monthly,21.3,1162.430356,0.0,0.0,0.0,0.0,1183.730356,0.0,0.0,0.0,0.0,0.0,7042.22712329,0.0,7042.22712329,1852.19,0.0,5190.03712329,6373.76747929
2015-12-01,Monthly,400.0,5747.942185499999,0.0,0.0,0.0,16.5,6164.442185499999,7161.141086,0.0,0.0,400.0,0.0,16349.887519999998,0.0,23911.028606,6743.663351040001,0.0,17167.36525496,23331.80744046
2016-01-01,Annual,646.3044549999998,6343.364508839999,0.0,0.0,0.0,100.24612725,7089.915091089999,6966.898141,0.0,83.9,2581.0,0.0,75666.08574776001,0.0,85297.88388876,57218.325099060006,0.0,28079.558789699993,35169.47388078999
2016-01-01,Monthly,0.0,66.69792000000001,0.0,0.0,0.0,0.0,66.69792000000001,0.0,0.0,0.0,0.0,0.0,2099.4,0.0,2099.4,4122.11,0.0,-2022.7099999999996,-1956.0120799999995
2016-02-01,Monthly,0.0,358.93385175,0.0,0.0,0.0,100.24612725,459.179979,0.0,0.0,83.9,1000.0,0.0,9998.460931509999,0.0,11082.360931509998,3699.7,0.0,7382.660931509999,7841.840910509998
2016-03-01,Monthly,172.01063499999998,390.17882402000004,0.0,0.0,0.0,0.0,562.18945902,0.0,0.0,0.0,1500.0,0.0,3679.95,0.0,5179.95,4915.80030282,0.0,264.14969717999975,826.3391561999997
2016-04-01,Monthly,129.39892,0.0,0.0,0.0,0.0,0.0,129.39892,150.0,0.0,0.0,0.0,0.0,5897.004200000001,0.0,6047.004200000001,4601.110000000001,0.0,1445.8942000000006,1575.2931200000007
2016-05-01,Monthly,103.4,0.0,0.0,0.0,0.0,0.0,103.4,2000.0,0.0,0.0,0.0,0.0,6035.912354789999,0.0,8035.912354789999,4617.290000000001,0.0,3418.622354789998,3522.022354789998
2016-06-01,Monthly,0.0,1822.61012898,0.0,0.0,0.0,0.0,1822.61012898,1000.0,0.0,0.0,0.0,0.0,5034.09272846,0.0,6034.09272846,3174.3656176,0.0,2859.7271108600003,4682.337239840001
2016-07-01,Monthly,30.0,3045.31540889,0.0,0.0,0.0,0.0,3075.31540889,570.0,0.0,0.0,1.0,0.0,7947.812,0.0,8518.812,3179.55,0.0,5339.262,8414.57740889
2016-08-01,Monthly,47.86215,39.464088,0.0,0.0,0.0,0.0,87.32623799999999,1350.0,0.0,0.0,70.0,0.0,11379.987316,0.0,12799.987316,5310.29,0.0,7489.697315999999,7577.0235539999985
2016-09-01,Monthly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,6243.46,0.0,6253.46,1533.42,0.0,4720.04,4720.04
2016-10-01,Monthly,60.761250000000004,73.9315197,0.0,0.0,0.0,0.0,134.69276969999999,0.0,0.0,0.0,0.0,0.0,8280.571,0.0,8280.571,4491.11,0.0,3789.4610000000002,3924.1537697000003
2016-11-01,Monthly,0.0,399.56614129999997,0.0,0.0,0.0,0.0,399.56614129999997,60.0,0.0,0.0,0.0,0.0,6690.9826,0.0,6750.9826,8939.38,0.0,-2188.397399999999,-1788.831258699999
2016-12-01,Monthly,102.8715,146.6666262,0.0,0.0,0.0,0.0,249.5381262,1836.898141,0.0,0.0,0.0,0.0,2378.4526170000004,0.0,4215.3507580000005,8634.19917864,0.0,-4418.848420639999,-4169.310294439999
2017-01-01,Annual,7413.839739999999,8524.954937699998,0.0,0.0,0.0,63.329291,16002.123968700002,4941.70589,0.0,0.0,2713.42307,0.0,114348.58825327999,0.0,122003.71721327999,53712.513366119994,0.0,68291.20384716001,84293.32781586
2017-01-01,Monthly,50.155,146.32536,0.0,0.0,0.0,0.0,196.48036,0.0,0.0,0.0,80.0,0.0,1503.12275381,0.0,1583.12275381,1673.73,0.0,-90.60724619000007,105.87311380999992
2017-02-01,Monthly,818.25,0.0,0.0,0.0,0.0,0.0,818.25,0.0,0.0,0.0,0.0,0.0,4910.15092705,0.0,4910.15092705,2737.48,0.0,2172.67092705,2990.92092705
2017-03-01,Monthly,0.0,1645.0430196,0.0,0.0,0.0,0.0,1645.0430196,1000.0,0.0,0.0,1142.7004,0.0,19296.14418141,0.0,21438.844581409998,2297.21,0.0,19141.63458141,20786.67760101
2017-04-01,Monthly,2612.23104,254.799222,0.0,0.0,0.0,0.0,2867.030262,646.1,0.0,0.0,250.0,0.0,6906.7507159199995,0.0,7802.85071592,2316.29,0.0,5486.56071592,8353.590977920001
2017-05-01,Monthly,45.2137,487.76413854,0.0,0.0,0.0,0.0,532.97783854,106.862842,0.0,0.0,0.0,0.0,13240.52125937,0.0,13347.38410137,2752.11,0.0,10595.27410137,11128.25193991
2017-06-01,Monthly,0.0,131.04124380000002,0.0,0.0,0.0,0.0,131.04124380000002,0.0,0.0,0.0,0.0,0.0,5181.26984588,0.0,5181.26984588,4036.227,0.0,1145.0428458799997,1276.0840896799998
2017-07-01,Monthly,3847.49,79.19534490000001,0.0,0.0,0.0,0.0,3926.6853449,0.0,0.0,0.0,0.0,0.0,2833.7992125,0.0,2833.7992125,3061.07,0.0,-227.2707875000001,3699.4145574
2017-08-01,Monthly,0.0,206.74139075,0.0,0.0,0.0,0.0,206.74139075,0.0,0.0,0.0,7.5,0.0,8654.648871369998,0.0,8662.148871369998,8596.42,0.0,65.72887136999816,272.47026211999815
2017-09-01,Monthly,0.0,55.0,0.0,0.0,0.0,10.529291,65.529291,0.0,0.0,0.0,0.0,0.0,17626.70747999,0.0,17626.70747999,4413.25,0.0,13213.45747999,13278.98677099
2017-10-01,Monthly,5.5,4253.599400659999,0.0,0.0,0.0,0.0,4259.099400659999,0.0,0.0,0.0,610.0226700000001,0.0,13118.785665669999,0.0,13728.808335669999,5652.219999999999,0.0,8076.58833567,12335.68773633
2017-11-01,Monthly,35.0,0.0,0.0,0.0,0.0,0.0,35.0,3150.0,0.0,0.0,300.0,0.0,8566.36072006,0.0,12016.36072006,11454.63,0.0,561.7307200600007,596.7307200600007
2017-12-01,Monthly,0.0,1265.4458174499998,0.0,0.0,0.0,52.8,1318.2458174499998,38.743048,0.0,0.0,323.2,0.0,12510.32662025,0.0,12872.269668249999,4721.87636612,0.0,8150.393302129999,9468.639119579999
2018-01-01,Annual,663.1216760000001,1381.074079591,251.15066925,0.0,0.0,69.5410465,2364.887471341,7154.955199999999,0.0,0.0,1029.6,0.0,94765.39700865999,0.0,102949.95220865999,56219.50189426,0.0,46730.4503144,49095.337785741
2018-01-01,Monthly,57.950340000000004,43.466064,0.0,0.0,0.0,0.0,101.416404,0.0,0.0,0.0,0.0,0.0,9527.239958,0.0,9527.239958,2803.29,0.0,6723.949958,6825.366362
2018-02-01,Monthly,7.678000000000001,0.0,0.0,0.0,0.0,0.0,7.678000000000001,0.0,0.0,0.0,26.6,0.0,6905.20924121,0.0,6931.80924121,3699.59,0.0,3232.2192412100003,3239.89724121
2018-03-01,Monthly,146.05847999999997,41.4805313,0.0,0.0,0.0,0.0,187.53901129999997,1790.0,0.0,0.0,200.0,0.0,11142.69805097,0.0,13132.69805097,2945.918357,0.0,10186.77969397,10374.31870527
2018-04-01,Monthly,5.5548,164.821929975,0.0,0.0,0.0,0.0,170.376729975,80.0,0.0,0.0,0.0,0.0,11719.02111346,0.0,11799.02111346,4654.502797,0.0,7144.518316459999,7314.895046434999
2018-05-01,Monthly,28.24627,34.879744800000005,0.0,0.0,0.0,0.0,63.12601480000001,0.0,0.0,0.0,0.0,0.0,6868.9724439500005,0.0,6868.9724439500005,3854.0543839300003,0.0,3014.91806002,3078.0440748200003
2018-06-01,Monthly,217.18758,40.03692,0.0,0.0,0.0,0.0,257.2245,600.0,0.0,0.0,0.0,0.0,5519.37965867,0.0,6119.37965867,4021.95200283,0.0,2097.42765584,2354.6521558400004
2018-07-01,Monthly,109.081384,0.0,0.0,0.0,0.0,0.0,109.081384,0.0,0.0,0.0,498.0,0.0,4911.621242220001,0.0,5409.621242220001,2856.335,0.0,2553.2862422200005,2662.3676262200006
2018-08-01,Monthly,0.0,253.28690785,0.0,0.0,0.0,0.0,253.28690785,0.0,0.0,0.0,0.0,0.0,8377.02775487,0.0,8377.02775487,4760.106999449999,0.0,3616.92075542,3870.207663270001
2018-09-01,Monthly,6.03255,0.0,251.15066925,0.0,0.0,0.0,257.18321925,2400.0,0.0,0.0,0.0,0.0,4837.23048189,0.0,7237.23048189,4911.88101329,0.0,2325.3494686000004,2582.53268785
2018-10-01,Monthly,7.99944,402.701283,0.0,0.0,0.0,0.0,410.700723,2000.0,0.0,0.0,0.0,0.0,10959.641717999999,0.0,12959.641717999999,6904.406,0.0,6055.235717999999,6465.936440999999
2018-11-01,Monthly,29.024,206.02037885,0.0,0.0,0.0,0.0,235.04437885,144.275,0.0,0.0,0.0,0.0,8637.5,0.0,8781.775,4840.30260653,0.0,3941.4723934699996,4176.516772319999
2018-12-01,Monthly,48.308832,194.380319816,0.0,0.0,0.0,69.5410465,312.230198316,140.6802,0.0,0.0,305.0,0.0,5359.85534542,0.0,5805.53554542,9967.16273423,0.0,-4161.62718881,-3849.3969904940004
2019-01-01,Annual,2056.134034,3702.44341231,0.0,0.0,0.0,0.0,5758.577446309999,5265.71421,0.0,0.0,4496.7,0.0,119161.84748500999,0.0,128924.26169500998,88886.06690661002,0.0,40038.19478839998,45796.77223470999
2019-01-01,Monthly,105.52199999999999,3341.00533775,0.0,0.0,0.0,0.0,3446.52733775,0.0,0.0,0.0,0.0,0.0,5933.494000000001,0.0,5933.494000000001,3260.55684302,0.0,2672.9371569800005,6119.46449473
2019-02-01,Monthly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9141.168,0.0,9141.168,3559.25099948,0.0,5581.917000519999,5581.917000519999
2019-03-01,Monthly,7.140000000000001,0.0,0.0,0.0,0.0,0.0,7.140000000000001,100.0,0.0,0.0,1294.3,0.0,9909.983999999993,0.0,11304.283999999992,8297.969999300001,0.0,3006.314000699991,3013.4540006999905
2019-04-01,Monthly,10.44582,41.94723312000001,0.0,0.0,0.0,0.0,52.393053120000005,340.0,0.0,0.0,1000.0,0.0,9785.5,0.0,11125.5,4694.2483283500005,0.0,6431.2516716499995,6483.64472477
2019-05-01,Monthly,1044.7140000000002,0.0,0.0,0.0,0.0,0.0,1044.7140000000002,0.0,0.0,0.0,650.0,0.0,31599.44369304,0.0,32249.44369304,5494.5011419600005,0.0,26754.94255108,27799.656551080003
2019-06-01,Monthly,191.35189999999997,59.90975598000001,0.0,0.0,0.0,0.0,251.26165597999997,2100.0,0.0,0.0,0.0,0.0,6283.639530000001,0.0,8383.63953,9973.969996860002,0.0,-1590.3304668600013,-1339.0688108800005
2019-07-01,Monthly,210.85101999999998,23.884179,0.0,0.0,0.0,0.0,234.73519899999997,550.0,0.0,0.0,0.0,0.0,5484.56725548,0.0,6034.56725548,6349.52589899,0.0,-314.95864351,-80.22344451000026
2019-08-01,Monthly,70.59443999999999,0.0,0.0,0.0,0.0,0.0,70.59443999999999,483.0,0.0,0.0,0.0,0.0,4140.5244999999995,0.0,4623.5244999999995,9133.36199938,0.0,-4509.837499380001,-4439.243059380001
2019-09-01,Monthly,113.37705,59.6337696,0.0,0.0,0.0,0.0,173.0108196,0.0,0.0,0.0,1248.0,0.0,13679.25,0.0,14927.25,12782.047996860001,0.0,2145.202003139999,2318.212822739999
2019-10-01,Monthly,229.93150400000002,0.0,0.0,0.0,0.0,0.0,229.93150400000002,50.0,0.0,0.0,0.0,0.0,5591.526738,0.0,5641.526738,3814.691,0.0,1826.8357379999998,2056.767242
2019-11-01,Monthly,65.7663,47.759542,0.0,0.0,0.0,0.0,113.52584200000001,1600.0,0.0,0.0,0.0,0.0,6891.70826849,0.0,8491.70826849,6939.5809997100005,0.0,1552.1272687799992,1665.6531107800001
2019-12-01,Monthly,6.44,128.30359486,0.0,0.0,0.0,0.0,134.74359486,42.71421,0.0,0.0,304.4,0.0,10721.0415,0.0,11068.155709999999,14586.361702700004,0.0,-3518.2059927000046,-3383.462397840005
2020-01-01,Annual,2004.624046,0.0,0.0,0.0,0.0,0.0,2004.624046,7236.45712,0.0,0.0,3365.6,0.0,93477.79428579,0.0,104079.85140579,70228.82946125,0.0,33851.02194454001,35855.645990540004
2020-01-01,Monthly,51.5038,0.0,0.0,0.0,0.0,0.0,51.5038,0.0,0.0,0.0,0.0,0.0,4073.1,0.0,4073.1,1769.62966525,0.0,2303.47033475,2354.97413475
2020-02-01,Monthly,113.45536,0.0,0.0,0.0,0.0,0.0,113.45536,300.0,0.0,0.0,1800.0,0.0,8503.892,0.0,10603.892,1844.8809997800004,0.0,8759.01100022,8872.46636022
2020-03-01,Monthly,31.009680000000003,0.0,0.0,0.0,0.0,0.0,31.009680000000003,0.0,0.0,0.0,1400.0,0.0,5622.6,0.0,7022.6,6984.35000089,0.0,38.24999911000032,69.25967911000043
2020-04-01,Monthly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3116.65,0.0,3116.65,7077.17060935,0.0,-3960.5206093499996,-3960.5206093499996
2020-05-01,Monthly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7101.75,0.0,7101.75,4426.70499999,0.0,2675.04500001,2675.04500001
2020-06-01,Monthly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6665.2,0.0,6665.2,3643.3580035299956,0.0,3021.8419964700042,3021.8419964700042
2020-07-01,Monthly,96.090186,0.0,0.0,0.0,0.0,0.0,96.090186,86.45712,0.0,0.0,0.0,0.0,6883.5035,0.0,6969.96062,3327.83179842,0.0,3642.12882158,3738.2190075800004
2020-08-01,Monthly,25.3846,0.0,0.0,0.0,0.0,0.0,25.3846,0.0,0.0,0.0,0.0,0.0,8353.1,0.0,8353.1,7446.63599989,0.0,906.4640001100006,931.84860011
2020-09-01,Monthly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,137.5,0.0,8721.6135,0.0,8909.1135,5712.0919383499995,0.0,3197.02156165,3197.02156165
2020-10-01,Monthly,1687.18042,0.0,0.0,0.0,0.0,0.0,1687.18042,0.0,0.0,0.0,0.0,0.0,16179.130000000001,0.0,16179.130000000001,9711.052999999996,0.0,6468.077000000005,8155.257420000005
2020-11-01,Monthly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4950.0,0.0,0.0,7.5,0.0,11652.4345,0.0,16609.9345,7264.264448670001,0.0,9345.670051329998,9345.670051329998
2020-12-01,Monthly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1850.0,0.0,0.0,20.6,0.0,6604.82078579,0.0,8475.42078579,11020.857997130002,0.0,-2545.4372113400022,-2545.4372113400022
2021-01-01,Annual,2747.57799415,0.0,0.0,0.0,0.0,0.0,2747.57799415,1980.0,0.0,0.0,1571.9,0.0,108860.55016012001,0.0,112412.48629435,74969.72988207999,0.0,37442.756412270006,40190.33440642002
2021-01-01,Monthly,39.12084,0.0,0.0,0.0,0.0,0.0,39.12084,0.0,0.0,0.0,0.0,0.0,2509.2855848500003,0.0,2509.2855848500003,1489.726,0.0,1019.5595848500002,1058.6804248500002
2021-02-01,Monthly,23.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,1000.0,0.0,4295.84689107,0.0,5295.84689107,7192.233999949998,0.0,-1896.3871088799979,-1873.3871088799979
2021-03-01,Monthly,116.94900000000001,0.0,0.0,0.0,0.0,0.0,116.94900000000001,0.0,0.0,0.0,11.0,0.0,23665.22834544,0.0,23676.22834544,16062.434836600003,0.0,7613.793508839995,7730.742508839995
2021-04-01,Monthly,23.57898115,0.0,0.0,0.0,0.0,0.0,23.57898115,0.0,0.0,0.0,20.3,0.0,11196.87601461,0.0,11217.17601461,5928.94464364,0.0,5288.23137097,5311.81035212
2021-05-01,Monthly,76.439,0.0,0.0,0.0,0.0,0.0,76.439,0.0,0.0,0.0,0.0,0.0,7515.811764509999,0.0,7515.811764509999,5892.53377138,0.0,1623.2779931299992,1699.7169931299995
2021-06-01,Monthly,109.62639200000001,0.0,0.0,0.0,0.0,0.0,109.62639200000001,120.0,0.0,0.0,11.5,0.0,7120.16386577,0.0,7251.7,4253.829241439996,0.0,2997.870758560004,3107.4971505600042
2021-07-01,Monthly,1387.1674000000003,0.0,0.0,0.0,0.0,0.0,1387.1674000000003,660.0,0.0,0.0,13.4,0.0,5709.732846989999,0.0,6383.132846989999,4225.992416,0.0,2157.140430989999,3544.3078309899993
2021-08-01,Monthly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8,0.0,8369.5524361,0.0,8393.352436100002,6013.0084361,0.0,2380.344000000002,2380.344000000002
2021-09-01,Monthly,474.595994,0.0,0.0,0.0,0.0,0.0,474.595994,0.0,0.0,0.0,270.0,0.0,10395.46920248,0.0,10665.46920248,3653.92899778,0.0,7011.540204700001,7486.1361987
2021-10-01,Monthly,3.2,0.0,0.0,0.0,0.0,0.0,3.2,1000.0,0.0,0.0,5.2,0.0,7065.972000000002,0.0,8071.172000000001,4930.7009999999955,0.0,3140.471000000006,3143.6710000000057
2021-11-01,Monthly,26.07,0.0,0.0,0.0,0.0,0.0,26.07,0.0,0.0,0.0,7.0,0.0,11591.70401797,0.0,11598.70401797,4922.375540999999,0.0,6676.32847697,6702.39847697
2021-12-01,Monthly,467.83038700000003,0.0,0.0,0.0,0.0,0.0,467.83038700000003,200.0,0.0,0.0,209.7,0.0,9424.90719033,0.0,9834.60719033,10404.02099819,0.0,-569.4138078600008,-101.58342086000084
2022-01-01,Annual,3404.3146490000004,0.0,0.0,0.0,0.0,0.0,3404.3146490000004,222.327298,0.0,0.0,11587.130000000001,0.0,138000.91575555,0.0,149810.37305355002,122055.04687250001,0.0,27755.326181050008,31159.64083005001
2022-01-01,Monthly,455.74312800000007,0.0,0.0,0.0,0.0,0.0,455.74312800000007,0.0,0.0,0.0,13.2,0.0,4839.265376709999,0.0,4852.465376709999,5946.651,0.0,-1094.1856232900009,-638.4424952900008
2022-02-01,Monthly,51.41178,0.0,0.0,0.0,0.0,0.0,51.41178,0.0,0.0,0.0,13.9,0.0,3140.248583220001,0.0,3154.148583220001,4562.32100001,0.0,-1408.1724167899988,-1356.760636789999
2022-03-01,Monthly,1009.5654090000002,0.0,0.0,0.0,0.0,0.0,1009.5654090000002,0.0,0.0,0.0,7.1,0.0,12420.704185,0.0,12427.804185,7325.79699898,0.0,5102.0071860200005,6111.572595020001
2022-04-01,Monthly,148.05525,0.0,0.0,0.0,0.0,0.0,148.05525,0.0,0.0,0.0,380.0,0.0,12890.2484,0.0,13270.2484,12014.784967000001,0.0,1255.463432999999,1403.5186829999984
2022-05-01,Monthly,86.99999999999999,0.0,0.0,0.0,0.0,0.0,86.99999999999999,0.0,0.0,0.0,8.6,0.0,4069.28,0.0,4077.88,6009.289557630001,0.0,-1931.4095576300006,-1844.4095576300006
2022-06-01,Monthly,356.77753600000005,0.0,0.0,0.0,0.0,0.0,356.77753600000005,222.327298,0.0,0.0,30.3,0.0,13461.38071,0.0,13714.008008,12514.346934190002,0.0,1199.661073809999,1556.43860981
2022-07-01,Monthly,157.178206,0.0,0.0,0.0,0.0,0.0,157.178206,0.0,0.0,0.0,0.0,0.0,8561.76,0.0,8561.76,4466.121000000001,0.0,4095.638999999999,4252.817206
2022-08-01,Monthly,51.675,0.0,0.0,0.0,0.0,0.0,51.675,0.0,0.0,0.0,355.9299999999999,0.0,11634.22,0.0,11990.15,4715.15483589,0.0,7274.99516411,7326.670164109999
2022-09-01,Monthly,444.434725,0.0,0.0,0.0,0.0,0.0,444.434725,0.0,0.0,0.0,3006.4,0.0,6063.334814999999,0.0,9069.734815,9948.05312997,0.0,-878.3183149699998,-433.8835899700007
2022-10-01,Monthly,112.913855,0.0,0.0,0.0,0.0,0.0,112.913855,0.0,0.0,0.0,0.0,0.0,16355.14868562,0.0,16355.14868562,10036.020278749995,0.0,6319.128406870006,6432.042261870007
2022-11-01,Monthly,187.15976000000003,0.0,0.0,0.0,0.0,0.0,187.15976000000003,0.0,0.0,0.0,306.4,0.0,9096.616999999998,0.0,9403.017,9662.291999999998,0.0,-259.2749999999978,-72.11523999999736
2022-12-01,Monthly,342.4,0.0,0.0,0.0,0.0,0.0,342.4,0.0,0.0,0.0,7465.3,0.0,35468.708,0.0,42934.008,34854.215170079995,0.0,8079.792829920007,8422.192829920008
2023-01-01,Annual,3576.5204510000003,0.0,0.0,0.0,0.0,0.0,3576.5204510000003,1005.8393679999999,0.0,0.0,4342.04,0.0,111648.58031823,0.0,116996.45968623001,85695.72020471998,0.0,31300.739481510012,34877.25993251002
2023-01-01,Monthly,654.4735160000001,0.0,0.0,0.0,0.0,0.0,654.4735160000001,0.0,0.0,0.0,13.5,0.0,4931.205,0.0,4944.705,2298.2991588699997,0.0,2646.40584113,3300.8793571300002
2023-02-01,Monthly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,0.0,5410.821625,0.0,5428.221625,5628.492783649996,0.0,-200.27115864999632,-200.27115864999632
2023-03-01,Monthly,337.98177,0.0,0.0,0.0,0.0,0.0,337.98177,415.0,0.0,0.0,804.5,0.0,8748.237999999998,0.0,9967.737999999998,6952.650988669997,0.0,3015.0870113300007,3353.068781330001
2023-04-01,Monthly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.942119,0.0,0.0,4.6,0.0,7866.012180000002,0.0,7935.554299000002,6534.2584178100005,0.0,1401.2958811900016,1401.2958811900016
2023-05-01,Monthly,1192.89115,0.0,0.0,0.0,0.0,0.0,1192.89115,0.0,0.0,0.0,5.3,0.0,8052.683842,0.0,8057.983842000001,10351.67475,0.0,-2293.6909079999996,-1100.7997579999992
2023-06-01,Monthly,90.26799999999999,0.0,0.0,0.0,0.0,0.0,90.26799999999999,525.897249,0.0,0.0,8.5,0.0,15363.31700000001,0.0,15897.71424900001,9118.723151020002,0.0,6778.991097980008,6869.259097980008
2023-07-01,Monthly,636.7025000000001,0.0,0.0,0.0,0.0,0.0,636.7025000000001,0.0,0.0,0.0,11.8,0.0,14894.976,0.0,14906.776,5010.276000000001,0.0,9896.5,10533.2025
2023-08-01,Monthly,49.054988,0.0,0.0,0.0,0.0,0.0,49.054988,0.0,0.0,0.0,222.04,0.0,8182.885319999999,0.0,8404.925319999998,7933.62011146,0.0,471.3052085399986,520.3601965399985
2023-09-01,Monthly,131.696,0.0,0.0,0.0,0.0,0.0,131.696,0.0,0.0,0.0,482.1,0.0,7840.44368,0.0,8322.54368,5897.811270770001,0.0,2424.7324092299996,2556.4284092299995
2023-10-01,Monthly,83.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,2606.7,0.0,13632.66,0.0,16239.36,13177.077,0.0,3062.2830000000013,3145.2830000000013
2023-11-01,Monthly,82.526983,0.0,0.0,0.0,0.0,0.0,82.526983,0.0,0.0,0.0,0.0,0.0,8168.717671230002,0.0,8168.717671230002,6415.567303,0.0,1753.1503682300026,1835.6773512300024
2023-12-01,Monthly,317.925544,0.0,0.0,0.0,0.0,0.0,317.925544,0.0,0.0,0.0,165.6,0.0,8556.619999999999,0.0,8722.22,6377.269269470001,0.0,2344.9507305299985,2662.876274529998
2024-01-01,Annual,7432.355858,0.0,0.0,0.0,0.0,0.0,7432.355858,3379.89725,0.0,0.0,8615.1,0.0,109571.82649241,0.0,121566.83274240998,102888.40598092001,0.0,18678.426761489995,26110.78261949
2024-01-01,Monthly,206.90046,0.0,0.0,0.0,0.0,0.0,206.90046,0.0,0.0,0.0,35.1,0.0,4496.16,0.0,4531.26,5975.621,0.0,-1444.3609999999999,-1237.46054
2024-02-01,Monthly,169.79575,0.0,0.0,0.0,0.0,0.0,169.79575,0.0,0.0,0.0,17.7,0.0,5440.385890410002,0.0,5458.085890410001,4322.473008439996,0.0,1135.6128819700052,1305.4086319700054
2024-03-01,Monthly,930.0250000000001,0.0,0.0,0.0,0.0,0.0,930.0250000000001,100.0,0.0,0.0,40.3,0.0,11751.43195,0.0,11891.73195,10982.50414199001,0.0,909.2278080099895,1839.2528080099892
2024-04-01,Monthly,425.847394,0.0,0.0,0.0,0.0,0.0,425.847394,354.0,0.0,0.0,1186.5,0.0,9052.019,0.0,10592.519,6593.009908449995,0.0,3999.509091550005,4425.356485550005
2024-05-01,Monthly,359.95766,0.0,0.0,0.0,0.0,0.0,359.95766,0.0,0.0,0.0,1339.3,0.0,6433.773702,0.0,7773.073702,5395.472000000002,0.0,2377.601702,2737.559361999998
2024-06-01,Monthly,87.357,0.0,0.0,0.0,0.0,0.0,87.357,2125.89725,0.0,0.0,47.9,0.0,9554.650000000001,0.0,11728.44725,7295.803500000001,0.0,4432.643749999998,4520.000749999998
2024-07-01,Monthly,1136.38126,0.0,0.0,0.0,0.0,0.0,1136.38126,0.0,0.0,0.0,0.0,0.0,14870.8816,0.0,14870.8816,11395.274798,0.0,3475.6068020000002,4611.988062
2024-08-01,Monthly,322.9992,0.0,0.0,0.0,0.0,0.0,322.9992,0.0,0.0,0.0,239.6,0.0,6996.6,0.0,7236.209000000003,6272.749999999998,0.0,963.4590000000044,1286.4582000000046
2024-09-01,Monthly,2414.7945999999997,0.0,0.0,0.0,0.0,0.0,2414.7945999999997,300.0,0.0,0.0,5416.5,0.0,8323.096749999999,0.0,14039.596749999999,14238.070043000002,0.0,-198.47329300000274,2216.3213069999965
2024-10-01,Monthly,343.217035,0.0,0.0,0.0,0.0,0.0,343.217035,500.0,0.0,0.0,0.0,0.0,11651.4,0.0,12151.4,9614.006,0.0,2537.3940000000002,2880.611035
2024-11-01,Monthly,480.53818000000007,0.0,0.0,0.0,0.0,0.0,480.53818000000007,0.0,0.0,0.0,236.2,0.0,12962.33,0.0,13198.53,8628.45647104,0.0,4570.07352896,5050.611708959999
